,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600276.SH,X000100.SZ,X600118.SH,X600703.SH,X600372.SH,X000157.SZ,X600271.SH,X000338.SZ,X000559.SZ,X600741.SH,X002241.SZ,X002129.SZ,X600839.SH,X600089.SH,X002292.SZ,X600066.SH,X000568.SZ,X002475.SZ,X600177.SH,X000800.SZ,X300124.SZ,X002236.SZ,X600582.SH,X601877.SH,X000727.SZ,X002276.SZ,X002223.SZ,X002456.SZ,X000550.SZ,X600435.SH,X300003.SZ,X002465.SZ,X600060.SH,X000016.SZ,X000581.SZ,X600198.SH,X600166.SH,X002049.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0901801379630826,0,0,0.00361374981567823,0,0,0.0393326758792448,0,0,0.0662533751428652,0,0,0,0,0,0,0,0.0711881460890635,0,0,0,0.196916338100733,0,0.0343037974633163,0,-0.0186055141938477,0,0,0,0,0,0,0.0599026046906227,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.00267220336148133,0.0109982660340766,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0493662780569147,0.00308133402254094,0,0,0.0658237695810005,0,0,0,0,0,0.0224982396047255,0.0218237084408826,0,0.00489356805948061,0,0,0,0,0,0.0654659910733667,0.124488019689716,0,0,0.140613555659532,0,0.0114827384644628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735886837396921,0,0,-0.00684847391550312,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0836640618082453,0,0,0.0354565144182397,0.0430873857657803,0,0,0,0,0,0,0,0,0.0637591909567882,0,0.0929842269182628,0,0,0,0,0,0,0,0.295263901604309,0.182040532666747,0.132926348425855,0.00972843661602627,0,0,0,0,0,0,0,0,0,0.0624639325628777,0,0,8.67361737988404e-19,0,0.0137327752565724,0,0,0,0,0,0,0
X000651.SZ,0.00248896245639901,0,0,0,0.0514258931729083,0,0,0,0.0785980109231202,0.124927952182873,0.0037745405724034,0,0.103975362330233,0,0,0.0865454002446303,0.00977708530447256,0.0424383839439694,0,0,0.0518076866263182,0,0,0,0,0,0,0.116616001587599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664226344001849,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.109932257146827,0,0,0,0,0,0,0.132610692712685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161412027278194,0,0,0.149264900057432,0.0546403411049292,0.00974175887865517,0,0,0.0140285887211714,0.0643421480657888,0,0,0,0,0,0,0.139934805627649,0,0,-0.0137939899468506,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.000546988731362626,0,0.176653581308167,0,0,0,0,0,0,0,0.124581932869891,0,8.67361737988404e-19,0.0885223567349662,0.0266888696988268,0,0,0,0,0,0.13856200029308,0,0,0.124799381621697,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.00319327980592061,0.00062232274910267,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602650335162248,0,0,0,0,0,0,0.106308486887839,0,0,0,0,0,0,0,0.0477159881689667,0,0.0260775931186401,0.0971621765101785,0,0,0,0,0,0,0,0,0,0.076887173391353,0,0,0,0.161930626579648,0,0.0367193301205186,0,0,-0.00400941828667933,-0.00490755687367376,0,0,0,0,0,0
X000625.SZ,0.0815012790168117,0,0,0,0.0533617303031882,0,0,0,0,0,0,0,0,0,0,0.0308972661496484,0.131725631646828,0,0.102815111748382,0,0.0569126763088114,0,0,0.0525767004720764,0.0609353655828032,0,0,0,0,0,0,0,0,0.036883720937266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106150450552668,0.0409458005191081,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0624099960592736,0,0,0,0,0,0,0,0,0,0,0,0.213844555213533,0,0,0,0,0,0,0,0.221136897064292,0,0,0,0,0.0135951235112883,0,0,0,0,0,0,0,0.157978652442515,0,0.113337682676666,0,0,0,0.132295013433738,0,0,0,0,0,0,0,-0.0105814718882749,0.00473107319407285,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.00319354637131192,0,0,0,0,0,0.022998160706486,0,0,0.0430913198071813,0.0101105652311231,0,0,0,0,0.0551204796118182,0,0,0,0,0,0.0460187209599419,0,0,0,0,0,0,0.0331938484092598,0,0,0,0,0,0.0948647133230003,0.0471163579977805,0,0.0473077622063778,0.0756237870580972,0,0,0,0,0,0,0,0,0,0,0,0
