,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X600089.SH,X002007.SZ,X000981.SZ,X300003.SZ,X002294.SZ,X600867.SH,X600699.SH,X002508.SZ,X000559.SZ,X000066.SZ,X002180.SZ,X600498.SH,X002292.SZ,X002074.SZ,X000623.SZ,X300136.SZ,X002426.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0321575675951085,0,0,0,0,0.0549070677311646,0.00513945122031087,0,0,0,0,0.15676977218797,0,0,0,0,0,0.191785244468455,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373241961961313,0,0,0,0,-0.00755991943052358,0.00622942444964151,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0848818722834044,0,-0.0179121844631424,0,0,0,0,0,0.819225286109224,0,0,0,0,0,0,0,0,0,0.121956058864743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587174241943834,0,0,-0.104189425072006,0,0,-0.0732009006223075,-0.0331005855061102,-0.0156867538862206,-0.125224146243923,0,0,-0.055350337106253,-0.00137488304539746,4.0440936789145e-05,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.035467159497533,0,0,0,0,0,0,0,0.122411917511765,0,0,0,0,0.0885337649317094,0.000546769874956933,0,0,0,0,0,0,0,0,0,0,0,-0.167039947678504,0.0486559854918904,0,0,0,-0.0143005843462467,0,0,0.0095968698637389,0,0.309652323664558,-0.1129458847838,0,0,0,0,-0.068565977512654,0,0.000338508902598438,0,0,0,0,0,0
X000651.SZ,0,0.0795039627415901,0,0,0,0,0,0,0,0.0934667725489551,0.917059599797659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132780061226717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317543133097022,0.117219914698171,0,0,0.415514276513184,0,0,0,0,0.00953697177193808,0.015703283058764,0,0,0,0,0,0
X000858.SZ,0.158861749896306,0,0,0,0,0,0,0,0.0228266069298282,0,0,0.02462902956938,0.0114787739882616,0.163285918904842,0.233477866835178,0,0,0,0,0.099599999542821,0,0,0,0,0.0981562974993191,0,0,0,0,0,0,0,0,-0.0837915051001911,0,0,0,0,0,0,0,0,0,0,0,0,0.0578691751811777,0,0,0,0.00480046564864297,0.00350002250650498,0,0,0,0,0,0
X002304.SZ,0,0.103124831715592,0,0,0,0,0,0,0,0.122318527528007,0,0,0,0.15087281452997,0.240800214122564,0,0,0,0,0,0.0222097701216139,0,0,0.0879068564374221,0,0,0,0,0,-0.183207923674956,0,0,0,0,0.0356839187995614,0,0,0,0,0,0.0603459269333678,0,0,0,0,0,0,0,0,-0.0850684107127237,0.0160959080745412,-0.00510718246174151,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0521827240308437,0,0,0.074142724784703,0,0,0,0.185228895144714,-0.0706047175353673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0373208011997463,0,-0.00627736864662064,0,0,0,0,0,0,-0.0844392997340885,0.0243280199906958,-0.00385873557263253,0,0,0,0,0,0
X000725.SZ,0,0,0,0.132445991032138,0,0,0,0,0,0,0,0,0,0,0.190175051373082,0,-0.309534486243045,0,0.312266037613286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652832490018266,0,0,0,0,-0.0801349163947973,0,0,-0.0809317064558783,0,0,0.139432524023328,0,0.0200472941604724,0,0,0,0,0.0100575391950971,-0.0314158302959177,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0977488135872985,0,0,0,0,0,0,0,0,0.102581568522884,0.429682298107576,0,0,0,0,0,0,0,0.0718371141650801,0,-0.0325295886399153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130656636039763,0,0,0,0,0,-0.00204274691854768,0,0,0,0,0,0
X000063.SZ,0,0,0,0.250289450938266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145960605515583,-0.272276997625771,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.000879424372739804,0.243280123668351,0,0,0.0313795300344336,0,0,0,0,0,0,0,0,-0.0419917547007278,0.0480833988999877,0,0,-0.00432699545448651,0.0118834804381561,0,0,0,0,0,0
