,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X002304.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X600703.SH,X000338.SZ,X002241.SZ,X002007.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X300014.SZ,X000596.SZ,X600183.SH,X600741.SH,X300124.SZ,X300003.SZ,X000977.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000625.SZ,X000800.SZ,X600584.SH,X000157.SZ,X300136.SZ,X002456.SZ,X002049.SZ,X002463.SZ,X002414.SZ,X002179.SZ,X000066.SZ,X002185.SZ,X002008.SZ,X600118.SH,X002180.SZ,X000021.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181243699429692,0.12257930648471,0,0,0,0,0,0,0.0477302542193348,0,0,0,0,0,0.0746162531290689,0,0,0,0,0,0,0,0.0205434977444365,0,0,0,0,0,0,-0.00293646687385486,0.0351385158755503,0,0,0,0,0,0,0,0.0512786842083005,0,0,0,0,0.0117954883817217,0,0,0,0,0,0,-0.0027060596442862,0,0,0,0,0,0,0
X000858.SZ,0.0678574221356124,0,0,0,0.0612494250352794,0,0,0,0,0.0156833340015256,0,0,0,0.336610841332388,0.0626873071918157,0,0,0,0.0431667275778868,0,0,0,0.163127978724577,0,0,0,0,0.0286284007011878,0,0.025010373021187,0.0561052135466369,0,0,0,0,0,0,0,0,0,0,0,0,0.101646293699628,0,0,0,0,0,0,0,-0.0114344502490664,0.0197901807081189,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.248944018655932,0.0151908481512189,0,0,0,0,0.0723887181509407,0,0,0,0,0,0,0,0.191286185116672,0,0,0.277698294936725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351850194879594,0,0,0,0,0,-0.0301971736795633,0,0,0,0,-0.0744727378125981,-0.0178248013296508,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.132792447406278,0,0.035591662225906,0,0.286897134353402,0,0,0,0,0,0.0230493649291669,0,0,0,0,0,0,0,0,-0.0718317597440835,0,0,0,0,0,0,0,0,0.0512062242218068,0,0,0,0.0411976812437024,-0.045752622317771,0.0786180408830458,0,0,0,0,0,0.000612297195317008,0.00372768996200791,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0454474429790399,0,0,0,0,0,0.0428890734107574,0,0,0.0691680406914495,0,0,0.011976802612453,0,0.104529665278029,0,0.0926055570496915,0,0,0,0,0.075721220073115,0,0,0,0,0,0,0,0.197197831755578,0.221018102444639,0,0,0,0,0,0,0,0,0,0,-0.0637361157853162,0,-0.0305231938839457,0,0,0,0,0,0
X002415.SZ,0,0,0,0.151306410867153,0,0,-0.129612647215401,0.0423595160885933,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100741456815854,0,0.606262871799185,0,0,-0.0812535224882838,0,0,0,0,0,0,0,0,0,0,0.122362017011148,0.111010773134809,0,-0.0940359225839718,0,0,0,0.0248203177786882,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627358208612004,0,0.107113512068028,0,0,0,0,0.467322251754719,0,0,0.00675351900479547,0,0,0,0,0.00197782598496786,0,0.15145770236329,-0.0314424809258735,0,0,0,0,0,-0.0344912212664123,0.000562426223579665,0.00410554178780665,0,0,0,0,0,0
X000063.SZ,0,0,0,0.04141866139503,0,0,0.207179153842223,0,0,0,0,0,0,0,0,0,0,0,0,0.0134870841609138,0.141320507735259,0,0,0,-0.0928383679448634,0,0,0,0,0,0,0.213851272613437,0,0,0,0,0,0,0,-0.126426160159045,0,0,0,0,0,0.216471978481003,0,0.189483074892249,0,0,-0.0170260196961709,0.0334386995527411,-0.0342455310915423,0,0,0,0,0,0
X000661.SZ,0,0,0.2223845078229,0,0.0167209105507859,0,0.0279632505481527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031147178649727,0,0,0,0,0,0.0835176073375308,0,0,0,0,0,0,0,0,0,0.0826568475139824,0,0.0115300673059729,0,0,0.142329098681691,0,0,0,0,0,-0.07850016300579,0.0252558121044082,0.200456202600441,0.053468632609909,0,0,0,0,0,0,0,0
X002304.SZ,0.120357319262429,0.158630949119036,0,0,0.154048148617022,0,0,0,0,0,0,0,0,0.0186480682385516,0,0.0412337063574756,0.023964747711372,0.22651364727063,0,0,0.0390988902359123,0,0.018233308610643,0,0,0,0.0161655574247974,0,0,0,-0.0481794897492979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363990446415658,0,0,0.00971610069758063,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.053169697287457,0,0,0,0,0,0,-0.110038685904773,0,0,0,0,0,0.179655618973068,0,0,0,0.412532327875373,0,0,0,0,0.206074199801664,0,0,0,-0.00478451093174022,0.0618771591715169,0,-0.0925260861409576,0,0,0,0,0,0,0,0,0,0,0,0,0.0102137514000673,0,0,-0.0726190598460768,0,0.000719963791750146,0.00775095852746694,0,0,0,0,0,0
