,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X000568.SZ,X600031.SH,X002475.SZ,X002236.SZ,X600271.SH,X000100.SZ,X002456.SZ,X600118.SH,X002292.SZ,X600177.SH,X000338.SZ,X002085.SZ,X002180.SZ,X000157.SZ,X600372.SH,X000559.SZ,X002007.SZ,X300003.SZ,X600867.SH,X300124.SZ,X002074.SZ,X002294.SZ,X002506.SZ,X600498.SH,X002426.SZ,X601877.SH,X600522.SH,X600089.SH,X002508.SZ,X002465.SZ,X600566.SH,X000050.SZ,X000869.SZ,X600418.SH,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.153746572287593,0.00352216964986291,0,0.121514497101204,0,0.227619161121135,0,0,0,0.0112560451246614,0,0,0,0.11822249827782,0.152622345148761,0,0,0,0,0,0.0319616373913772,0,0,0,0,0,0,0,0,0,0.092670617412968,0,0,0,0,0,0,0.0285478348704224,-0.143666489303086,0,0.00462396363858958,0,0,0,0,-0.00753963816032829,0,0,0,0,0.0518990342174089,-0.0227092512006309,0,0,0,0,0,0
X600104.SH,0,0,0.0681850258003454,0,0,0,0,0,0.305873075076284,0,0,0.247743836474914,0,0,0.0476168336508978,0,0,0,0,0,0,-0.141806519121467,0,0,0.103442225161223,0,0,0.039587630466878,0,0,0,0,0,0,0,0,0,0,0.023846794138972,0,0,0,0,0,0,0,0,0,0,0,0,0.00187260907802652,-0.0949584114924086,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0177707945306555,0,0,0,0,0,0,0,0,0,0,0,0,0.0794282901845939,0,0,0.0801810779444079,0.247716767631523,0.0424874681419291,0.121448022067696,0,-0.411432097574357,0,0.0396128256600677,0,0,0,0,0,0,0.00446416761062284,0,-0.0292601166963134,0,0,0.46718253840537,0,0.039200078851414,0,0.0896336250426335,0.0783821417855507,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0967789833755172,0,0,0,0,0,0,0,0,0,0,0,0,-0.140493781062762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242874905703737,0,0,0,0,0.107830530095673,0.0976571447026009,0,0,0,0,0,0,0,0,0,-0.107685469873986,0.0619358346587458,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0846206341875751,0,0,0,-0.0585788668231392,0.602741716906472,0,0,0,0,0,0,0,0,0,0,0.0224992892640126,0,0,0,0,0.0447622284540632,0,0,0,0.0993494275753353,0,0,0,0,0,0,0,0.0576239593244627,0,0.0336433817641405,0,0,0.092959615317989,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0735745174065474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471860181734197,0,0,0,0,0.0408256982119747,0,0,0,0,0,0.000210732522353593,0,0,0,0,0,0,0,0.0181016283126612,0.106528558268283,0,0,0,0.161489550466399,0,0,0,0,0.250089643545971,-0.100857717315983,0,0,0,0,-0.0237215563599924,-0.0377078460137773,0,0,0,0,0,0
X002304.SZ,0.260756574776799,0,0,-0.0501272335200696,0,0,0,0,0,0,0,0,0,0,0,0.105376586313565,0,0,0,0,0,0,0,0,0,0,0,0.0667285915139348,0,0.029493707899204,0,0,0,0,0,0,0,0,0,0,0,0.0608365905510451,0,0,0,0,0,0.225974460360014,0,0.00595845985383129,0,0,0.100181261162996,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.00910297900925692,0,0,0,0,0,0.148776070830782,0,0,0.141598151714075,0.200052551734553,0,0,0,0,2.16840434497101e-19,0,0,0.0145461876271925,0,0,0,0,0.0467391403554195,0,0,0,0,0,0,0,0,0,0,0,-0.0291201526539564,0,0,0,0,0,0,0,0.00351755388918728,0,-0.0838933936750038,-0.0137203938792305,0,0,0,0,0,0
X000625.SZ,0,0.213047729432153,0,0,0,-0.0628636671392154,0,0,0,0,0,0.0680086000433996,-0.137553362969126,0.0489594139658756,0,0,0,0,0,0,0,0,0,0,0.0822285596566769,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.0454571270828037,-0.0187717686401873,0.115507094117332,0,0.0738895568674207,0,0,0,0,0,0.0614095970116098,0,0.0473601017978404,-0.0158442190374066,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256324340795601,0,0,0,0,0,0,0.0212724015867833,0,0,0,0,0.0609053529582671,0.046117553360931,0,0,0.00208539285121096,0.0231269216070815,0,0,0,0,0,0,0.0809237055256763,0.0782494361475767,0.0484373906990759,0.0116483146016101,0,0,0,0,0.0816508630749675,0.0469607884531202,0,0.143753544470124,0,0,0,0,0,0,0,0,0
