,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X002241.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002049.SZ,X000625.SZ,X601877.SH,X002179.SZ,X600741.SH,X300142.SZ,X000100.SZ,X600089.SH,X600460.SH,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X000157.SZ,X600522.SH,X600884.SH,X000799.SZ,X002236.SZ,X000733.SZ,X002008.SZ,X002414.SZ,X600584.SH,X600779.SH,X002007.SZ,X601799.SH,X000977.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.498137575458654,0,0,0.064958778886907,0,0.0613308732322112,0,0,-0.0338486336885211,0,0,0,0,0,0,0,0,0,0,0,0,0.0998015840234768,-0.000964979289670586,0,0,0,0,0,0,0.0155337095401012,0,0,0,0,0.047561061069749,0,0,0,0,0,0,0,0,0,0.0464879563077932,0,0,0,0,0,0,-0.0157868622451839,0,0,0,0,0,0
X000858.SZ,0.20685006734557,0,0.0260235189856593,0,0.108367776085242,0.0426211420659198,0.0681233509352161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100181104981558,0.0140399279410852,0,0,0,0,0,0,0,-0.00956348573672166,0,0,0,0,0.123586674909085,0,-0.0410724457614417,0,0.0868436682498936,0,0,0,0,0,0,0,0,0.0378220262132143,0,0,0.00412232223578253,0,0,0,0,0,0,0
X002415.SZ,0,0.177210681153633,0,0,0,0.109213929487369,0.0595415477726481,0,0,0,0,0,-0.124062905851862,0,0,0,0,0.0715444411702707,0,0,0,0,0,0.0739959233997547,0,0,0,0,0,0,-0.136909625641782,0,0,0,0,-0.140108982936052,0,0,0.0458583546562862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.419785060274295,0,0.0606765221077054,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.449963073681442,0,0,0.0243274012330957,0,0,0,0,0,0,0,0,0,-0.0339912542260221,0,0.0449453493172255,0,0,0,0.0905403154493251,0,0,0,0.0325951147906109,0,0.132423737420064,0,0,0,0,0.0566186173454278,0.0436980712677076,0,0,0,0,0.0552712533223878,0,0
X000568.SZ,0.530676848828513,0,0,-1.73472347597681e-18,0,0.0405447431964968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213489400189409,0,0,0,0,0,0.0594702154513253,0,-0.0332191029827099,0,0.0761787670574021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306716603906421,0,0,0,0,0,0,0
X002475.SZ,0,0,0.032255947534216,0,0,0,0,0.0583021150828798,0,0,0,0,0,0,0,0.333925574391065,0,0.212841349604455,0,0,0,0,0,0.0484819499585615,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.110126363543793,0,0,-0.200440618829529,0.0789188917805924,-0.0482525554539912,0,0,0,0,0,0,0,0,0.226431296615172,0,0,0,-0.0435711127462144,0,0,0,0,-0.0288419581297525,0,0
X002304.SZ,0,0.0871958100138725,0.0606895029694515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128987212842241,0,0,0,0,0.20506730416986,0.0688346943860556,0,0,0,0.0490440695170923,0,0,0,0,-0.0336236114110054,0,-0.0200359199532751,0,0,-0.00169780150519835,0,0,0,0,-0.0692624726847943,0,0,0,0,0,0,0,0,0.00868519962593943,0,0,0,0,0,0,0
X600276.SH,0,0,3.46944695195361e-18,0,0,0.0875666528686569,0,0,0.315146200345302,0,0,0,0,0,-0.227418784217991,0,0,0,0,0.172225298075294,-0.0191121083045035,0,0,0,0,0,-0.0851988292126982,0,0,0,0,0,0.050662414834944,-0.0371783227018602,0.0562669190861348,0,0,0.0341431458616582,0,0,0,0,0,0,0,0,0.142005821474738,0,0,0,0,-0.0295487343113731,0,0,0,0,-0.024520567483826,0,0
X600690.SH,0,0.14613186677185,0,0,0,0,0,0.243710703429415,0,0,0,0,0.0357751794724895,0,0,0,0,0,0,0,0.18069758986592,0,0.0297142870543164,0,0,0,0,0,0,0,0,0,0,0.114261197736791,-0.0477527239631203,0,0,0.0654211071021736,0,0,0,-0.0032877819359342,0,-0.0621888389398719,0,0.151397457238349,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0843587214041191,0,0,0,0.0122083200041408,0,0,0,0.0849837284303142,0.203875946359214,-0.103758860982485,0,0,0,0,0,0.0347540108609076,0,0,0,0,-0.0146723885835147,-0.0756784633438071,0,0,0,0,0.0965927377923669,0,0,0,0,0,-0.0296255228977687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007071113566992,0,0,0,0,0.0170369184493221,0,0
X600104.SH,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0196323204389427,0,0,0,0,0.00970784988311968,0.0904744811328763,0.0471100122320382,0,0,0.0927799190263917,0,0,-8.67361737988404e-19,-0.0259154762452773,0.107753286563184,0,0,0.00655456066011656,0,0,0,0.0548335824844114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688054531797308,0.00850391185272762,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.00816753866304191,0,0.0705483941341194,0.0403605681610905,0,0.0227998038803937,0,0,0,0,0.0149348728326764,0,0,-0.0135458369379524,0,0.0474230889680256,0,0,0,0,0,0,0,-0.0422113946106071,0.350178003475511,0,0.0219209680961672,0,0,0,0,0,0,0,-0.0181742447675012,0,0,0,0,0,0,0,0,0,0,0,0,0.000967188089697079,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0687246810623171,0,0.248866981419912,0.113975599448101,0,0,0,0.0825063415845415,1.73472347597681e-18,0,0,0,0,0,0.15842253945142,0,0,0.0204108027611646,0,0,0,0,0,0,0,0,0,0,0,0,0.287683805385968,-0.0302700864221749,-0.0167775680325716,0,0,0,0,0.050717321406133,0,0,0.139703555720751,0,0,0,-0.0840062633225558,0.0203748441145769,0,0,0,0,0.0653170796352801,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.743119686749724,0,0,0,0,0.118489002841335,0,0,0,0,0,0.0668461413203188,0,0,0,0,0,0,0,0.0558415818445501,-0.0219489220510559,0,0,0.061456527090955,0,0,0.14475674690275,0,0,0,0,0.257396918450889,0,0,0,0,0,0,0,0,-0.0207771589180483,0,0,0,0,0,0
