,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X002475.SZ,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300136.SZ,X600177.SH,X002085.SZ,X002008.SZ,X300003.SZ,X600271.SH,X600522.SH,X000157.SZ,X600089.SH,X600118.SH,X002007.SZ,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X600372.SH,X600809.SH,X600566.SH,X000050.SZ,X300115.SZ,X002180.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0882507728847803,0,0,0.152451212843943,0,0,0,0,0,0,-0.029827484259066,0.0110369981293632,0,0,0,0,0,0,0,0,0,0.0926388550120319,0,0,0,0,0.192065859426795,0,0,0,0,0.136165880855464,0,0,0,0.210538898947913,0,0,0,0,0,0,0.00155197271424194,-0.0129958991885704,0,0,0,0,0,0
X600104.SH,0,0,0,0.114858226587477,0,0,0,0,0.243348118691576,0,0.138605564302356,0.106763675503461,0,0,0.414116178673628,0,-0.0296059689031977,0,0,0,0,0,0,0.00487671455555815,-0.158052382051046,-0.02880117507553,0,-0.127610590820391,-0.0216783346779972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923714971940685,0,-0.0376109994521214,0,0,0,0.0145634761818454,-0.0218631082513074,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0841462667985557,0,0,-0.110997545361425,0.18700327917228,0,0,0.0779575682197414,0,0,0,0.198995561589902,0,0,0,0,0,0,0.193182463030276,0,0.0198341801983756,0,0,0,0,0.0260339027128832,0.223347781240236,0,0,0,0,0,0.0383417723810116,0,-0.397360992813227,0,0,0,0,0.0788073283038816,0,-0.125256134322515,0,0,0,0.0168796670207448,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.100119427489999,0,0,0.0638228399123266,0,0.150129990080398,-2.16840434497101e-19,0.0129658027514317,0,0.0110213519566909,0,0,0,0,0,0.0810222324143409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101126929091225,0,0.16845599016163,0.00437137865715074,0,0,0,0,0,0.0210277351346747,-6.7762635780344e-21,0,0,0,0,0,0
X000858.SZ,0,0,0,0.096210220949713,0,0,0,0,0,0,0,0,0.594185996011371,0,0,0,0.070828561642887,0,0,0.0119088156133776,0,0,0.0592677958623335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294921889781055,0,0.0438461230371476,0,0,0,0,-0.00920320130178546,-0.00227546828005154,0,0,0,0,0,0
X000725.SZ,0,-0.125932081348073,0.245176561330999,0,0,0,0,0,0,0,0,-0.0807887154562869,0,-0.0420823150355525,0,0,0,0,0,0.11065521445211,-0.131193190709,0,0,0,0.0253200441349563,0,0,0,0,0,0.524556751457343,0,0,0.274711706623895,0,0,0,0,0.0458603246961744,0,0,0.0668974729913955,0,0,-0.0623994451947507,0.125780664746084,0,0,0,0,0.00668164261019099,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.071513929583213,0,0.0826318357580022,0,0,0,0,0,0,0,0,-0.0101078236421998,0,0,-0.0169311276698857,0,0,0,0.119619595787342,0,0,0,0,0,0,0,0,0,-0.0413509471975915,0,0,0,0,0.0690218166884882,0,-0.0501224853663818,-0.0998357638249366,1.73472347597681e-18,0,0,-0.0505160529744849,0,-0.0412937552076262,0,0.00616652333086144,0,0,0,0,0,0,0
X002304.SZ,0.249902824110624,0.305696934297315,0,0,0,0,0,0,0.231584495298178,0,0,-0.385536988903605,0,-0.00150551426072998,0.366026566579256,0,0,0,0,0,0,0,0,-0.0462475137824947,0,0,0,0,0,0.642675436185112,0,0,0,0,0,0,0,0,0,0,0,0,0.222786007190976,0,0,-0.0636057736046261,0,0,0,0.0145040502318562,0.0990941941527481,0,0,0,-0.378448954787478,0,0
X600690.SH,0,0.485123650383177,0,0.0645549784649962,0,0,0,0.0784039019436115,0,0,0,0.0548693731614464,0,0,0,0,0.0404902820481798,0,0,0,0,0.0334104730150034,0,-0.00528881165681658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317829339453195,0,-0.0438112013616556,0,0,0,0,0.0927848777383114,0,0,0,-0.00303825478225999,-0.00446829745977975,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.139939967156685,0,-0.0421228026118286,-0.0274650985666496,0,0,0,-0.0224422231795551,0,0.104190186222977,0,0,0,0,0,0,-0.117461743598339,0,0.000736068887649544,0.0184876343495417,0,0,0,0,0,0,0,0,0,0,0.0821540726863537,0,0,0.030408932803803,0,0,0.173018769982303,0,0,0.152304952163643,0,0,0,0,0.0115472172325985,-0.0288016527311993,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.122946834232649,0,-0.0119901093919218,0,-4.33680868994202e-19,0,0,0,0,0,0,0.00779936360538627,0.0453550666029742,0.166846533353467,-0.0380360361570211,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0459743934371732,0,0,0,0,0.187309784325514,0,-0.000592842352391652,-0.0985609596831817,-0.0155832804927491,0,0,0,0,0,0,0.00374131240754175,-0.00779473967430307,0,0,0,0,0,0
X000625.SZ,0,0.246567642138615,0,0,0,0,0,0,0.0911397499431735,0,0,0,0,0,0,0,0.0277765190005366,0,-0.0553814836702049,0,0.714044405529667,0,0.0471699782868845,-0.033300034078145,0.185971426692975,-0.103186027017431,0,0,-0.0266848059213651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912074570223184,0,-0.0416048684163612,0.0454373500735386,0.185680750691728,0,0,0,0,0
