,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X300003.SZ,X600741.SH,X600183.SH,X000100.SZ,X002371.SZ,X002241.SZ,X300014.SZ,X000596.SZ,X000977.SZ,X601877.SH,X002236.SZ,X300142.SZ,X300124.SZ,X000625.SZ,X000157.SZ,X002463.SZ,X002129.SZ,X000800.SZ,X002223.SZ,X002456.SZ,X600498.SH,X002179.SZ,X600118.SH,X002049.SZ,X000066.SZ,X300136.SZ,X600271.SH,X002414.SZ,X600584.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.363631804112526,0.027488185394749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190014772112043,0,0.065997504551136,0,-0.0645086217378666,0,0,0,0.0609986535698204,0,0,0,-0.0209306537585767,0.0264835490554133,0,0.0186381024785071,0,0,0,0,-0.00991454917935273,0,0.0697727429029379,0,0,0,0,0,0,0,0,0,0,0.0619343584766911,0,-0.0118842638839623,0,0,0,-0.453539454266307,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0948012744179489,0,0,0,0.0657169691287741,0.463133918594311,0,0,0,0,0,0,0,0,0,0,0,0,0.19707229740918,0,0,0,0,0,0.0382112288431432,0,0,0,0,0,0,-4.33680868994202e-19,0.0328099237744872,0,0,0,0,0,0,0,0,0,0,0.00633167911426156,0.0114934680756667,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13502551378786,0.0524105305212972,0.00793235945139744,0,0,0,0,0,0.0354440474403359,0,0.0597013314561369,0,0,0,0,0,0,0,0,0,0,0.00413583250407491,0,0,0.000842249661556584,0,0,0,0,0,0,0,0,0,0,0.00911331853680433,0,0,0,0,0,0
X000651.SZ,0,0.343677809186306,0,0,0,0.0760456321941124,0.0299400632395988,0,0,0,0,0,0,0,0.0935914522522475,0,0,0,0,0,0,0,0,0,0,0.0405361393767717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348839819223314,0,0,0,0,0,0,0
X002415.SZ,0,0.0571190999945902,0,0,0,0,0.191590211719112,0,0,0,0,0,0,0.233999328434362,0,0,0,0,0,0,0,0.0248950296537726,0,0,0,0.0690864699400735,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0646191917341917,0,0,0,0.0441354005470158,0,0.0485147189802209,0,0,0.0635055188519549,0,0,0.00904859680789289,0.00591462778945409,0,0,0,0,0,0
X600104.SH,0,0.259306902070608,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0.126439645064014,0,0,0,0,0,0.050535475555987,0,0,0,0,0,0.0389734729064342,0.0866500002645749,0,0,0,0,0.118061109240117,0,0,0,0.147423725300333,0,-0.0130773018422075,0,0,0,0,0,0,0,0,0,0,0,0.0409948764122317,-0.0139917793240577,0.0324691674085816,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0859617427371071,0.359421077189945,0.0508723683623264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100993172796496,0,0,0,0.00255192880452878,0.329508730932096,0,0,0.00518996972804832,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.165802449654751,0,0,0,0,0,0,0,0,0,0,0,-0.0874208332060481,0.253648062318095,0,0.0604886602957173,0,-0.153152743346056,0,0.0581237551027872,0.0872784400779659,0,0,0,0,0,0.0688621821596557,0,0,0,0,0.022686621673275,0,0.548479086575466,0,0.0292826111940176,0,0,0,0,0.0311345129733149,0,0,0,0,0.067010433786492,0.0341826768066525,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.107453454661481,0,0,0,0,0,0,0.0397726115943485,-8.67361737988404e-19,0.115328099302809,0,0,0,0,0,0,0,0,-0.00123031382249888,0,0.00913019001529601,0.074776753376662,0,0,0,0,0,0.0594491185867558,0.391600746027772,0,0,0,0,0,0,0,0.0586148190262899,0,0,0,0,0,0,0,0,0,0.0427977634558438,0.00076071231639716,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.139958473257057,0.132720128076329,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.113784345675615,0,0,0,0,0.0576381052878265,-0.0400157329855573,0.0280766359033442,0,0,0,0,0.0746212097254313,0,0,0,0.120564512467435,0.0668806525392998,0,0,0.0328243555366185,-0.00233393390142462,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.115326851317387,0,0,0,0,0,0,0,0,0,0.515098974927036,0.0182339315338086,0,0.0259576814528614,0,0,0,0,0.0491089114020733,0,0,0,0,0,0,0,0.0367053425164806,0.0237018907005471,0,0,0,0,0.0460477442471636,0,0,0,0,0,0,0.00943788761088657,0,0,0,0,0,0,0
X002304.SZ,0,6.93889390390723e-18,0,0,0,0,0.0380680321402333,0,0,0,0,0,0.12375227066225,0.264247216841959,0.106302422200559,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0885660227604918,0,0.0201940101484848,0,0,0,0,0,0,0.118531477924706,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274752571016247,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584179303574418,0,0,0.444296604933681,0,0.131063276758718,0,0.087541047804802,0,0.146756872939844,0,0,0,0,0,0,0,0,0.116265866497662,0,0,0,0,0.0819314325543593,0,0,0,0,0.0117369681667414,0,0,0,0,0,0,0
