,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000596.SZ,X000625.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000157.SZ,X601877.SH,X002241.SZ,X600584.SH,X000661.SZ,X600522.SH,X002180.SZ,X600702.SH,X002074.SZ,X000733.SZ,X300142.SZ,X002463.SZ,X002007.SZ,X000800.SZ,X601799.SH,X000066.SZ,X600460.SH,X002028.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.375665096892034,0.00587876672069563,0,0,0.0161734204553158,0,0,0,0.0626526300149496,0.000464156835789602,-0.026310425962826,0,0,0,0,0,0,0,0,0.0300346844260807,0,0,-0.00285664038522223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126935435158218,0,0,0,-0.0437335259429042,0,0,0,0,0,0,0,0,-0.00502330717239975,0,0,0,0,0,0,0
X000858.SZ,0.10141330641975,0,0.620920497991118,0,0,0,0,0.00506530750535969,0,0.154814512298219,0,0,0,0,0,0,0,0.014233070939646,0,0,0,0,0,0,0,0,0,0,0,-0.0052065375613917,0,0,0,0,0,0,0,0,0,0,0,0.0229231830181711,0,0,0,0,0,0.0210375471053696,0.0949500456237979,0,0,-0.000560183295811421,0,0,0,0,0,0,0
X000568.SZ,0.48328636401442,0.224283822908169,0,0,0,0,0,0,0,0,-0.012981995303322,0,0,0,0,0.0624582918913798,0.0936901633405407,0,0,0,0,0,0,0,0,0,-0.0142033046009387,0,-0.033870729495561,0,0,0,0,0,0,0,0,0,0.264486559907982,0,0,0,0,0,0,0,0,0,-0.0659723033607424,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.301614287172967,0,0.00208016790981371,0,0,0,0,-0.0155372407688367,0,0,0,0,0,0,0,0,0,0,0,0.147420255109846,0,0,0,0,0.339104947915541,-0.0257919064330405,0,0,0,0,0,0,-0.349214518309431,0.314320907411564,0,0,0,0,-0.0857631861515402,0,0,0,0,0,0,0,0,0,-0.0388894447192506,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.198501043673554,0,0,-0.0438387356118627,0,0,0,0,0,0.0189695878444126,0.152700504865879,0,0,0,0,0,0,0,0,0,0,0.0428976573192383,0,0,0,0,0,0,0,-0.0798848155198196,0.20560237077424,0,0,-0.0318677107559042,0,0,0.119027790012617,0,0,0,0,0,0,0.13559518972421,0.0364933723196352,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.080301489512978,0,0,0.098512229904198,0,0,0,-0.0652756240771565,0,-0.172401449567721,0,0,0,0,0,-0.544129088716569,0,0,0,0,-0.1760770386852,0.110396228707847,0,0,0,0,0,0.659522879322689,0.0829185182183186,0,0,-0.342135212074867,0,0.101843163015994,0,0,0,0,0,0,0.218180006029981,0,0,-0.0487379249726794,-0.003759116680738,0,0,0,0,0,0
X002475.SZ,0,0,0,0,-0.0386521189768354,0,0,0,0,0,0.11759759545989,0,0,0,0,0,0,-0.0240297560694684,0,0,0,0,0,0.10229505785295,0,0,0.16504917178306,0,0.0502779427826035,0,0,0,0,0.501310081391981,0.34252180788426,0,0,0.0206058469212315,0,0,0,0,-0.0419144486716177,0,0,0.0771874053946355,0,0,0,0,0,0,-0.0490543784224933,0,0,0,0,0,0
X600690.SH,0,0.208033339603494,0,0.0172271400794005,0,0.0103828164550242,0,0,0,0,0,0,0,0,0.158760220365264,0,0,0,0.0399339159267895,0,0.0384099746579408,0,0,0,0,0,0,0,0,0,0,0,0.0680408582277289,0,0,0,-0.0949400908644601,0,0,0,0,0,-8.67361737988404e-19,0.0432452460155183,0,0,0,0,0,0,0.100961310024168,0,-0.0215219823130525,0,0,0,0,0,0
X002304.SZ,0,0.338651969210474,0.250699887609269,0,0,0,0,0,0,0,0,0,0.040478438831413,0,0.00313906689969301,0,0,0.0613267800772372,0,0.0722579290860556,0,0,-0.030502929203536,0,0,0,0,-0.0516208315278966,0.0171427050254604,0,0,0,0,0,0,0,0,0,0.0100700261913861,0,0,0,0.00816171260367933,0,0,0,0,0,0,0,0,0.00892736620610414,0,0,0,0,0,0,0
X000651.SZ,0,0.0469286032168827,0,0,0,0,0,0.392622195518159,0,0,0,0,0,0,0,0,0,0.0383656350350535,0,0,0,0,0,-0.0185133618886896,0,0,0,0,-0.0074901779872669,-0.0767948826625098,-0.000612691439640742,0,0,0,0,0,0,0,0,0,0.0784258695393077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.00749390475690506,0,0,0,0,0,0,0,0,0,0.187870710752866,0.153195634999559,0.173132389486019,0.182952806723421,0,0,0,0,0,0,-0.23759470048054,0,0,0,0,0,0.0863885805696094,0,0,0,0,-0.0214724089403773,0.1476141130988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616289417996539,-0.144509804700473,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0956066075196347,0,0,0,0,0,0,0,0,0.343506251867101,-0.04854751049651,0,0,0,0,0.0903061875825205,0,0,0,0,0,0,0,0,0.166634084191226,0,0.120264273849717,0,0,0.0505818733287888,0.172563338086251,0,0,0.0552000445927444,0,0,0.099868184335732,0.102124644208214,0,0,-0.222087536158073,0,0,0,1.4191842303161,0,-0.040025559120485,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0707835507784308,0,0,0,0,0,0,0,0.0370628051706298,0,0,0.105897322533463,0.224881517813252,0,0,0.0409377369107987,0,-0.0834718165154262,0,0.0064163005653777,0,0,0,-0.0163901825744322,0.138657994118526,0,0,0,0,0,0,0,0,0,0,0.0990989321508349,0,0,0,0.0320721916424276,0,0,0,0,0,-0.0112142038759,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758296368972444,-0.0680934098535987,0,0.0408926331765534,0,0,0,0,0,0,0.0481739350040166,0,0,0.117104830997288,0.0293499138091239,0.0175300818673707,0,0,0.116382860634334,0,0,0,0,-0.0515671518494049,0,0,0,0,0.0342208887030534,0,0,-0.0688229377592824,0,0,0,0,0.122073806817408,0.010387401409752,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0119664927517827,0,0.0676035252719384,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.127632109269615,0,0.153660315807982,0,0,-0.0839404035829391,0,-0.115052844299356,0,0,0.355331021355042,0,0,0,4.33680868994202e-19,0,0,0,0,0.0711695191427537,0,0.0562925813433215,0,0,-0.0342186241897814,0,0,0.0716864080591169,0,0,0.100656481437977,0,0,0,0,0.208360957100695,-0.00109881287905782,-0.0400683473627549,0,0,0,0,0,0
X002371.SZ,0,0,0.283376472253095,0.142563718916073,-0.0478653282520659,0,0,0.0523489763126577,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5899497999226,0,0,0,0.192045679766813,0,0,0,0.162525059058806,0,0,0,0,0,-0.114096143240156,0,0,0,0,0,0.0392721573693579,0,0,0,-0.260756315361468,0,0.268152920908429,0,0,0,0,0.072092388423342,0,0,0,0,0,0
