,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X000977.SZ,X600741.SH,X002241.SZ,X600584.SH,X601877.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000733.SZ,X002463.SZ,X000800.SZ,X300142.SZ,X600460.SH,X601799.SH,X002007.SZ,X000066.SZ,X002028.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.352566752151481,0.0678166930854338,0,0.0557689810012425,0.0516452719802471,0.0125621197747544,0,0,0.0974433108553935,0,0,-0.0540814187021628,0,-0.126552903267086,0.00327503570517684,0,0,0,0.05686144323557,0,0,0,-0.0292314575080761,0,0,0,0,0,-0.033443540768233,0,0,0,0,0,0,0,0,0,0,0,-0.00248053942038055,0,0,0,0,0,0.0123940430338267,0.00733581826049284,0,0,0,0.0174670330486814,0,0,0,0,0,0
X000858.SZ,0.126425494988876,0,0.549808523151186,0,0,0,0,0.074520136747925,0.0220487135235497,0,0,0,0,0,0.00103974865787941,0,0,0,0,0,0,0,0,0,0,0,0.00079232157525928,0,0,-0.0109917249284597,0,0,0,0,0,0,0,0,0,0.0984116079092776,0,-2.16840434497101e-19,0,0,0,0,0,0.0643857505348952,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.398621105188216,0.288950268663232,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192584442917065,0.0658443786449582,0,0.0263682907741975,0,0,0,0,0,0,0,0,-0.0458344009994704,0,0,0,0,0,0,0,0,0,0,0,0.255278342198048,0,0.00125528291782273,0,0,0,-0.0370824075542431,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.198261879216382,0,0,0,0,0,0,0,0,0,0,0,0,0.0408395511847956,0,0.0609166644839722,0,0,-0.0440578699781875,0.170622069790054,0,0,0,0.27476014125233,0,0,0,0,0,0,0,0.00430171281771488,-0.336971966189754,0.387787955118225,0,0.0700884637273834,0,-0.114316316232356,0,0,0,0,0,0,0,0,0,0,-0.0273036895632981,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-0.065520587214549,0,0.388991738758388,0,0,0,-0.0324274619835786,0,0,0,0,0,0,0.151198202105133,0,0,0,0.12924261456269,0,0,0,0,0.154584863817576,0.0120388779652819,0,0,0,0,0,0,0.00400918708675489,-0.139414122646511,0,0.0320917558130484,0,0,0,0,0.14390504791513,0,0,0,0,-0.0312432508421229,0,0.0703405523872151,0.128843123148711,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0424506906366801,0,0,-0.300224373198996,-0.103619198636187,0,0.487975483802527,0,0.0862601612731835,0,0,-0.267796446501087,0.213272350946563,0,0,-0.302909936982196,0,0.0267300455515081,0,0,0,0,0,0.233043135792159,0.218178779662908,0,0,0,0,-0.0894772469056724,0,0,0,0,0,0,0,0.174522789895167,0,-0.0459685240421057,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.117984116415108,-0.107992224910961,0,0,0,0,0,0.0919229729943645,0,0.060716095492727,0,0,0,0,0,0,0,0,0,0,0.0622679919617262,0,0.177602419070889,0,0.0767770720303665,0,0.0433012396886286,0,0.602940315416278,-6.93889390390723e-18,0,0,0,-0.0143241607191829,0,0,0,0,0,0,0,0,0.048380689023325,0,0,0.120683872582179,0,0,0,-0.0641713966950601,0,0,0,0,0,0
X600690.SH,0,0.254240362148628,0,0,-0.0195569914586944,0.0364902054371679,0,0,0,0.0237582291853857,0,0,0,0,0,0,0.0070225534260087,0.000226107528780895,0,0,0,0,0,0,0,0,0,0,0,-0.00347560247445509,0,-0.047272993032599,-0.0157589965188624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235593953089124,0,0,0,0,0,0,0,0
X002304.SZ,0,0.169706799206126,0.319632982644253,0,0.0150637233966693,0,0,0,0,0,0,0,0,0,0.0432543755263552,0,0,0,0.0837201680614518,0,0,0,0,0,0,0,0,0.0024716745536604,0,0,0,0,0,0,0,0,0.0251074568484633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504337922119644,0.0133700848020492,0,0,0,0,0,0
X000651.SZ,0,0.019526984903019,0,-0.0228770699142446,0,0,0,0.363439787020617,0,0,0,0,0,0,0,0.0638210044664126,0,0,0,0,0.0899803518989328,0,0,-0.0406542290316427,0,0,0,-0.0281505876665945,0,-0.0378532821356943,0,-0.0399194145229056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525005756997173,0.0572184893200282,0,0,0,0,0,0
