,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X000100.SZ,X600271.SH,X002475.SZ,X002456.SZ,X600118.SH,X000338.SZ,X002292.SZ,X600177.SH,X002085.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X000559.SZ,X600372.SH,X600867.SH,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X601877.SH,X002426.SZ,X600522.SH,X600089.SH,X002508.SZ,X002465.SZ,X600566.SH,X000977.SZ,X000050.SZ,X600487.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.149818326373724,0.0359054692106253,0,0.238301698345723,0,0,0,0,0.047763041835413,0,0,0,0,0.109302414257155,0,0.10306621027794,0,0,0,0,0,0,0,0,0,0,0,0,0.0459605831771349,0,0,0,0,0,0,0,0,0,0,-0.108778736281753,0.0769275752465035,0,0,0,0,0,0,0,0,0,0.0610467569359663,-0.0305816640394618,0,0,0,0,0,0
X600104.SH,0,0,0.0718144060920079,0,0,0,0,0,0.332692845386917,0.00773323707786134,0,0.231812679375701,0,0,0.0422973571877343,0,0,0,0,0,0,-0.140071909453895,0,0,0,0.109294591083343,0,0.0369804365237501,0,0,0,0,0,0,0,0,0,0,0.0236058108843391,0,0,0,0,0,0,0,0,0,0,0,0,0.00080710163202356,-0.0933415321744276,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.225517720490028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168647300522457,0,0.211178516969189,0.0789929416237748,0.0425874768622425,0,0,0,-0.23788278983836,0,0,0,0,0,0,0.132751177981675,-0.0372476533201578,0,0,0,0.404575501425228,0,0.0135212220855849,0,0,-0.0940379008740341,0.125615712639555,0,0,-0.0215317763124414,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0992337858585972,0,0,0,0,0,0,0,0,0,0,0,0,-0.127737870138541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352473716525976,0,0,0.105991749521958,0,0.0941754052401969,0,0,0,0,-0.00520625919659734,0,0,0,0,-0.104368176108092,0.0585951387511245,0,0,0,0,0,0
X000858.SZ,0.0793667987848563,0,0,0,0,0.00558128085282827,0,0,0,0.110611382479514,0,0.0414359079580837,0,0,0,0,0.490889532666705,0,0,0,-0.0987698315707754,0,0,0,0,0,0,0,0,0.11027173224992,0,0,0,0.0317994180511232,0,0,0.117960855418525,0,0.0250173436820381,0,0,0,0,0.0571560547040563,0,0.00531256641571332,0,0,-0.0266999459984633,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0216912908669892,0,0.0340902451238446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131915969709437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971564726957376,0.0634800027494044,0,0.0348891277137689,0.0989193367985547,0,0,0,0,0,0.188736350889366,0,-0.172308679630908,-0.0612059854216242,0,0,-0.073831224211123,-0.0493849341287917,0,0,0,0,0,0
X002304.SZ,0.244982364681447,0,0,-0.0432152747579631,0,0,0,0,0,0,0,0,0,0,0,0,0.116852679996439,0,0,0,0,0,0,0,0,0,0,0.0795063837623726,0,0,0,0.0407267221308861,0,0,0,0,0,0,0,0,0,0.0569084976304131,0,0,0,0,0,0,0,0.206175438477549,0,0,0.0952947539500746,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.00910533980437729,0,0,0,0,0,0.173710546722854,0,0,0,0.144439118319928,0.145625229255847,0,0,0,0,0,0.000332292890990282,0,0,0.00106562304730065,0,0,0,0,0.0684809875337469,0,0,0,0,0,0,0,0,0,-0.0369272217125336,0,0,0,0,0,0,0.0160009725298097,0,0,-0.0845754522587992,-0.0165710842589682,0,0,0,0,0,0
X000625.SZ,0,0.0170888428506569,0,0,0,-0.0165667402003118,0,0,0,0,0,0.144848685935322,-0.129089991302488,0,0,0,3.46944695195361e-18,0,0,0,0.0614056873518373,0,0.082017613307714,0,0,0,0,0,0,0,0.00975444871084827,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.108096227034081,0.0108160623192722,0,0.142200613987862,0,0,0.00211905491023961,0,0.0477049413392532,0,0,0.01640127566326,0,0,0,0,0,0,0
X600690.SH,0,0.0977206960810222,0,-0.027915925915209,0.134846981524093,0,0,0,0.105766674531528,0,0,0,0,0.182682932030129,0.0730537254018615,0,0.146476468631021,0,0,0,0,0,0,0,0,0,0,0,0,0.102655749832951,0,0,0,0,0,0.126211627392576,0,0,-3.46944695195361e-18,0,0,0.0613087798046983,0,0,0,0,0,0,0.0428326947134364,0,0,3.08311024232949e-05,0.0300162515504415,0,0,0,0,0,0
