,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X600276.SH,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X300124.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X000725.SZ,X000625.SZ,X002049.SZ,X600031.SH,X002371.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600089.SH,X600522.SH,X000338.SZ,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X000733.SZ,X002074.SZ,X601877.SH,X000100.SZ,X600741.SH,X000157.SZ,X600487.SH,X600884.SH,X601799.SH,X600460.SH,X600702.SH,X300003.SZ,X002414.SZ,X600584.SH,X000799.SZ,X600563.SH,X600372.SH,X002236.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.293773689070816,0.247682402765682,0.0781341535809485,0,0,0.000614091348091333,0,0,0,0.022227033449803,0,0,0,0,0,0,0,0,0,0.0286611133301857,0,0,0,0,0,0,0,0,-0.103746555155365,0,-0.0552054280058704,0.0189946297732484,0,0,0,0,0,0,0,0,0,-0.0708815667782773,0,0,0,0,0,0,0,0,-0.0133675290623362,0.00521223101512875,0,0,0,0,0,0
X000858.SZ,0,0,0.21463343831078,0.100550488655823,0.0481680647100289,0.0640749331615833,0.0952280269349554,0,0,0.0624162422176333,0,0,0,0,0,0.0622202835358063,0,0,0.0717422822333822,0,0.0280605809166374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162348134895299,0,-0.0786662814444899,0,0.00627804880637755,-0.0266419429121706,0,0,0,0,0,0.0324826565678119,0,0,0,0,0,0
X600809.SH,0,0,0,0.570778373297046,0,0,0,0,0.0734902412025855,0,0,0,0,0,0,0,0,0,0,0,0.0548308522542136,0,0,0,-0.12804239422796,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0775435580206663,-0.144035629631667,0,0,0,0.0270705036146345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.184865477385849,0.391108264096523,0,0,0,0,0,0,0,0,0,0,0,0,0.0429583493868211,2.71050543121376e-20,0,0,0,0,-0.038647617930299,-0.120688458955708,0,0,0,0,0,0,0,0,-0.00168006595578699,0,0,-0.041575095030574,0,0,0,0,0,0,0.154517709351756,0,0,0,0,0,0,0.296985630258069,0,0,-0.0579229597532501,0.023342993215856,0,0,0,0,0,0
X002415.SZ,0,0.152713548307633,0,0,0,0,0,0,-0.0713614785354789,0,0,0,0,-0.114172497706394,0,0,0,0,0,0.0735283731306543,0,0,0,0,-0.031133170212676,-0.0760806164892576,0,0,0,0,0,0,0,0,0,0,0,0,0.356410866506293,0,0,0,0,0.0569496335891573,0.255169742240448,0,-0.131169780269221,0,0.0546821394231921,0.0764587538980324,0.25245207336193,0,0.00613237018040984,0,0,0,0,0,0
X600690.SH,0.129841769709548,0,0,0.359562139817756,0,0,0,0,0,0.111531875581614,0,0,0,0,0,0,0,-0.0776024359664774,0,0,0,0,0,0.0502872073039988,0,0,0,0,0,-0.0117457405431972,0,0,0,-0.00161184950685826,0.0855823701268396,0,0,0,0,0,0,0,0,-0.0120682913114572,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0420752274322696,0,0,0,0,0,0
X002304.SZ,0,0.329243422546676,0,0,0,0,0,0,0,0,0,0,0.00159808037618735,0,0,0,0,0.0922131773233639,0,0,-0.044065453566835,0,0,0,0,-0.0598428820477745,0,0,0.0835211334394463,0,0,0,0.174504606272823,0,0,0,0,3.46944695195361e-18,0,0,0,0.127412808616682,0,-0.173970238460308,0,0,0,0,0,0,0,0.0179875437872587,0.00802124179837498,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.384009457816409,-0.13273649223597,0,0,0,0,0,0,0,0,-0.0164507781950105,0,0,0,0,0.355235934439723,0.134526644932445,0.0352728655045544,0,0.0754028677267997,0,0,0,0,0,-0.0934696424204191,0,0,0,0,0,0,0,0,-0.0737565723143817,0,0,0,0,0.0970859508743062,-0.13345736958848,0,0,0,0,0,0
X002475.SZ,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0541046490302045,0,0.333335469000918,0,0,-0.0123468597845643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0194843507133179,0,0,0,0,0.206419105221704,0,0,0,0.0188126284366691,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0444110743471358,0.437088437859424,0,0.0188625427325883,0,0,-0.0372779962219798,0,0,0,0,0,0,0,0.00410458282506033,0.177137401508012,-0.024888932184927,0,0,0,0,0,0,0.0804214200445362,0,0,0,-0.0794334572565993,0,0,0,0,0,0,0,0,0,0,0.121122969859655,0,0,0.0246730738408774,0,0,0,0,0,0,0,0,0,0,0,0,0
