,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X600703.SH,X000338.SZ,X003816.SZ,X000063.SZ,X000596.SZ,X002129.SZ,X002049.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X300142.SZ,X600741.SH,X002074.SZ,X000100.SZ,X600089.SH,X600702.SH,X000799.SZ,X600460.SH,X002236.SZ,X002180.SZ,X000733.SZ,X000157.SZ,X600779.SH,X601799.SH,X002008.SZ,X002414.SZ,X600522.SH,X600584.SH,X600183.SH,X002007.SZ,X000977.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.579030310422447,0,0,0.00897303120811468,0,-0.0557926828256005,0,0,0,0,0,0,-0.0371204362228111,0,0.012310759545472,0,-0.0217440150506071,0,0,0,0.1205132673576,0,0,0,0,0,0.00506921198587706,0,0,0,0,0.023682942658317,0,0,0,0,0,0,0,0,0,0,0,-0.026117357410246,0,0,0,0,0,0,0,-0.00409799920079715,0,0,0,0,0,0
X000858.SZ,0.110600039190584,0,0,0.226024147483374,0,0,0,0,0.318926716414798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337967746002452,0,0,0,0,0,0,0.0332713182349984,0.100626507986762,0,0,0,0,-0.0323954904049006,0,0,0,0,0,-0.0806288355854307,0,0,0,0,0,0,0,0.0099949236688425,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.163322767286499,0,0.113388654203316,0.308623799014356,0,0,0,0,0,0,0,0,0,0.0742891056212376,0,0,0,0,0,0,-0.0378132346015348,0,0,0,0,0,0,-0.0731177328199376,-0.186161881007126,0,-0.013126433987751,0,0,0.106903083578823,0,0,0,0,0.0787863003284705,-0.0380241421627795,0,0,0,0,0,0,0.00696937009286616,0.00991634590661586,0,0,0,0,0,0
X600809.SH,0,0.156416411340339,0,0,0,0,0,0,0,0,-0.131060726021207,0,0,0,0,-0.119315978019858,0,0,-0.20115316067034,0,0,0,0,0,0,0,-0.316468164333953,0,-0.0304673200118732,0,0,0,0,0,0.57575544874372,0.225898584606662,0,0,0,0,0.0457302665149858,0.0359802343123456,0,0,0,0,0,0,0,0.044140671453373,0,0.00753886301175737,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0629103586326002,0,0,-0.0344960234265257,0,0,0,0,0,0,0,0.0386202333577177,0,0,0,0,0,0,0.486848906360388,0,0,0,0.161767990089037,0,0,-0.0476687450392114,0,0,0,0,0,0,0,0,-0.0631593045587977,0,0,0.0760122909566866,0,0,-0.188291803312285,-0.0711101541651476,0,0,0,0,0.0382700246602538,0,0,0.0301841628272136,-0.0705012306579418,0,0,0,0,0
X002475.SZ,0.170112772279023,0.0343126290018902,0.237137326664277,0,0,0,0.155711082681526,0,0,0,-0.0138581413866776,0,0,0,0.223444488733591,0.0145782079688178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650843363583457,0,0,0,0,0,0,0,0,0,0,-0.0182576650828718,0,0.0244989110509725,0,0,0,0,0,0,0
X600276.SH,0,0,0.0593589169857468,0,0,0.0448531974628309,0,0,0,0,-0.0197732450963057,0,0,0,0,0,-0.0421883234280005,0,0,0,0,0,0,0,0,0.00389067683537009,-0.161060977477968,0.048693198195905,0,0,0,0.186238534170366,0,0,0,0,0,0,0,0,0,0,-0.132249807768429,0,0,0,0,0.350142846686744,0,-0.122458749799105,0,-0.0022418101036076,0.00434139307503602,0,0,0,0,0,0
X600690.SH,0,0,0.115071479848047,0,0,0,0,0,0.142137720566491,0,0,0,0,0,0,0,-0.0857572677152704,0,0,0,0,0,0,-0.0556893079432901,0,0,-0.0629214730296678,-0.00689397598363652,0,0,0,0.270555840418038,0,-0.0536511997486656,0,0,0,0,0,0.0476179316294986,0,0,0,0,0,0,0,0,0,-0.0241536900320235,0,0.00120439503633127,8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0.348595452532126,0.0420619665405671,0,0,0.00565574420847389,0,0.0724170911313767,0,0,-0.0466273303841227,0,-0.1877664816182,0,0,0,0,0.0549467651059405,0,-0.0376688680075124,0,0,0,0,0.0519692589433815,0,0,0,0,0,0,0,0.0541100775900133,0,0,0,0.0105711007477621,0,0,0,0.169431344854587,0,0,0,-0.120002388861313,0,0,0,0,0,0,0,-0.0203117256777748,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0501328945797184,0,-0.0374786352297522,0,0,0,0,0,0.394773280887438,0,-2.71050543121376e-20,0,-0.0781253536788858,0,0,0,0,0,0,-0.0545769993120548,0.0234962572337948,0,0,0,-0.00510951844027089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776146114181717,0,0,0,0,0,0,0,0,0,0.0296944513729272,0,0,0,-0.0457216623618828,0,0
