,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600031.SH,X000568.SZ,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002007.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X002414.SZ,X002236.SZ,X600183.SH,X000799.SZ,X300142.SZ,X601799.SH,X000066.SZ,X002008.SZ,X000800.SZ,X300003.SZ,X002074.SZ,X000977.SZ,X002185.SZ,X000547.SZ,X600779.SH,X600089.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.434301266302789,0,-0.102575884518262,0,0,0,0,0.174462233492276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287143368553175,0,0,-0.0186620473854041,0,0,0.100020353573068,0,0,0,0.161376875045065,0.00463513690398237,0,0,0,0,0,0,0,0,0,0,0,-0.0544118949002378,0,0,-0.0091476062408346,0.0287421719536181,0,0,0,0.00641504127564779,0,0
X000858.SZ,0.0353602640449717,0,0,0,0,0,0,0.252440113276501,0.233508654818784,0,0,0,0,0.0338874915191428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277768425192654,0,0,0,0.0703587135735884,0.0991592271851007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.034386370761457,0,0,0,-0.00103063903353822,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0596150852924523,0,0,-0.0452228573738052,0,0,0,0,0.0168742930246062,0,0,0,0,-0.0375385588727569,0,-0.0508394084724597,0,0,0,-0.00451984301595864,0.216965834458697,0,0.0483893126700262,0,0,0,0,0,0,0.0130102443603683,0,0,0.0902022477547267,0,0,0,0,0,0,0,0,0,0,-0.010787266454544,0,0,0,0,-0.00232650601035887,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0792932157731398,0,0,0,0,-0.0501039910522857,0,0.0106381594076666,-0.0243249313405918,0,0,0,0,0,0,0.00469938294546016,0.0598743370083599,0.0516023849412526,0,0,0,0,0.0858431954060616,0,0,0.154686727623036,0,0.132182526633836,0,0.163610324617727,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.000663533693253272,0,0
X002475.SZ,0,0,0,0,0,0,0.164273575027279,8.67361737988404e-19,0,0,0,0,0,-0.0367031123696576,0,0,0,0,0,0,0.427372909174503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137467004887732,0,0,0.0644945392155879,0,0,0,0,0,0,0,0,0,-0.063849073288968,0,0,-0.020096036362092,0,0,0,0,0.0253285645927611,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.188266271717641,0,0,0,-0.120353572320487,-0.0055022331989016,0,0,0,0,0,-0.0646702480832587,0,0,0,-0.0326562823857584,0,0,0.225982378830291,0,0,0,0,0,0.0206969423004889,0,0,0,0.0621076749565848,0,0,0.0107028326111767,0,0,0.173847009129692,0,0.11919745345587,0,0,0,0,0,0.00673225706801723,0,0,0,0,-0.0120934511093375,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.179431848685588,0,0,0,0,0,0.0841747441741185,0,0,0,0.0173965130584576,0,0,0.0187181286167215,0,0,0.0561099129888224,0,0,0.30370443656394,0,0,0,0,0,0,0,0,0,-0.0184937953603629,0.29187463982378,0,0,0,-0.129914214706271,0,0,0,0,0,0,0,0,-0.016058146896949,0,0,0,0,0.0098989567802092,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.445372536113695,0,0.258238890419398,0,0,0,0,0,0,0,0,0,-0.00410638643479024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953045109147948,0,0,0,0,0,0,0,0,0,0,0.0868346106432639,-0.0170223617444991,0,0,0,-0.036573662543102,0,0,0,-0.00324603652286159,0,0
X600809.SH,0,0,0,0,0,0,0,0.40212814305985,0,0.21763688587428,0.0467639829024189,0.0172569803578616,0,5.42101086242752e-20,0,0,0,0,0.084859807307124,0,0,0,0.118211112880417,-0.167000679894621,-0.0340419105344741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129907514607353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00148661891301892,0,0
X600690.SH,0,0,0,0,0,0,0.0764051971410698,0,0.349496773256076,0,-0.249252945364314,0.109683618051922,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.080496140301187,0,0,0,0,0,0,0,0.059276180991846,0,0,0,0,0,0,0,0,0,0.0224606486954341,0,0,0,0,0,0.0257803719181366,0,0,0,-0.0117728766619117,0,0
