,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X002236.SZ,X000568.SZ,X002241.SZ,X002475.SZ,X600741.SH,X000625.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X002008.SZ,X601877.SH,X002085.SZ,X300136.SZ,X300003.SZ,X600809.SH,X600487.SH,X002508.SZ,X600089.SH,X600271.SH,X600177.SH,X600522.SH,X000157.SZ,X600867.SH,X600118.SH,X002294.SZ,X000050.SZ,X300115.SZ,X000981.SZ,X600699.SH,X600372.SH,X600498.SH,X000559.SZ,X600566.SH,X002074.SZ,X002180.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.165356437781767,0,0,0,0.00538925479716841,0.023548614708389,0,0,0.133040496782997,0,0,0,0,0,0,0,0,0.0356719045541572,0,0,0,0,0,0,0,0,0.0652789213605557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128284552028059,0.0252823873189114,0,0,0.0139060824133427,-0.0225494031020847,0,0,0,0,0,0
X600104.SH,0,0,0,0.1323794882173,0,0,0,0,0,0,0,0.0630224928095976,0,0,0.238935262544229,0.391438769299534,0,0,0,-0.139198980807549,4.33680868994202e-19,0,0,0,0,0.178956001332762,0,0,0,-0.0877768626799172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00238736234829521,0,0,0,0,0,0,0.0415848802017019,-0.0147666469921991,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0429921315069563,0,0.159337013512865,0.177141849948034,0,0.00187522557074016,0,0.0167137462983161,0,0,0,0,0,0,0,0,0,0,0,0.120128919142424,0.0587278504595501,0,0.030871542904738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184991857125195,0,0,0,0,0.0272261913685204,0,0,0,0,0,0,0
X000651.SZ,0,0.054993438084692,0,0,0.240451889641123,0,0,0,0,0,0.177140430009085,0.057950980409297,0,0,0,0,0,0.1345000216111,0,0,0,0,0,0,0,-0.0700477181496052,0,0,0,0,0.00349152410112916,0,-0.0678759597491326,0,0,0,0,0,0,-0.0706632903837291,0,0,0,0,0,0,0,0,-0.0206582600281198,0,0.0156630606217024,-0.00985380698928654,0.0290056083780515,0,0,0,0,0,0
X000858.SZ,0,0,0,0.01371792558185,0,0,0,0,0,0,0,0.0416769369302781,0.508579799558619,0,0,0,0,0,0,0,0,0,0,0,0,0.0222408145452012,0,0,0.0538500380268403,0,0,0,0,0,0,0,0,0,0,-0.0175618920249739,0,0,0,0,0,0,0,0,0,0,0,0.000435229972964772,0.00300307597143539,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.155932382462626,0,0.00136398016452095,0.0407112217060083,0,0,0,0,0,0,0,0,-0.0905641602691713,0,-0.00238647376436319,-0.0596659847683423,0,0,0,0,0,0.107065804725981,0,0,0,0,0,0,0,0,0,0.0487365522997165,0,0,0,0.124508664287116,0,0,0.0461973400655141,0,0,0,0.018651074970109,-0.0158287086315222,0,0,0,0,0,0
X000725.SZ,0,0,0.115152435451008,0,0,0,0,0,0,0,0.0229536451066057,0,0,0,0.0119423225810828,0,0,0,0.150898492784386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181780838182353,0.272002456457712,0,0,0,0,0,0.000528911984209784,-0.00491810874212878,-0.143663648854251,0,0,0,0,0
X002304.SZ,0,0,0,0,0.382850281612327,0,0,0,0,0.0341808986401606,0,0,0.173008555899268,0,0,0.0317991437887598,0,0.124932405126755,6.93889390390723e-18,-0.220396186687174,0,0,-0.0515069838926231,0,0,0,-0.039064939009462,0,0,0,0,0,0,0,0,0,-0.0543087434445333,0,0,0.00387674621587244,0,0,0,0,0,0,0,0,-0.0589555749322821,0.10381458700538,0,-0.00137658032498615,0,0,0,0,0,0,0
X000063.SZ,0,0,0.100213475862111,0,0,0,0,0,0,0.0372799959606561,0.217472804632209,0.215150802356113,0,0,0,0.204416122842082,0,0,0,0,0,0.16315270773251,0,0,0,0.0271193070223949,0,0,0.0401798605488424,0.198240381298569,0,0,0,0,0,0,0,0,0.0688173932335004,0,0,0,0,0.0230510072246322,0,0,0,0,0,0,0.145991468351868,-0.0189478918346424,0.0329229229911521,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.149215140376667,0,0.211933414032348,0,0.262119726890196,0,0,0,0,0,0.273392964482603,0,0,0,0.109582599121565,0,-0.358132663830417,0,0,0,0,0,0,0,0,0,0,0.0832116508297764,-0.112295446473233,0,0,0,0,0,0,0,-0.00302784889956129,0,0,-0.490351300393981,0.00563687878941077,0,0,0,0,0,0,0
X600690.SH,0,0,0.00975022959642858,0.160209813257382,0,0,0.184334934104363,0,0.0189199448073111,0,0,0.0685937098938636,0.170615996982953,0,0,0.28124000562207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199225100005199,0,0,0,0,0.0142236838230086,-0.0107580853458062,0,0,0,0,0,0
X002236.SZ,0,0,0.248512527519247,0,0,0,0,0,0.106309452232333,0.115281052950031,0.135132794779839,0,0,0,0,0,0,0,0,0,0,0,0,0.0566434411258304,0,0,0,0,0,0,0.0301843374576783,0,0,0,0,0,0,0,0.0785407198101951,0,0.152182172903768,0,0,-0.114689911571143,0,0,0,-0.182262798901217,0,0.360934008383161,0,-0.0098827013662944,-0.0130321290986568,0,0,0,0,0,0
X000568.SZ,0.20779855612853,0,0,0,0.254699847991058,0,0,0,-0.0111047688113069,0,0,0,0,0,0,0,0,0.0426209783352249,0,0,0,0,0,-0.0257762242452965,0,0,0.200985305675109,0,0.135707367895294,0,0,0,0,0,0,0,0,0,0,0,0.0533820922613919,0,0,0.0751253563831709,0,0,0,0,0,0,0,-0.00370751338466623,-0.0309197552654944,-0.0369340668418508,0,0,0,0,0
X002241.SZ,0,0,0.281863259072264,0,0,0,0,0,0,0.102377324191767,0,0,0,0,0.00192051130971333,0,0,0,0.0655396255135557,0.419801043195728,0,0.30794655516171,0,0,0,0.0682622496008412,0.0583371381728997,0,-0.089552312434199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169466260327532,0,0,0,0,0,0.0121623175225577,-0.0219580239735211,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.223153794036501,0,0.00890872167138666,0,0,0,0,0,-0.0800435270971,0,0,0,0,0,0.0813396089177882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156578356572511,0.228276781823954,0,0,0.040689939524054,-0.0614992193879685,0,0,0,0,0,0,0.00241309426779,-0.0480072027516419,0,0,0,0,0,0
X600741.SH,0,0.580430146837328,0,0,0,0,0,0,0,0.139508891691918,0,0,0,0,0,0,0,-0.0512096351285183,0,0,0,0,-0.191419994041378,0.0122898857443436,-0.117386619154576,-0.0218758145663066,0.0609679250654175,0,0.0433237149505752,-0.00713182880647568,0,0,0,0,0,0,0,0,0,0,-0.00230647209712507,0,0.130977499722116,0,0,0,0,0.0515250003240014,0,0,0,0.00635804103891129,0.0145957564398743,0,0,0,0,0,0
X000625.SZ,0,0,0.00922359732088003,0.107354493665275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12725429537135,0.0622943458140816,0,0,0,0,0,0,0,0,0,-0.0242908515985315,0,0.0281366435665315,0,0,0.14834083987669,0,0,0,0,0,0.100533497163379,0.0706925877872032,0,0,0.0817704782065658,0,0,0,0,0,0,0,0.000468790045712409,0.0126489710536022,0,0,0,0,0,0
X600031.SH,0,0,0,0.0374969997956353,0,0,0,0,0,0,0,0.0622153822694093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281099436500711,0,0,0,0,0,0.965308475939156,0,0,0,0,-0.204504113435125,0,0,0,0.0214355016979688,0,0.315626231363705,0.275264595723126,-0.020861371309632,0,0,-0.0102313080538726,0.0208492089109885,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.221515361573559,0,0,0,0,0.0289899830947978,-0.0161149179223634,0,0.01844289973433,0,0,0,0,0,0.154728094028864,0,0,0,0,0,0.0311708862124655,0.175537675839362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37923022767522,0,0,0,0.218807078521443,0.124575801317938,0.135316813809564,0,0,0,0.0242393101090022,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0.168692198288194,0,0.163316818199483,0,0,0,0,0,0,0,0,0,0.0905823741609182,0,0,0.0237844458461752,0,-0.0582153945635634,0.19370838132732,0,0,0,0,0,0,0.0769023889516075,0,0,0.049917358052546,0,0,0,-0.0072839106132453,0,0,0,0,0,0,0,-0.00716867675351056,0.0292579328695217,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,-0.175269804265891,0,0.152919982752135,0,0,0,0,0,0,0,0,0,0,0.189555073778692,0,0,0,0,0,0,0.0601167400077381,-0.0216363016349224,-0.190857115595435,0.0316470779619997,0,0,0,0,-0.0864797258489221,0,0,0,-0.0101410836159659,0.171435897632139,0,0,0,0,0.0625603343893605,0,-0.0737909532556455,0,-0.0989820740809595,0.00358634976530125,-0.00440150086770396,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.064097294260004,0,0.239362750943265,0,0,0,0,0,0,0,0,0,0.320085894881622,0,0,0,-1.73472347597681e-18,0.080947363913231,0,0,0,0.0630654512780937,0,0,0,0,0,0,0,0,0,0,0.0500150620969107,0,0,0,0,0.0133994135168758,0,0,-0.00989947820459763,-0.0111642707840167,0,0,0,0,0,0
X000100.SZ,0,-0.0805544672521621,0,0,0,0,0,0,0,-0.0139705750700691,0,0,0,0,0,0,0,0,0.0293279587905368,0.0122522412891613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142293432740237,0,0,0,0,0,0.0746913738650346,0,0.0367995449033171,0,-0.0235683056313231,0,0,-0.00952416953705397,0,0,0,0,-0.0143773902240551,0.00884479905215547,0,0,0,0,0,0
X002008.SZ,0,0,0.035297141423094,0,0,0,0,0,0.127117881241192,0,0.0118945922305237,0.0422101646815368,0,0.247077426115022,0,0,0,0,0,0.0749058618667826,0,0,0,0,0,-0.100639288447567,0.0545856120212667,0,0,0,0,0,0,0,0,0,0,0,0,0.13152388487103,0,0,0,-0.0421605587853296,0,0,0,0,0,0,0.00954480188752602,-0.00703444813619275,-0.00326797612956851,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0.0845800701823857,0.165834635303908,0,0,0,0.0191145920301771,-1.0842021724855e-19,0,0,0,0.0238224854328194,0,0,0,0,0,0,0,0,0,0.110622873194018,0,0,0,0,0,0,0,0,0,0.0369825255921098,0,0.0410538330958527,0.0674515172391477,0,0.229808830746324,0,0,-0.0193262117314745,0,0,0,0,0,-1.0842021724855e-19,0.0185633756594581,0,0,0,0,0,0
X002085.SZ,0,0,0.334988529680366,0,0,0,0,0,0.10487183060955,0,0.165665245904848,0,0.00858944391233421,0.169890489059867,0,0,0,0.000835417396560059,0,0,-0.0433448929820357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171218208213006,0,-0.0169013357801944,0.0447592593096802,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0.17531659277776,0,0.0266122789813447,0,0.415420166668245,0.261894747795409,0,0,0,0,0,0,0,0.00362362578920422,0,0,0,0,0,0,0,-0.0910960735124746,0,0,0,0,0,0,0,0,0.0651262234003527,0,0,0,0,0,0.160125481370151,0.0532068803419912,0,0,0,0.00278816430749548,0.0727427814176043,0,0,0,0,0,0
X300003.SZ,0,0,0.191644049939795,0,0.0391622581273336,0,0,0,0,0,0,0,0.12174367819709,0.230588364598176,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-1.73472347597681e-18,0,0,0,-1.73472347597681e-18,0,0.048949508364075,0.130421856404652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109792137712045,0.0307610130077077,0.0289934036604983,0,-0.00766948653163828,2.71050543121376e-20,0,0,0,0,0,0
