,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X000100.SZ,X600703.SH,X002241.SZ,X600066.SH,X600741.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X000559.SZ,X002475.SZ,X002049.SZ,X600372.SH,X000157.SZ,X000338.SZ,X000568.SZ,X002465.SZ,X300124.SZ,X600089.SH,X300003.SZ,X002294.SZ,X002074.SZ,X600867.SH,X600177.SH,X601877.SH,X002007.SZ,X002085.SZ,X002456.SZ,X002180.SZ,X600498.SH,X000550.SZ,X000050.SZ,X000869.SZ,X600582.SH,X300001.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.144571130819021,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.515401097969887,0.00122596454323373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249410272786824,0,0,-0.0315084936702564,0.0379444795176091,0,-0.0198746944168205,0,0,-0.00235516997495048,0,0,0,0,0,0.0370581620518361,-0.00345119649342004,0,0,0,0,0,0
X600104.SH,0,0,0.15437177250721,0,0,0,0,0,0,0,0,0,0.116974922288812,0,0,0,0.230624697654575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000554159280887242,6.93889390390723e-18,0,0.0949380619661896,0,0,0,0,0,0.0489222525337891,0,0.0258352289638836,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0680266282009289,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.415745641132019,0,0,0,0.238727576802178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516856387937168,0.108319109241141,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.00202528201584012,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0905205604892632,0,0,-0.0347286283028635,0,0,0,0,0,0,0.0799890729738159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151886816588756,0.417455087306533,0.0390308814527979,0.147047255572121,0,0,0,-0.000691544440149662,0,0,0,0,0,0,0,0,0.0326445073956212,1.0842021724855e-19,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460202541048304,0,0,0,0,0,0,0,0,0,0,0,0,0.352474730893569,0,0,0,0,0,0,0.239314053702541,0,0.0127022180102644,0,0,0,0.0501144273610808,0,0,0,0.110174670970246,0.0163659555536305,0,0,0,0,-0.00943342884620611,0,0,0,0,0,0
X600276.SH,0,0,0,0.0433119163046388,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.095053670930639,0,0,0,0,0,0,0,0,0,0,0,0.0483950362712296,0,0,0.0253335675329077,0,0.0166770569026169,0.040002865276193,0,0.0128406255454652,0,0,0,0.0571090011027089,0.0111020381668962,0,0,0,0.00776709156884238,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0172923519740485,0,0,0,0,0.142262800266965,0,0,0.0728216913985662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276624976495507,0,0.00350798699549846,0,0,0.140159823422812,0,0.000776711356917585,0.261652583804088,0,0.0185362810385379,0.0161584143513935,0,0.01113875109627,-0.00893161272201111,0,0,0,0,0,0
X000725.SZ,0,0,0.222186250584424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144924097006916,0.0188062832233679,0,0,0,0,0,0,0,0,0.0316015708936121,0,0,0.018429209371492,0,0.119182661674163,0.029083396039245,0,0,0.121886429106975,0,0,0,0,0,0,0,0.0866626377892383,0,0,-0.00465275213953546,0,0,0,0,0,0
X000625.SZ,0,0,0,0.160265322268037,0,0,0,0,0,0,0,0,0,0,0.0568296524633577,0,0,0,0,0,0,0.194388645868763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979442853927234,0,0.114451590120468,0,-3.46944695195361e-18,0.013600110740224,0,0.110222765645439,0,0,0,0.0562559177354287,0,0,0,-0.0222813346464654,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0248553963984079,0,0,0,0,0,0,0,0,0,0.427316240757577,0,0,0,0,0,0,0,0,0,0,0,0.0392860438928907,0,0.0461032609905764,0,0,0.0164366475245397,0,0.036117378084769,0,0,0.0657161431621298,0,0.124030115469743,0,0,0,0,0,0,0,0,0,0,0
