,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000625.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300003.SZ,X600809.SH,X002085.SZ,X300136.SZ,X600487.SH,X002008.SZ,X002508.SZ,X600271.SH,X600089.SH,X000157.SZ,X600177.SH,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X300115.SZ,X600699.SH,X000559.SZ,X600372.SH,X000981.SZ,X600566.SH,X600498.SH,X002074.SZ,X002179.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0551786883909933,0.0252988564879248,0,0,0.0489262529950602,0,0,-3.46944695195361e-18,0,0.266150735424296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112462003683247,0.00812278321796705,0,0,0,0.0532964896525728,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.118483356410666,0,0,0,0.00726539737733103,-0.00667931630631995,0,0,0,0,0,0
X600104.SH,0,0,0,0.0183428522944841,0,0,0,0.0772550821910346,0,0,0,0,0.116425523120009,0.444252426060934,0,-0.0491341094349754,0,1.73472347597681e-18,0,0,0.197977465579603,0,0,0,0.102060389320544,0,0.175038503588767,-0.111532124207864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.303903488772119,0,0,0,0,0.00724345918682668,-0.00284063197178943,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0606527460973444,0,0,0,0,0,0.10670126355172,0,0.187802670092515,0.212306493747311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14662231143533,0,0,0,0,0,0.0295911785197813,0,0,0,0.070776052048231,0,0,0,0,0,0,0,0,0,0,0.00457729137353462,0.0171603902570027,0,0,0,0,0,0
X000651.SZ,0,0.0669151018029379,0,0,0.0882969595568969,0,0,0,0,0,0.176793733976372,0,0.00165534183222433,0,0,0,0,0.137230593223088,0,0,0,0,0,0,0,0,0,0,0,0,0.110397496862038,0,-0.0612140504391888,0,0,0,0,0,0,0,0.027529552264758,0,0,0,0,0.0863005185180085,0,0,0,0,0.123390752950523,-0.00975384304032927,0.0195084869550817,0,0,0,0,0,0
X000858.SZ,0.174171968446119,0,0,0.231069827023595,0,0,0,0,0,0,0,0.285410009783575,0,0,0,0,0,0,0,0,0.0664854497057187,0,0,0,0,0.150795368170192,0,0,0,-0.0307245633595083,0.012677149229165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00962691143133382,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.373520318353212,0,0,0,-0.0553678162044314,0,0,0,-0.0156809876930447,0.0207260424947353,0,-0.076343713159592,0,0,0,0,0,0,0,-0.105088674571597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1356377018593,-0.0538868289216389,0,-0.108390689367917,0.0201718493135589,-0.0108182751161547,0,0,0,0,0,0
X000725.SZ,0,0,0.0933570362901233,0,0,0,0,0,0.049746120821315,0,0,0,0,0,0,0,0,0,0.328245997249866,0,0,0,0,0,0,0.106156139715218,0.285920663719176,0,0.0410403410548748,0,0,0,0,0,0,0,0,0,0,0.133087010066013,-0.0458046790890693,0,0.0133891522885144,0,0,0,0.0508965475693358,0,0.155239706426999,0,0,0.00609143888453603,-0.00696927372449528,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.295778048400356,0,0,0,0,0,0,0.357155233581986,0,0,0,0,0,0.0356400281727884,0.0149019665276589,-0.15868794261373,0,0,0,0,0,0.104591783542498,0,-0.0313931387479876,0,0,0,0,0,0,0,0,0,0,-0.0108420978039488,0.00494891451498466,0,0,0,0,0,0,0,0,0,0,0,-0.0106167029481829,0.0157996707348294,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.344774658273768,0,0,0.141756670147032,0,0,0.128579879112004,0,0,0,0,0,0,0,0,0,0,0.0103782488156934,0,0.0509448967975517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126534222432489,0.135015067688598,0,0,0,0,0,0,0,-0.0406485478341852,0.0513751463293534,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.215648164638277,0.165903561281166,0,0,0,0.0564697375676447,0.104814254470049,0,0.253365259605096,0,0.257492255456745,-0.103408162614066,0,0,0,0.316575168691735,0,-0.156875262029328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113769919535031,0.00383233296636772,0,0,0,0,0,0
