,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X600271.SH,X000100.SZ,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X002236.SZ,X002475.SZ,X600372.SH,X002292.SZ,X600741.SH,X600089.SH,X000338.SZ,X002241.SZ,X300124.SZ,X000568.SZ,X600839.SH,X002465.SZ,X600177.SH,X002294.SZ,X000977.SZ,X002074.SZ,X000869.SZ,X600867.SH,X000800.SZ,X300003.SZ,X600582.SH,X002129.SZ,X600525.SH,X002085.SZ,X600498.SH,X000581.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.166829101134584,0,0,0,0,0.0862902378887952,0,0,0,0,0,0,0,0,0,0,0.266912595549807,0,0,0,0,0.0805172255723193,0,0.150662319075697,0,0,0,0,0,0,0,0,0,-0.01320818142066,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0187996305726813,0,0.0649486079605291,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.00636370547183939,0,0.163570069941006,0,0.0982439159429983,0,0,0,-0.0122995108009536,0,0,-0.0420926781594654,0.453992152779706,0,0,0.108001487462762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997655660316489,0,0,0,0,-0.0696815878707269,0.00607972064259167,0,0.186167090412688,0,-0.13911933588072,0,0.0527895997806036,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0121124640177475,0,0,0,0,0,0,0,0,0,0,0.00991799721911313,0,0,0.295003906000939,0,0,0,0.0140564559642334,0.0551232130280096,0,0,0,0.211136818211632,0,0,0,-0.00611817052921635,0,0,0,-0.199298647953666,0,0.0876518107474382,0,0,-0.0196110312978984,-0.0235784193101847,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.169007644298434,0,0,0.139716868729067,0,0,0.200226676695564,0.0683027471636946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432419884412244,0,0,0,0,0,0,0,0,0.0364960330036057,0,0.131857045267159,0,0,-0.0261800926463291,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0218348089617247,0.173838791336279,0.194236701924703,0,0,0,0,0,-0.0443844886288438,0,0,0,0,0,-0.115356358973538,0,0,0,0.1894106231132,0,0,0,0,0.0430909582158305,0,0,0,0,0,-0.0907285674356298,0.0269243397783566,0,0.0573325529265555,0,0,0,0,0,0,0,0,0,-0.0602727531785707,-0.0594616856405156,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237369094963815,0,0,0,0,0,0,0,0,0,-0.0212719818719401,0,0,0,0.267985484953221,0.0659071911931811,0,0,0,0,0.00529178608983563,0,0,0.0709525591300783,0,0,0,0,0.0975206063842037,0,0,0,0,-0.0373690017589731,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0161533331793807,0.114798555008148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37627074154672,0.215033905514642,0,-0.199955541991833,0,0,0,0,0,0,0,-0.00491194798060021,0,0,0,0,0,-0.0162137876983159,0.00431596117384523,0,0,0,0.177533053739184,0,0.0272639660519204,0,0,0,0,0,0,0
X002304.SZ,0,0.237058305112869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.153072712962883,0,0,0,0,0,-0.0268271010468731,0.0104023440666891,0.275903148449118,0,0,0,0,0,0,0,0,0,0,0,-0.0114115494181123,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0127645566924594,0,0.213014919339957,0.0227242986728376,0.0597905013552436,0,0,0,0,0.153559337622575,0,0.387864607534426,0,0,0,0,-2.16840434497101e-19,0.108564168922232,0,0,0,0.00202205082885395,0,0.00110224340581256,0,0,0,0,0,0.0307559416635466,0,0,0,0,0,-0.0241816350091556,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0072395314929409,0,0,0.0613896117509863,0.0419058030292833,0,0,0,0,0,0,0.00684436015784473,0,0.269843463621233,0,0.298331223072098,0,0,0,0,0,0,0,0,0,0,0,0.0397262663338957,0,0,0,0,0,0,0,0,0,0.00444200468761537,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0143944127525327,0,0.147799104733577,0,0.0256490649829665,0,0,0,0,0,0,0.131184070926291,0,-4.33680868994202e-19,0,0,0.19879770823712,0,0.0328779543113202,0,0.0902746753346612,0,0,0,0,0,0,0,0,0,0.031527812167864,0,0,0,0,0,0,0.054634404254437,0,0,-0.014181802447766,0.0328521938504048,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898845728634158,0.153821201086271,0,0.383119896022975,0.0187608536337126,0,0.0877612348337558,0,0,0,0,0,0,0,0,0,0,0,0.0272787374823197,0,0,0,0.0577362141317219,0,0,0,0,0,0.0357311875132098,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.293307277762564,0,0,0,0,0,0,0,0.116434979524338,0,0,0,0.045407485077009,0.0399158317465333,0,0,0.120620932038149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.120453494729014,0,0.066341865016485,0,0,0,0.0016728900062643,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.215938483835854,0,0,0,0,0,0,0.0308583635760877,0.0157030456097021,0,0,0,-4.33680868994202e-19,0.202091860317957,0,0,0.207899744404608,0,0,0,0,0.0542536938028959,0.0331594793725299,0,0,0.114063087122666,0,0,0,0,0,0,0.129267826287747,0,0.0473844819687592,0,0,0,0,0,3.3881317890172e-21,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698982131346259,0,0.239540497553218,0.0707396992793926,0,0,0,0,0,0,0.20591638486944,0,0.0652697770184291,0,0,0,0.138112046381109,0,0,0,0,0,0.0861135054977105,0,0,0,0,0,0,0,0.155191244088178,0,-0.00378905897946514,0,-0.0400477457275297,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187202739315953,0,0,0,0,0.0355952552159434,0,0,0,0.0149204683064487,0,0.0104738209860495,0,0,0,0,0,0.0277932121827715,0.0139038044383622,0,0,0.00288959775578884,0,0,0,0,0,0.00265648994555912,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0.153407846928273,0,0.0561769748514674,0,-8.67361737988404e-19,0,0,0,0,0,0.438152106111706,0,0,0,0,0,0,0,0.144888155844716,0.189560327055201,0,0,0.0449415495244879,0,0,0,0,0,0.31274909697515,0,0,0,0,0,0,0,0,0.0167989561742161,0,0,0,0,0,0
X600066.SH,0,0.241640257215776,0,-0.090912788167151,0,0,0.294358298744825,0.0400065624960283,0,0.102198968001068,0,0,0,0,0,0,0,0,0,0,0,0,0.118372720751755,0.204868241248717,0.024455469964285,0,0,-0.101469328147287,0,0.117248945093646,0,0,0,0,0,0,0,0,0,0,-0.0491796676275234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.0421346793790215,0.189886765775022,0,0,0,0.0194327579679882,0,0.192502276151486,-0.0328375696847693,0,0.0765664561334258,0,0,0,0,0,0.111175113653458,0,0,0,0,0,0,0,0,0.0804992721915502,0,0.138898259669682,0,0,0.0579719259808976,0,0,0.199863134930641,0,0,0.0198768776770126,0,0,0,0,0,0,0,0.0180956803347752,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0911389195517157,0,0,0.107116843533262,0,0,0,0,0,0.153621132937473,0.0114094815158243,0,0,0,0,0,0,0.20292731509022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103208218222091,0,0,0,0,0.0933036879190407,0,0.00484167860696413,0,-0.0274423899039431,0,0,-0.110891612523062,0,0,0,0
