,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X002180.SZ,X002463.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0215757329675801,0.216758943720694,0,0.106550433059227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458566259359962,0,0,0.179843360266742,0,0,0,-0.108297889369001,0,0,0,0,-0.0185508771514254,0,0,0,0.0554726451559651,0,0.0779032023772653,0,0,0,0,0.0180561463666958,0,0,0,0,0,0,-0.0124227521266799,0.00900407553428445,0,0,0,0,0,0
X000858.SZ,0,0,0.457826510981629,0,0,0,0,0,0,0,0,0,0,-0.00703337721334236,0,0.0377953635040189,0,0.0220299439091959,0.0749468796198297,0,0,0,0,0,0,0,-0.0294569409941074,0,-0.0705118350126834,0,0,0,0,0,0,0,0,0.101934789105329,0,-0.15979446525113,0,0,0,0,0.171413526635512,0,0.0843399111002647,0,0,0,-0.0841302736877115,-0.0271730301502353,-1.0842021724855e-19,0,0,0,0,0,0
X000568.SZ,0.119965393711227,0.205549513958688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420550307920486,0,0.118253791481206,-0.018788999231704,0,0,0,0.057854033916862,0,0,0,0,0,-0.042152671899862,0,0,0,0,0,0,0,0,0.185758517162328,0,0,0,0,0,-0.179632492781181,0,0.0102078915287813,0,0,0,0,0,0.0236379953435303,0.0249071781313125,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.359124858174332,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.132535008513806,0.0288708030708138,0,0,0,0.392609409908612,0,0,0,0.0527557429561146,0,0,0,-0.290648961041166,0,0,-0.0916438876107281,0,0,0,0,0.159836487605334,-0.12463484194821,0,0.0257981566383017,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0496258806467543,0,0,0,0,0,0,0,0,0,-0.183198312491979,0,0,0,0,0.0913816502518782,0,0,0.161044903093143,0,0,0,0,0,0.0879949393493939,0.0300643625564803,0,0,0,0,0.00126639509202232,0,0,0,0.357810689570406,0.0283460407618654,-0.0851945701144807,0,0,0,0,0,0,0,0,0,0,0,0,0.0332170471330163,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.116457762966934,-0.188430830581318,0,0,0,0,0,-0.194749682896731,0,0,0,-0.314477058188748,0,0,0.0153363254635044,0.567300008770431,0.209549975912455,0,0,0,0,0,0.0899053491668594,0,0,0,0.0518648850988446,0,0,0,0,0.0978134615509028,0,0,0,-0.0432453974247851,0,0,0,0,0,0
X600690.SH,0,0.0474119616876587,0,0,0,0,0,0.00904943290470902,0,0.0298457845295348,0,0,0,0,0,0,0.118897492964178,4.33680868994202e-19,0,0,0.0478339756560851,0,0,0,0.0250818849180961,1.0842021724855e-19,0,0,0,0,0,0,0,0.00969232195749993,0,0,0,0.0718469458729141,0,0,0,0,0.0645968863900539,0,0,0,0,0.0223717110371455,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,8.67361737988404e-19,0.148632460469549,0,0,0,0.175159908273618,0,0,0,0,0.245300821862977,0,0,0,0,0,0,0,0,-0.0421196929170444,0,0,0,0,0,0.143521785918026,0,0,0,0,0,0,0,0,0,0.26639928983935,0,0,0,0,0,0,0.00388328127068344,0,0,0,0,0,-0.10523456967056,0.234965971343361,0,0,0,0,0,0
X002304.SZ,0,0.495144832661404,0,0,0.0773358390719956,0,0,-0.0299858392294492,0,0,0,0,0,0,0,0.0385252913495498,0,0,0.0472106570568752,0,0,0.0025770648956442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059927708471252,0,0,0,0,0,0,0.000806887524536236,0,0,0,0,0,0,0.0064485648532596,0,-0.147440560243568,0,0,0,0,0
X000651.SZ,0,0.0943618899380374,0,0,0,0,0.294996468865545,0.0952558153144488,0,0,0.0116695626363874,0,0,0,0,0,0,0,0.0999941145114037,0,0.0134889848240346,0,0,0,0,0,0,0,-0.0797528192679005,0,0,0,0,0,0,0,0,0,0.121964676736145,0,0,0,0,0,0.0387980416273549,-0.0364741522396877,0,0,0,0,0,0,0.00568469523510252,0.00489615480952342,0,0,0,0,0
