,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X300014.SZ,X000725.SZ,X002129.SZ,X003816.SZ,X002371.SZ,X600031.SH,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X601877.SH,X300142.SZ,X600460.SH,X002180.SZ,X600741.SH,X000733.SZ,X000661.SZ,X000100.SZ,X600522.SH,X002074.SZ,X600884.SH,X000157.SZ,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X600563.SH,X002414.SZ,X000800.SZ,X601799.SH,X600372.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.234774041414079,0,0,0.0672176011595863,0.183604587650724,8.67361737988404e-19,0,0,0,0,0.0909468735402978,0,0,0,0,0,0,0,0,0,0.12980757977271,0.01831133104571,0,0,0,0,0,-0.00514592611971363,-0.0441806371807043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186133189239731,0,0,0,0,-0.0379496958415719,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.327044880326236,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0257010325472708,0.0587618731409907,0,0,0,0,0,0,0,0,0,0,0,0,0.213733022373902,0,0,0,0,0.0912042362694255,0,0,0,0,0,0,0,0,0,0,0,-0.0112010995506639,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.170467081642652,0,0,0,0,1.38777878078145e-17,0,0,0.149241677933255,0.0248433726388787,0,0,0.027992469037826,0.087862856700788,0,0,0,0,0,-0.354886892907205,0,0,0,0.118060937464241,0,0,0,0,0,0,0,0,0,0,0.194843615197185,0,0.0569226097480473,0.328317762500208,0,0,0,0,0,0,-0.091355909988254,0,0,0.0476982687292455,-0.0859203799520659,0.114913843507788,0,0,0,0,0,0
X600809.SH,0,0,0.07128542907106,0,0.379370524880338,0,0,0,0,0,0,0,0,0,0,0,0.0688081303821626,0,0,0,0,0.0532276320601205,0,0,0.145330090293755,0,0,0,0,0,0,0,0,0,0,0,0.157787477364326,0,0,0.144190878557502,0,0,0,0,-0.0337273821138185,0,0,0.0207143651697922,0,0,0,0.0187175308262216,0.0123985594536528,0,0,0,0,0,0
X000568.SZ,0,0.511540928608868,-0.0571950643117385,0.245627914585955,0,0,0.246526888143627,0,0,0,0,0,0,0,0,0,0.10381399311141,0,0,0,0.0628258540516488,0.0282175428013916,0,0,-0.0481894244939271,0,0,0,0,0,0,0,0,-0.0674471666013101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969695667760462,0,0,0,0.0435269832327186,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.200167192629346,0,0,0,0.125658936484151,0,0,0.0448464543910088,0,0,0,0,0,0.0114477983797165,0,0,0.0781833346651798,0,-0.0184644224361808,0,0,0,0,0,0,0,0.0729852708543758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099442001524954,0,0,0,0,0.213739026438379,-0.00981983680216903,0.0183483620485395,0,0,0,0,0,0
X002304.SZ,0,0,0,0.119109038783172,0.130102612975266,0,0,0,0,0,0,0.0685617653722567,0,0,0,0.337292108036974,-0.0577952766529613,0,0,0,0.0593457265700022,0.0502288822029934,0,0,0,0,0,0,-0.00586740618563222,0,0,0.0135273268655814,0,0.0367396835210438,0,0,0,0,0,0.224886311276105,0,0,0,0,0,0,0,0,0,0.137459527780855,0,0,-0.0300416351551534,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.00652334382986771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491588284517148,-0.286995287789761,0,0.132080468894575,0,0,0,0,0,0,0,0,0.0399904172688548,0,0,0,0,0.196976809520217,0,0.120839969853422,-0.0833747988410902,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171576562609391,0,0,0,0,0,0
X000651.SZ,0.0234743377450504,0,0,0,0,0,0.180658334932632,0,0,0,0,0,0,0,0,0.124852371399343,0,0.096872929353035,0,0,0.00019239192616641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661600032075836,0,0,0,0,0,0,0,0.0109418556856818,0,0,0,0.13034215661516,0,0,0.0797574683461824,0.0308060657997919,0,-0.0189447161310598,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123142952088418,0,0,0,0,0,0,0.210095762796068,0,0,0,0,0,0.00424282055815977,0,0.00869272714015957,0.0829978451549264,0,0,0,0.0433078852480227,0,0,0,0,0,0,0,0,0.0237974409528179,0,0,0,0,0.0122007709576292,0.0823582041750249,-0.012043088607297,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.130104921574027,0,0.103523346856759,0,0.222584986534634,0,0,0,-0.0657130073843145,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.109581776906025,0.130995588151291,0.0215400737392659,0,0,0,0,0,0,0,-0.0734470626363428,0,0,-0.02348598273341,0,0,0,0.243518007260815,0,0,0,0,0,0,0,0,0.249848388210923,0.151970155028396,0,0,0.00739930126067929,0,0.128152436609911,0,0,0,0
X300124.SZ,0,0,0.0197136092877404,0,0,0,0.165447086850897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938541151577789,0,0,0.10967072736254,0,0,0.00466650149382907,-0.0209590715922915,0,0.1431223462421,0,0,0,0,0.211379853573731,0,0,0,0,0,0.060087718849384,0,0,0,0,0,-0.0242087436490885,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0335466082034621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150772117694594,0,0,0,0.0495823346552438,0,0,0,0.0302862659819125,0,0,0.17406720076992,0,0.186414723318281,0,0,0,0,0,0.0670429850782846,0.36308533358527,0,0,0,0,0.0507490722532618,0,0,0,0.0826816058451285,0,0,0,0,0,0.0535796355056264,-0.125046983116545,0,0,0,0,0,0
