,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X002475.SZ,X000568.SZ,X000338.SZ,X600031.SH,X600741.SH,X601877.SH,X000596.SZ,X600703.SH,X600271.SH,X000661.SZ,X600809.SH,X000100.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X600487.SH,X300142.SZ,X002007.SZ,X000157.SZ,X002456.SZ,X600498.SH,X600776.SH,X002506.SZ,X600066.SH,X000977.SZ,X600522.SH,X002241.SZ,X600867.SH,X600177.SH,X000050.SZ,X002179.SZ,X600566.SH,X600089.SH,X002180.SZ,X002129.SZ,X300146.SZ,X600372.SH,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.190117061850811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109560824173268,0,0,0,0.11820328937494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386435710858407,0,0,-0.00968641545605182,0,0,0,0,0,0,0,0,0,0,0,0.0141910540126475,0,0,0,0,4.33680868994202e-19,0,0
X000858.SZ,0,0,0,0,0,0,0.195952343196926,0,0,0.198871457852444,0.106457304198904,0,0.187909034366914,0,0,0,0.0290385840807164,0,0,0,0.0776275443811091,0,0,0,0.170471048663532,-0.0882418181306559,0,0,0,0,0,0.0419220221467436,0,0,0,0,0,0,0.0621591263535904,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347970080625291,0.0496265877618932,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0177872948757448,0,0.25500219189529,0,0,0,0.309739620139853,0,0,0,0.163162944446776,0.0412166948551728,0,0.0811975337457357,0,0,0,0.00108723491924456,0,0,-0.0493978074236203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433085247367143,-0.00963822094690332,0,0,0,0,0,0,0,0,0,-0.0287562085836839,0,0.0191585922126829,0,0,0,0,-0.0771066700519632,0,0
X600104.SH,0,0,0.0232938960260815,0,0,0,0,0.0133543550855894,0,0,0.108124868075239,0.0422134363691786,0.129180586720947,0,0.242495174299122,0,0,0,0,0.0328126122791592,0,0,0,0,0,0.114938880490105,0,0,0,0,0,0,0,0,0,0.0378322140290267,0.0555816431601092,0,0.015523548386798,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563417940473059,0,0,0,0.0176335283193467,0,0
X002415.SZ,0,0,0,0,0,0,0,0.000948834930434257,0,0,0.0496852746783462,0,0,0,0.0978552988047116,0,0,0,0,0,0,0,0.229561427872,1.73472347597681e-18,0,0,0.117286697141843,0,0,0,0,0,0.0492531183572242,0,0,0,0,0,0.040795010566394,0,0,0,0,0,0,0,0.0513583851846769,0,0,0,0,-0.0188355844754564,0,0,0,0,0.0146024444270696,0,0
X600276.SH,0,0,0.265389123745861,0,0,0,0,0,0,0,-0.344270447335437,0,0,0,0,0,0,0.249453583796586,0,0.139034388811927,0,0,-0.016896334549742,0.511674123106975,0,0,0,0,0,0,0,0,0,0,-0.0904385813067214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341129111773753,0.00376186818860582,0,0,0,0,0,0
X002304.SZ,0,0.109802515127512,0.0307675401300569,0,0,0,0,0,0,0,0.121254256376321,0.0772780043554448,0,0.0216111350331638,0,0,0.068277656970547,0,0,0,0.321860381842594,0,0,0,0,0,0,0,0.0136130453111978,0,0,0,0,0,0,0,0,0,0,0.0503393676599627,0,0,0,0,0,0,0,0,0,0,0,0.0122504348643288,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.0372061134876766,0,0.0999233238704651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561697096407656,0,0,0,0,0,0,0,0.743014759307828,0.118265478194082,0,0,0.0492725427746986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0830101603707915,0.00194371896226748,-0.0635002138823572,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0222698976671592,0,0,0.223016287647185,0,0,0,0,0,0,0,0.090983496722453,0,0,0.181504568916315,0,0,0,0,0,0,0,0,0,0.0761532739945971,0,0.0119144661244744,0,0.0630168628048717,0,0,0,0,0,0.0672860924889301,0,0,0,0,0.186004477532441,0,0,0,0,-0.0412885955445264,0.0223521920041383,0,0,0,0.0573051856385331,0,0
X600690.SH,0,0.245917056185011,0.0104547583360723,0,0,0,0,-0.0138783412455975,0,0,0,0,0.0960896188459958,0,0.20401610683318,0,0,-0.0695701855581438,0,0,0,0,0.107960724527716,0,0,0,0,0,0,0,0,0.134824699079028,0,0,0,0,0.0459702015641681,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00579448017660603,-0.0631333709767955,0,0,0,-0.00606306054054124,0,0
X002475.SZ,0,0.0195978737641357,0,0,0,0,0,0.0247074367658262,0,0,0,0,0,0.135789470544042,0,0,0,0.102810837895871,0,0,0,0,0,0,0,0.00454609053516344,0,0,0,0,0,0.143661795018622,0,-0.0854663400001996,0,0,0,0,0.119666849786234,0.0694021888905752,0,0.0251079640971062,0,0,0,0,0.0730593533374897,0,0,0,0,0.0432534151238106,-0.023539868258505,0,0,0,-0.0647630520224155,0,0
X000568.SZ,0,0.166165560129976,0,0,0,0,0.090945777806208,0,0,0,0,0,0.226599998577353,0,0.0249270447096296,0,0,0.0271993532289719,0,0,0.10407388490279,0,0,0,0,0,0,0.043181364806905,0,0.0197045453140183,0,0,0,0.0143547215476862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131128678733696,0,0,0,-0.018910166510838,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.274636051701165,0.104766572142179,0,0,-0.0420283079601523,0,0,0,0,0,0.22818808022543,0.114128766475244,0,0,0,0,0,0,0,0.0863349153278407,0,0,0,0,0,0,0,0,0,0,0,-0.199473858379832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420823693729245,0.0900620965538397,0,0,0,-0.00248573231113526,0,0
X600031.SH,0,0,0.238164653031609,0,0,0,0,0,0,0,0,-0.0449523683551995,0.19036588564658,0,0,0,0,0,0,0.0795014518374204,0,0.0461453408766863,0,0,0,0.0897855043005341,0,0,0,0,0,0,0,-0.00322943414025639,0,0,0,0,0,0,0,0,0,0.289288631401556,0,0,0.0675787685986651,0,0,0,0,-0.00437493663588666,0,0,0,0,-0.0723914519427198,0,0
X600741.SH,0,0,0,0.4555107363754,0,0,0,0,0,0,0,0,0,0.152250042165731,0,0,0,0,0,0,0,0.0204820425289995,0,0,0,0.0487225400345004,0,0,0,0,0,0,0,0,0.0564558045485462,0.0786305841889911,0,0,0,0.0733330781197622,0,0,0.114457778199883,0.260035730441813,0,0,0,0,0,0,0,0,0.0815667065109083,0,0,0,8.67361737988404e-19,0,0
X601877.SH,0,0.0790713184643095,0,0,0,0,0,0,0,0,0,0,0.00486676340428786,0.0657447045815879,0,0,0,-0.000747466729545885,0,0,0,0.0782124021896861,0,0,0,0,0.0431716897758785,0,0,0,0,0,0,0,0,0,0.0198763046569456,0,0.0333928953222566,0,0,0,0,0.0132524214272767,0,0,0,0,0,0,0,-0.0308325744440655,-0.0282524496983777,0,0,0,0.0306316422069476,0,0
X000596.SZ,0,0.2454700548539,0,0,0,0,0,0.0356487985347165,0,0,0.0824085738647414,0,0,0,0,0,0,0,0,0,0.271651638484011,0,0,0,0.0662807176619825,0,0,0,0,0,0,0,0,0,-0.0561471624348643,0.0352815800317622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417772403659296,0,0,0,0,0.00551899246133532,0,0
X600703.SH,0,0,0,0,0,0,0,0.258915092117853,0,0,0,0,0.185688577627397,0,0,0,0,0,0,0,0,0,0,0,0,0.0966986995400013,0,0,0,0.12316538135153,0,0,0,0.173682576550027,-0.0375749833297889,0,0,0,0,0,0,0,-0.351563347628674,-0.0872947244053371,0,0,0.219857964376573,0.229734021318773,0,0.172108317698125,0.0978618324958672,0,0.0886733559171778,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.156626696626333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282002754515463,0,0.00194071212422501,0,0,0,0,0,0,0,0,0,0,0.0800987313845876,0,0,0.0536274216401244,0,0.0433468818670918,0.0656665414216012,0,0,0,0.0079910919057779,0,0.27635396203699,0,0,1.35525271560688e-20,0.0308131278898214,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0197931498475059,0,0,0,0,0,0,0,0.132668927063758,0,0,0,0,0,0,0.204262612633987,0,0,0,0,0,0,0,0,0.019303275608711,0,0,0,0,-0.0660959815391215,0,0,0,0,0,0,0,0,0.058358666567431,0,0,0,0,0,0,0,0,-0.0483262148420895,0,0,0,-0.0204811144253912,0,0
