,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X600031.SH,X000568.SZ,X002304.SZ,X600690.SH,X600104.SH,X300124.SZ,X300014.SZ,X000725.SZ,X000063.SZ,X600703.SH,X002371.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000100.SZ,X002179.SZ,X000596.SZ,X600460.SH,X000157.SZ,X002074.SZ,X002007.SZ,X002414.SZ,X000799.SZ,X600741.SH,X600584.SH,X600702.SH,X600183.SH,X002236.SZ,X601799.SH,X600089.SH,X000800.SZ,X300146.SZ,X000066.SZ,X600779.SH,X000977.SZ,X600884.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.166567875334705,0,0.0397500987672759,0,0.0752369927666823,0,0,0.108657371855885,0.0469332422340017,0.175274602151662,0,0,0,0,0,0,0,0,0.0498681157900938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922714053037001,0,0,0,0,0,0,0,0.00678372364447094,0,0,0,0,0,0.0130803769247865,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0508427139747452,0,0,0.167450392511734,0.268733022593495,0,0,0,0,0.139953321928732,0,0,0,0,0,0,0,0,0,0,0,0.0517589544744691,0,0,0,0,0,0,0,0,-0.193987291383735,0.0536100864626159,0,-0.126949765127356,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0938734267659497,0,0,0,0,0,-0.0390988594300664,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.125979227424243,0,0,0.0638206175884906,0.0932206934862403,0,0,0,0.0687872073219782,0.142527524712623,0,0,0.114098222617137,0,0,0.0170241128115554,0,0,0.0283927232620183,0,0,0,0,0,0.0163580095468877,0,0,0,0,0,0,0,0,-0.0484982332272293,0,0,0,0,0,0,0,0,0,0,0.0179786850570259,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.209899634234716,0.187233029964407,-0.0187568097256334,0,0,0,0,0,0,-0.0225634019470984,0,-0.114799560340766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527529069481194,-0.174853601001882,0,0.0027965056985278,0,0,0,0,0,0,-0.0638774669686312,-1.38777878078145e-17,0,0,0,0,0,0.0483148055976308,0,0,0,0,0,0
X600276.SH,0,0.161290680170366,0,-0.0454174277575839,0,-0.247173127362325,0,0,0,0.141040903657662,0,0,0.136003034068421,0,0,0,0,-0.00705002245126732,0,0,0,0,0.0278930863415802,0,0,0.0908415627451819,0,0,0,0,0,0.241117952325354,0,0,0.234162023980603,0,0,0,0,-0.220386866371374,0,0,-0.0265947445324559,0,0.0266656242566064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0327040358944127,-0.117732540718945,0,0,0,0,0,0,0,0,0,0,0.148199185898914,-0.0641195482979413,0,0.19125908133722,0.0205370573876032,0,0,0.117509654040253,0,0,0,0,0,0,0,0,0,-0.0494868083048965,0,0,0.318470653968508,0,0,0,0,0,0,-0.0664680762299709,0,0,-0.013363661956318,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.00855448433970377,0,0,0,0,0.125792922599215,0,0,0,0,0.16978697597732,0,0,0,0,0.0157360068670484,0,-0.0493267444410468,0,0,0.0396164482619185,0,0,0,-0.0763239008321102,-0.0556083236315579,0,0,0,0,0,0.0510661768047915,0,0.0859993993904863,0,0,-0.0396552163566104,0,0,-0.0385027197105717,-0.0052898025612831,0,0,0,0,0,0,0.0983566597830657,0,0,0,-0.0221155309558934,0,0
X600031.SH,0,0.166268701827266,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0697648409421159,0,0,0,0.12609420497149,0,0,0,0,0,0.0229012148521981,0,0,0,0,0,0.0189469704000523,0,-0.0649502195079475,0.267430986390067,0,0,0.0583772679465124,0,0.0309159535091855,0,0.0566238273622686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502848145323196,0,0
X000568.SZ,0,0.218532447030156,0,0.146934560042656,0,0,0,0,0,0.0520681587527574,0,-0.0273686436846192,0,0,0,0,0,-0.133737057434545,0,0,0,0,0,0,0,0,0,0,0,0.216942188866507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172585882725293,0.0606557017299442,0.0887852268932823,0,0,0,0,0.03664341619116,0,0,0,0,0,0
X002304.SZ,0,0,0,0.345787459241237,0,0.0581418420232191,0,0,0.316460291884476,0,0.0843200736322839,0,0.0172716749697507,-0.246159404222136,0,0,0.213766790488017,0.0561546905900672,0,0,0,0,-0.0360341415046552,0,0,0,0,0,0.235040211048292,0.0904073056236416,0,0,0.043841644458257,0,0,0,0,0,0,0,0,0,0,0,0,0.0711540473936344,0,0,0,0,0,-0.121410375877012,0.0350948072672992,0,0,0,0,0,0
