,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X600703.SH,X000157.SZ,X002129.SZ,X002241.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X002463.SZ,X600522.SH,X002028.SZ,X600183.SH,X000800.SZ,X601799.SH,X000921.SZ,X002007.SZ,X600460.SH,X002074.SZ,X600066.SH,X002223.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0216024109192791,0.336637032808925,0.166611494255651,0.0165576747440819,0,0,0,0,0,0,0.0227803080883778,0,0,0,0,0,0,0,0.0207410034477898,0,0,0,0,0,0,0,0,0,0,0,0,0.00563972458222028,0,0,0,0,0,0.0915926521384319,0.0729614355462885,0,0,0,0,0,0,0,0,0,0,-0.0189994218971901,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.387368739023241,0,0.167291585312522,0,0,-0.00610695963286841,0,0,0,0,0,0,0.0259164417058265,0,0.0579009348341511,0.017297382603115,0,0,-0.0268051227117116,0,0,0.0845946842674479,0,0,0,0,0,0,0.0413537092793724,0,0,0,0.0300554667890145,-0.0840328825971938,0,0,0,0,0,0,0,-0.0652187641537371,0,0,0,0,-0.00705134337931815,0.00281171197336552,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0777891028528106,0,0.26686758324353,0,-0.028443695372296,0,0,0,0,0,0.293519758902018,0,1.73472347597681e-18,0,0.12544220625528,0,0,0,0,0,0,0,0,0,0.0432759560370014,0,0,0,0,0,0,0,0,0,0,0,0.0358186674475048,-0.0167503127071216,0,-1.38777878078145e-17,0,0,-0.0263200058308719,0.0236749094005538,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0313864554346611,0,0,0,0,0,0,0,0.137059056808795,0,0,0,0,0,0,0,0,0,0,-0.0923929100447252,0.00138816369648691,0,0,0.427247373522867,0,-0.0738514051794372,0,0,0,0.131016249163863,0,0.10142327284186,0,0,0,0.082180438358946,0,0,0.116282707925627,0,0.0718577664290903,0,-0.0299307545301399,-0.0146105800215638,-0.000858860517118699,0.0496383870999546,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.468564547233479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37373302328665,0.0591307119648849,0,0,0,0,0,0.151034700191798,0,0.0589210481791417,0,0,0,0,0,0,0,0.00287338790050084,0,0,-0.115450489331725,-0.0668665939018066,0.0548403830114167,0,0,0,0,0,0,-0.0372696685463332,0,0,-0.00381448829612062,-0.0153676489178816,0,0,0,0,0,0
X000568.SZ,0,0.932176901496654,-0.0559796422035871,0,0.0999792125849449,0,0,0,0,0,0.164042406398648,0,0,0.0304136249551171,0,0,0,0,0,0,0,0,0,-0.0573007001314917,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0400992621731538,0,0,0,0,0,0,0,0,-0.143174850419402,0,0,0,0.0679023051314429,0,0.0354754457312926,0,0,0.0248709808081011,-0.00811876541829275,0,0,0,-0.00757863551794559,0,0
X002475.SZ,0.16276726920086,0,0,0,0,0,0,0,0,0,0,0.0114669262926664,0,0.106413246914859,0,0,0,0,0.0680439326953343,0,0.0501125026569376,0,0,0,0,0,0,0.305240137006897,0,0,0,0,0.128838450354044,-0.115724439056495,0,0,0,0,0,0.0631058686374173,0,0,0,0,0,0,0,0,0,0,0,-0.0836960106958684,0.0473438603067727,0,0,0,0,0,0
X600690.SH,0,0.165899063867649,0,0,0,0.217788824593855,0,0,0.0626626953813658,0,-0.0245699120194869,0,0,-3.46944695195361e-18,0,0,0.118472399324409,0,0,0,0,0,0,-0.05125894524456,0,0,0,-0.0333830339687915,0,0,0,0,0,0,0,0,0,0,-0.0112982704291433,0,0,0,0.0452519814343224,0,0,0,0,0,0,0,0,-0.00169548786780883,0.0238701388384258,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0969640411495017,0.518574744563262,0,0,0,0,0,0,0,-0.00840372151448148,0,0,0,0,0,0,0,0,0,-0.296194296576996,0,0,0,0.362420997062927,0,0,0,0.115356407785121,0,0,0,-8.67361737988404e-19,0,0,0.0393971828492914,0.090281730779855,0.446031146169173,0,0,0,0.0482693142368506,0,0.0369583988414915,0,0,0.0487866354284553,-0.0292288732047373,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542261029225271,0,0,0,0,0,0,0,-0.0698125215608652,0,0,0,0.0759702096269576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231239082695024,0,0,0.0141450364729913,0.145192449726256,0,0,0.0738325401183441,-0.0147072030456546,0.00407803241676565,0,0,0,0.134274447264414,0,0
