,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X601877.SH,X000581.SZ,X000550.SZ,X000559.SZ,X002475.SZ,X600118.SH,X000050.SZ,X600271.SH,X000568.SZ,X000623.SZ,X600066.SH,X002294.SZ,X600839.SH,X002129.SZ,X300124.SZ,X002456.SZ,X002007.SZ,X600867.SH,X300003.SZ,X000869.SZ,X000400.SZ,X600177.SH,X600435.SH,X000800.SZ,X002292.SZ,X002038.SZ,X000977.SZ,X002465.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0935955469586443,0,0,0,0,0,0,0.202600525507062,0,0,0,0,0.422750250360239,0,0,0,0.07881007016498,0,0,0,0,0,0,-0.0061563342458407,-0.202239274592081,0,0.0515057223120811,0,0,0,0,0,0,0.123968459047072,0,0,0.150734794118141,0,0,0,0,0,0,0,0,0,0,-0.0217772262491649,0.0402843491890623,0,0,0,-0.163171809249778,0,0
X600519.SH,0,0,0.0712949573376384,0,0,0,0,0.27518632291157,0,0,0.107821784237909,0,0,0,0,0,0.205306699418852,0,0,0,0,0,0,0.0230003028609854,0,0,0,0,0,0,0,0,0,-0.0283045720956708,0,0,0,0,0.0340725814916663,0,0,0,0,5.42101086242752e-20,-0.041914325445881,0,0,0,0,0,0,0.00116720228590548,-0.0494647447542357,0,0,0,-0.0535231898559536,0,0
X000725.SZ,0,0.0478045403269345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278250357276113,0.157988952448478,0,0,0.101173706853262,0,0,0,-0.0425397842083353,0,0,0,0,0,0,0,0,0,0.0883888995059361,0.0260629137200207,-0.172889180429382,0,0,0,-0.0468921437147552,0,0,0,0,0,0,0,0.0203167989921078,-0.0380724734770944,0,0,0,-0.0351750415746845,0,0
X000651.SZ,0,0,0.166300999203919,0,0,0,0,-0.0503320130679463,0,0,0.160750092183272,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.268422893033029,0,0,0,0,0,-0.0467136398555737,0,0,0,0,0,0,0,0,0,0,-0.0993414779035813,0,0,0,0.0937287442636516,0,0,0,0.0768828129074987,0.162417170661915,0,0,0,0.00364166376413187,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0433258597791722,0,0,0,0,0,0,0,0,0.159272283170896,0,0,0,0,0.137591879761584,0,0,0.180699361894389,0,0,0,0.00277707804425541,0,0,0.0686203083999244,0,0,0,0,0,0,0.178964482990699,0,0,0,0,0,0,0,0,-0.0519239577438526,0,0,0,0.00455966216263891,0.0198632891013492,0,0,-0.00226397543958504,0.0160910337997164,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232752158279056,0,0,0,0.102180217126982,0,0,0,0,0,0.110222859945257,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0286606085418,0,0,0,0,0,-0.0520235929467229,0,0.000487781594868382,0,0,0.039531115535155,0.0722868856328342,0,-0.00529042042923824,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0753686859366568,0,0,0,0,0,0,0,0.0421773988182767,0.017007542217581,0,0,0,0.135664399058742,0,0,0.0419610221267602,0,0,0,0.0961221271473297,0.012342901378081,-0.0245285585417643,0,0,0,0.290624171636463,0,0,0,0.0168048130293615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123357114874771,-0.00496164317606512,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.236080282657342,0,0,0,0,0.0107947647944248,0,0,0,0,0,-0.0707875133319117,0,0,0,0.204822012282093,0,0,-0.0262213374347353,0,0.00290029326515336,-0.0784835768417562,0,0.199954839214477,0,0,-0.249125904114891,0,0.117167184155201,0,0,0,0,0,0,0,0,0,0,0,0.389962425965281,0,0,0,0,0.00538119441032995,0.0266719463054978,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.00660154749584181,0,0,0.0590347712744667,0,0,0,-0.0280821600798263,0,0,0,0.0311307174981812,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526332209664135,0,0,0,0.217169978846997,0.0776844135400062,0,0,0,0,0,0,0,0,-0.0910945379496996,0,-0.065519074570566,0,0,0.0114659466612094,0,0,0,-0.14164778421539,0,0
X000063.SZ,0.104380966763059,0,0,0,0,0.0328499385639293,0,0,0,0,0,0,0,0,0,0,0,0.00390074890608096,0,0,0.0171212917758332,0,0,0,0,0,0,0,0.0908839014732694,0,0,0,0,0,0.0179514455685125,0,0.135854238139893,0.0548264763485331,0,0.0729655902660213,0.0421395010522748,0,0,0,0,0,0,0,0,0,0,0.00599206465752921,0,0,0,0,0,0,0
