,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X003816.SZ,X600276.SH,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000063.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X002241.SZ,X600089.SH,X000157.SZ,X600703.SH,X600584.SH,X600372.SH,X000977.SZ,X600066.SH,X600522.SH,X002028.SZ,X600741.SH,X600183.SH,X002236.SZ,X002049.SZ,X000921.SZ,X601877.SH,X600418.SH,X600487.SH,X002180.SZ,X002223.SZ,X000661.SZ,X000800.SZ,X000400.SZ,X601799.SH,X002129.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0431113098028586,0,0,0,0,0,0.15959550883296,0,0.22440827279478,0,0,0,0,0,0,0,0,0,0.14474531075934,0,0,0,0,0,0,0,-0.0573398181136662,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733752015543304,0,-0.00668940000474282,-0.0173825704593116,-0.0285219820327349,0,0,0,0,0,0,-0.0320862512913967,0,0,0,0,0,0,0
X000858.SZ,0.0277492096634033,0,0.0104619829763085,0,0,0,0,0,0,0.454286494980711,0,0,0.00398518812120903,0,0,0,0,0,0.0241940776549339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645531623752618,0,0,0,0,0,0,0,0,0.131929068984332,0,0,-0.0414353154366821,0,0,0,0,0,-0.0469227007122354,0,0,0,0.00659003226988492,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00971546240961903,0,0,0,0,0,0,-0.0257151430269175,-0.0165659196485895,0.200218045281033,0,0.430189646817888,0,0,0,0,0,0.016331221900808,0.0693787362843466,0,0,0,0.0846850003074281,0,0,0,0,0,0,0,0,0,0,0,0.0344922392599698,0.0612025946170629,0,0,0.052143410519397,0.0614932413599973,0,0,0,0,0,0
X002415.SZ,0,0,-0.0485961488681596,0,0,0,0,0,0,0,0,0,0,-0.144541135205535,0,0,0,-3.46944695195361e-18,0.0552056861138479,0,0,0,0.08192446356669,0,0,0,0,0,0,0,0.0115857809071274,0,0,0,0,0.0780950020217228,0.0719551782583599,0.0344171597357798,0,0,0,0,0,0,0,0,0,0,0.107780740635611,0,0,-8.67361737988404e-19,0,-0.16006252498487,0,0,0.0456750364972755,0,0
X003816.SZ,0,0,-0.011119631982745,0,0,0,0,0,0,0,0,-0.132528788218362,0,0,0,0,0,-0.0103699988251879,0,0,0,0,-0.0109166988860951,-0.239470366053171,0,0,0,0,0,0,0,0,0,0,-0.02800722766505,-0.104510945126522,0,0,0.00312323251839875,0,0,0,0,0,0,0,0.12633800317141,0.109185974173947,0,0,0,0.0329329858907837,-0.0596785719960092,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.157461731537443,0,0,0,0.115773114625689,0,0,0,0,0,0,0,0,0,0,0.261308635196107,0.216787954732036,0,0,0,0,0,0,-0.32706881948646,0,0,0.102909459813212,0,0,0,0,0.00786725420819481,0,0,0,0,0,0,0.190698361949152,0,0,0.222515015867846,0,0,0,0,-0.0166358943674796,-0.10244398235777,0,0,0.0911492431911737,0,0
X600690.SH,0,-0.138420417803606,0.0580699759822525,0,0,0,0,0,0.0458801955374573,-0.0296355236620344,0,0,0,0,0,0,0,0.193935413038858,0,0,0,0,-0.0137265464951648,0,0,0,0,0,0,0,-0.00980116416357903,0,0,0,0,0,0,0,0.217712356587609,0,-0.0541784677154177,0,-0.0861079370337715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103736647650627,0,0
X600809.SH,0.22446629240887,0,0,0,0,0,0,0,0,0,0.0375900291288105,0,0,-0.0618775494879205,0,-0.0456319006228614,-0.0505069155710106,0,0,0.307941031064957,0,0,0,0,0,0,0,0,-0.0585132111915771,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506777469068363,0.0922190763649785,0.0746799525715388,0,0,0.0405343616942731,0,0,0,0,-0.0210397065168191,0.0354124648285509,0.13833567383322,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0386717468783788,0,0,0,0,0,0,0,0,0.0517043041855328,0,0,0,0,0.0256487193624909,0,0,0.0401725469543224,-0.0352355187306223,0.19064890235228,0.128349916473723,0,0,0,0,0,0,0,0,0,0,-0.0348943377890481,0,0,0,0,0,0,0,-0.0844792648136055,0,0,-0.030543390191733,0,4.33680868994202e-19,0.0869047801523517,-0.0759578210924842,0,0,0,0,0,0
X000568.SZ,0,0.88915921505698,0,0,0,0,0,0,0,0,0.128893142723587,0,0,0.0189742556365153,0,0,0,0,0,0.114964240965688,0,0,0,0,0,0,0,0,0,0,0,0.0930414510585661,0,-0.0569002204084171,0,0,0,0,0,0,0,-0.135603629674377,0,0,0.0344544226168704,0,0,0,0,0,-0.0486481866738531,0,-0.0765497423494409,0,0,0,0,0,0
X002371.SZ,0,0,0.132693881252095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133164993291066,0,0.103078209221962,0,0,0,0,0.361170036270747,0,0,0,0,-0.0313331492051887,-0.179229871140391,0,0,0,-0.0206567935783161,0,0,0,-0.208861127132004,0,0,0,0,0,0,0,0,0,0.130865286249589,0,0,0,-0.0308585388281833,0,0
X600104.SH,0,0,0.0875551330784553,0,0,0,0,0,0,0,0,0,0,0.0823362694105178,0,0,0,0,0,0,0.0658237309104908,0,0,0,0,0.00978206155998881,0,0,0,0,-0.0364826342456169,0,0,0,0,-0.0230472355627315,0,0,0,0,0.0633641861249106,0,0,0,0,0,0,0,0.0032127634220681,0,0,-0.0716782558130601,0.00147614110002251,0,0,0,0,0,0
X000725.SZ,0,0,0.103349088963356,0,0,-0.0383739060203289,0,0,0,0,0,0.0939366318402973,0,0.116614552978607,0,0,0,0,0,0,0.340167370726551,0.0325513804620288,0,0,0,0,0,0,0,0,0.163068382251353,0.0324188569077742,0,0,0,0,0,-0.113738692896522,0,0,0,0,0,0,0,0,0,0.162534853482005,0,0,0,-0.0373492508008944,0,0,0,0,0,0,0
X000625.SZ,0,0,0.294082158647794,0,0,0,-0.31585307714488,0,0,0.0474848733487192,0,0.534567070041058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.261328687149445,0.16222159656893,0,0,0,0,0.240308003651328,0,0,0,0.441723744653833,0,0,-0.094228160840951,0,0.144941285165036,0.0774482264754747,0.0219958875581712,0.0474287066742034,0,0,3.46944695195361e-18,0.0454858503132835,0,0,0,0,0,0
X300124.SZ,0,0,-0.0797532181087361,0,0,0,0,0,0,0.262019721822512,0,0,0,0,0,0,0,0.321439747600997,0,0,0,0,0,-0.00478298450412937,0,0.174317988416616,0,0,0,0,-0.0541474099185332,-0.0984928324906879,0,0.00139897746667938,0,0,0,0,0,0,0,0,0.117576400639225,0,0,0,0,0,0,0,0,0.0707001773482718,0.0463898442727291,0,0,0,0.116538563371567,0,0
X600031.SH,0,0,0.00262558704868863,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.253305176710473,0,0,0,0,0,0,0,0,0.618322259513949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00678996422460203,0.106938109673326,0.0725508490898601,0,0,-0.0960584373494332,-0.021068793696034,0,0,0,0.0120827177402593,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446915595446953,0,0,0,0.147087584900978,0.137053050671275,0,0,0.147941496454946,0,0.0388844454176625,0.0560671117751536,0,0,0,0,0,0,0,0,0,0,0,-0.0340314107465707,0,0.0297547848357024,0,0,0.0898419084192659,0.0842750463263848,0,0,0.0008692568171518,0.0632886141061658,-0.035481463195326,0,0,1.73472347597681e-18,0,0
X000338.SZ,0,-0.162350940207912,0,0,0,0,0.0184184398308576,0,0,-0.0793006977052148,0,0,0,0,0.172336852763788,0.236960295259439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124462308558801,0,0.128682322324249,0,0.0780762559233672,0,0,0,0,-0.0953971416072386,0.205668715701454,-0.034393591640554,0,0,0,0.0621779605815559,0,0,0,0,-0.146359612483168,-0.00989154470074518,-0.279946660091932,0,0,-0.0517989392408796,0,0
X002304.SZ,0,0.226266766401539,0,0.00291843328081523,-0.102645314979677,0,0,0,0,0.0529448810850631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331483054480113,0,0.426779745052664,0,0,0,0.0675493943645233,0,0,0,0,0.0225040134941997,0,0,0,-0.0845768147726071,0.0501080106157812,0,0,0.0842641637512017,0,-0.0327835756078767,0,0,0,0,0
X000596.SZ,0,0.203340269722519,-0.0637714982049103,0,0,0,0,0.260208522090721,0,0.336087215419527,0,0,0,0,0,-0.0213957059625424,0,0,0,0,0,0,0.0764635400550082,0.0344146541810064,0,0,0,0.125700636470302,0,0,0,0,0,0,0,0,0,0.0512094952587981,0.124846140514442,0,0.0604065035671872,0,-0.076605342522016,0,0,0,0.0135958289067219,0,0,0,0,0,0.00963968124547654,0,0,0,0.0336452278636413,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.354208688425322,0,0,0.0943137115373575,0.11574088057559,0.0031759070828432,0,0,0,0,0,0.116581103737449,0,0.0475350182414932,0,0,0,0,1.0842021724855e-19,-0.0376476780829384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303692278987081,0,-0.541702942435424,0.00513248236596513,0.0400443838623997,0,0,0,-0.0904603490917842,0,0
