,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X002304.SZ,X600031.SH,X000338.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X600089.SH,X000157.SZ,X600703.SH,X002463.SZ,X600372.SH,X000977.SZ,X002241.SZ,X002236.SZ,X000921.SZ,X002028.SZ,X600066.SH,X600741.SH,X600522.SH,X601877.SH,X600183.SH,X002129.SZ,X002049.SZ,X000661.SZ,X600584.SH,X002223.SZ,X002180.SZ,X000800.SZ,X002074.SZ,X600177.SH,X600418.SH,X600487.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0210827597659016,0.109184037502605,0,0,0.0144198097718113,0.19944043764437,0,0,0,0,0,0,0.00412330595598113,0.084223566435262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598837510088083,0,-0.0267136620878703,0,0,0,0,0,0,0,0,-0.00241683833315483,0,0,0,-0.0283394977171243,0,0
X000858.SZ,0,0,0.0346263551975665,0,0,0.0142015779231435,0.401948853558352,0,0,0,0,0,0,0,0.252179534073764,0,0,0,0.0977987363950799,0,0,0,0,0,-0.0536025986173464,0,0.062628154241875,0,4.33680868994202e-19,0,0,0,-0.0077860591593262,0,0,0,0,0,0,0.0334083955046856,0,0,0,0,0,0,0,-0.00143859138259941,0,0,0,-0.0025973022549903,-0.0261974931844394,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.176259252673121,0,0,0,0,0,0.125705387523359,0.0791931579801625,0,-0.084051577773676,0,0,0.250490622162993,0,-6.93889390390723e-18,0,0,0,-0.0866530281032346,0,-0.0570960331623611,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134020487811715,0,0,0,-0.0401079139076456,0,0,0,-0.0533773599398859,-0.00544928921451636,0,0,0,-0.0385249742512857,0,0
X002415.SZ,0,0,0,0,0,0,0.0410637921295202,0,0.0733740017324249,0,0,0,0,0,0.138417569485427,0,0,0,0,0,0,0.0531152932563338,0,-0.0620390701822229,0,0,0,0,0.0099710580151273,0,0.195050143642851,0,0,0,0,-0.0381444918970197,0,0.0553483204604816,0,0.0503375910039581,0,0.0154842947166822,0,0,0.0500730578403838,0,0,0,0,0,0,0,-0.0114122092077786,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.157060722740306,-0.00281498690546917,0,0,0,0,0,0.123475373672206,0,0,0,0.020548602665024,0,0,0,0,0,0,0,-0.0488965651548561,0,0,0,0,0.345773093319774,0,0,0,0,-0.0133399914754944,0,0,0,0,0,0,-0.0961707068693228,0,0,0,-0.0446691276147879,0,0,0,-0.0151529625508385,0,-0.103097925111585,0,0,0.00358239825302832,0,0
X600276.SH,0,0,0,0,-0.262447932780852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148999715205934,0.180197019631939,0.181034228472096,0,0,0,0,-0.240854386332426,0,0,0,0,0.239152388833395,0.0623844636881645,0,0.150943020823443,0,0,0,0,0,0.0942674471880021,0,0,0,0,0,0,0,-0.0654580905994633,0,0.0167513286578014,-0.0202279382991433,-0.0625822012690857,0,0,0,0,0
X000568.SZ,0,1.02026884550684,0.131109040557839,0,0.158332953712346,0,0,0,0,0,0,0,0,0,0,0,0.0267170041397401,0.00667068125985395,0,0,0,0,0,0,0,0,-0.0711562367386311,0,0,0,0,0,0,0.00235388389285212,0,0,0,-0.0193110163909356,0,0,0,0,0,0,0,0.143603615442282,0,0,-0.141145972616657,0,0,0,0.018965328598517,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.233321783341116,0,0.120574380148002,0,0,0,0,0,0,0,0,0,0,-0.0976202433912829,0,0,0.170445836435839,0,0,0.303307235767838,0.0840181036697954,0,0,0,0,-0.0422657551714636,0,0.137613106265236,0,0,0,0,-0.0998108468098937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312562627555353,-0.0256006059217979,0,0,0,0,0,0
X002475.SZ,0,0,0,0,-0.124708139641715,0,0,0,0,0,0,0,0,0,0.445059115800179,0,0,-0.106803903118968,0,0,-0.0248661333020265,0,0,0,0,0,0.116630638870183,0,0,0.394777000556203,0.193420424318726,0,0,-0.112345614642241,0,0,0,0,0,0.0957237131916536,0,0,0,0,0,0,0,0,0.00854748921300089,0,0,0,0.00798996501844861,0,0,0,-0.0401941754569766,0,0
X003816.SZ,0,0,0,0,0,-0.00192398718638123,-0.262138149183059,0,0,0,0,0,0,0,-0.288887690792704,0,0,0,0,0.0687981700246923,0,0,0,0.0545086576439797,0,0,0,0,0,-0.115563199505823,0,0,0,0,0,0,0,0,0,0.0713331075860293,-0.0874550185520303,-0.0645933124589918,0,0,0,0.072900313755744,0.485077260468471,0,0,0,0,-0.0475823855729744,-0.0163570435240823,0,0,0,-0.095717719889903,0,0
