,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X002475.SZ,X600690.SH,X300014.SZ,X000651.SZ,X600104.SH,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X600522.SH,X601877.SH,X000661.SZ,X002074.SZ,X002180.SZ,X300142.SZ,X600460.SH,X600741.SH,X600884.SH,X000733.SZ,X600702.SH,X000100.SZ,X000799.SZ,X601799.SH,X000157.SZ,X600563.SH,X002176.SZ,X002236.SZ,X600584.SH,X000800.SZ,X600487.SH,X002414.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00595020642733671,0,0.213804466414989,0,0.0507033547538649,0,0.0668169679410891,0,0,0,0,0,0,0,0,0.072170087858043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134691787009908,0,0,0,0.0378561243874299,0,0,0,0,0,0,0,0,0,-0.0201388540159467,0,0,0.0146180612419798,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.169969059335143,0,0,0,0,0,0,0,0,0,-0.0206681106077345,0,0,0.00924880926551197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20371534501838,0,0.13483549485222,0,0,0.0523954812768186,0,0,0,0,0,0,0.0948050717616523,0,0,0.000896806505550763,0,0,0,0,0,0
X600809.SH,0,0,0,0.46000152676456,0,0.0896086367942181,0,0,0,0,0,0,0,-0.0385270312434899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049021268779561,0,0,0.0213567286341491,0,0,0,0.147587147396393,0,0.00695143885765025,0,0,0,-0.231461211615461,0,0,0,0,0,0,0,0.0124292537762216,0,0,0,0,8.67361737988404e-19,0,0
X000568.SZ,0,0.212169633770699,0,0,0,0.0264392370049036,0,0.0578594143072531,0,0,0,0,0,0,0,0,0,0,0,0.0578948849175305,0,0,0,0,0.028286633569704,0,0,0,-0.00161537979980933,0,0,0,0,0,0,0,0,0.409713460770104,0,0,0,0,-0.0381869682761823,0,0,0,0,0,0,0,0,-0.0292801443709399,0,0.0219122766322223,0,0,-0.054865116838089,0,0
X002415.SZ,0,0,0.071162938466128,0,0,0.500368227763505,0,0,0,0,0,0,0,-0.16528340713775,0.107487342828767,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228865955296039,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0334631029922608,0.755835879048056,0,0,0,0,0,0,0.108336741392274,0.0430074534059523,0,0,0,0,0,0
X002304.SZ,0,0,0.137527748425025,0.0748754829598633,0.00847198390642423,0,0.0751797902315124,0,0.0159697618875367,0,0,0,0,0,0,0,0.135121512991817,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148156500770481,0.150854292146848,0,0,0,0,0,0,0,0,-0.00238903484222388,0,0,0,0,0,0,0,0,0,-0.0269537294957509,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.193648123684378,0,0,0,0,0.0483571978844829,0,-3.46944695195361e-18,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.106794848978087,0,0,0,0,0,0.238384320373004,0,0,0,0,-1.38777878078145e-17,0.0957509294174475,0,0,0,0.0963484438953322,0,0,0.0278810355468666,0,0,0,0.292830800094874,0,0.0640327677164199,0.0240129197343104,0,0,0,0.0084502296729658,0,0
X002475.SZ,0,0,0.11987613144422,0,0,0,0,0,0,0,0,0,0,0.0504189531363763,0,0,0.105513018838915,0,0,0,0,0,0.190271762926499,0,-0.0544750521235167,0,0,0.182109043409051,0,0,0,0,0,0.0661316461313092,0,0,0,0,0,0,0.0805795921706242,0,0.00358159517987694,0,0.170683259041605,0,0,0,0,0,0,-0.0534654464440156,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.177073280129306,0,0,0,-0.0387405485883033,0.127770713024033,0,0,0,0,0.101885193511077,0.091639586017663,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112202054415803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239469841016348,0.00687623086495519,0,0,0,0.00215193916979682,0,0
X300014.SZ,0,0,0,0,0,0,0,0.151391510832242,0,0,0,0,0,0,0,0,0.12351445620874,0,0,0,0,0,0,0,0,0,0,0.133995288608919,0.083348387005848,0,0.087309481110401,0.0704992887506519,0,0,0,0.0486639843137404,0,0,0,0,0.153856205808658,0,0,0,0,0,0,0.0178660945772122,0,0,0,-0.0116623776133578,0,0,0,0,0,0,0
