,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600183.SH,X000157.SZ,X600089.SH,X600066.SH,X600703.SH,X002028.SZ,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X600522.SH,X601877.SH,X000921.SZ,X000066.SZ,X002156.SZ,X600460.SH,X600839.SH,X002281.SZ,X000988.SZ,X600487.SH,X000800.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0.0160717282537502,0,0,0.239439577694492,0,0,0,0,0,0,0,0,0.184453344449226,0.0224340723624312,0,0,0,0,0.0412320816494761,0.0658775524019523,0,0,0,0,0,0,0,0,0,0.047286790436266,0,0,-0.0290242003920065,0,0,0,0,0,0,0,-0.0503395753063889,0,0.0116750646426262,-0.00507544543316961,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.00114033898455949,0,0,0,0,0.488720973755057,0,0,0,0,0,0,0,0,0.136052014652796,0,0,0,0,-0.0582694815305825,0,0.0092397185717547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136251711859809,0,0.100688717611467,0,0,0.0510034309691743,0,-0.0978418814363235,0,0,-0.00790506092938968,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.125356829329257,0,0,0,0,0,-0.00248739714007597,0,0,0.0341355860906785,0,0,0.284369904767828,0.0286313354637022,0,0.124319666338297,0.0666054581433963,0,0,0,0,0,0,0,0,0.0864015533083396,0,0,0,0,0,-0.0459010115754524,0,0,0.0709137490610347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121626393929969,0,0,0,0.042886368626721,0,0,0.113408130884686,0.16482097628217,0,0,0,0,0,0,-0.0554928964895956,0,0,0.206976210397169,0,0,0,0,0,0,0,0.00104851113517851,0,0.0796660738364904,0,0,0,0,0,0,0,0,0,0.0172440916318909,0,0.0906388189691521,0,0,-0.0945730184470177,0,0
X002415.SZ,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0232061499672066,0.122968942847133,0,0,0.0862055180276344,0,0.0128245240090558,0,0,0,0,0,0.105788664508266,0,0,0,0,0,0,0.0892638548266908,0,0,0,0,0,0,0,0,0.00919771467397086,0,0,0,0,0,0.0156528764475319,0,0,-0.00224462287997105,0,0,0,0,0,-4.33680868994202e-19,-0.00414737264681178,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0193532583703243,0,0,0,0.00141184892229176,0.0225063976112787,0,0,0,0,0,0,0,0,0,0.0136672025336535,0,0,0,0,0,0,0.224351250147007,8.67361737988404e-19,0,0.0562195509789473,0,0.0892548091142419,0,0,0,0,0,0,0.327611347401443,0,0,0,0.0166659483253055,0,0,0,0,0,0,0.0179727328945673,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0370627451571333,0,0,0,0,0,0,0,0,-0.00287417017201438,0,0,0,-0.0373622011657896,0,0,0,0,0,0,0,0.258796008875937,0,0.184886227210463,0,0,0,0,0,0,0,0,-0.0837403074052943,0,0,0,0.130899779123326,0,0,-0.0461771425026542,0,0.00585249447397105,0.0131734677686683,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.034105918851245,0,0,0.517726489389481,0,0,0,-0.000255661755490047,0,0,0,0,0.250284683452786,0,0,0,0,0,0,0,0,0.0237270239605223,0,0,0,0,0,0,0,0,0,-0.0305506456540085,0,0,0,0,0,0,0,0,0,0.0240210287646797,0,0,0,0,0,0.0490720220483841,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0257627661730047,0,0,0,0.299966700338933,0,0,0,0,0,0,0,0,0.078043498850566,0,0,0.244699615223564,0,0.0291002352034281,0,0,0,0,0,0,0,0,0,-0.0476494866030869,0,0,0,0.172817855909548,0,0,0.00968869699576745,0.00405558206165283,0,0,-0.11208084128062,0,0,0.00480464893666952,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0225409392690653,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.364869314823099,0.287563348441148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108779812103467,0,-0.133201650121034,-0.0493232253991929,0,0.0497835721426445,0,0,-0.0479662914645378,-0.00143961247449764,0,-0.0184339060686373,0,0,0,0,0,0
