,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000338.SZ,X600690.SH,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X600809.SH,X002371.SZ,X002241.SZ,X600183.SH,X300014.SZ,X000596.SZ,X300003.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X002456.SZ,X000157.SZ,X300124.SZ,X002129.SZ,X000625.SZ,X300136.SZ,X002463.SZ,X002414.SZ,X002180.SZ,X300142.SZ,X600271.SH,X002179.SZ,X600584.SH,X000066.SZ,X002008.SZ,X600118.SH,X002185.SZ,X002049.SZ,X600498.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192567597029068,0,0,-0.101753810026676,0.082668613502013,0.115314933020825,0.10184780854794,0,0,0,0,0,0,0,0,0,0,-0.00711654047061645,-0.0519582551385865,0,0.0199726553537552,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773252960214811,0,0,0,-0.142282256247162,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.178218327367968,0,0.123054398048184,0,0.0974116568397628,0,0,0,0,0,0,0.032025337514437,0.120853957763661,0,0,0,0,0,0,0.0339807898219532,0,0,0.0617835014111324,0,0,0,0,0,0.137403909464556,0,0,0,0,0,0.0618843745511253,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.262764394137869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796701057355181,0,0,3.46944695195361e-18,0,0.190082933732886,0,0,0,0,0,0.108045530202349,0,-0.0468115777191699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166871955241375,0.0149749309310925,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0672966802950634,0,0.0341396871343094,0,-1.73472347597681e-18,0.186504667572705,0.213269429174333,0,0,0,0,0,0.044947818919104,0,0,0,0,0.0219241431219683,0.0312322829265019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044242807600712,0,0,0,0,0,0,0,0.0037275468985419,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.183191520886685,0,0,0,0.00573524252111948,0,0,0,0,0,0,0,0.0136861249495606,0,0,0,0,0,0.0821608373618389,0,0.261793012880591,0,0,0,0,0,0,0,0.214269436033468,0,0,0,0.0353827860293006,0,0.0366926009174562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.107535217590536,0.195495459876544,0,0,0,0,0,0,0.0885822619085607,0,0,0,0,0,0,0,0,0.00540466501416049,0,0,0,0,0,0.266917825413819,0,0.0722732499365156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473253140328703,0,0
X002475.SZ,0,0,0,0,0.00638976800864259,0,0,0,0.108066984650018,0,0,0,0,0,0,0,0.120065999086134,0,0,0,0,0.170826953162689,0,0.0281950854439739,0,0,0,0,0,-0.0722305884563107,0,0,0,0,0,0,0,0,0,0.0462638154941099,0,0,0,0,0.329434967433439,0,0.0716118074786416,0,0,0,0,0.000905379868608424,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134180270309658,0.0728907336183242,0,0,0,0,0,0,0.129024748443269,0,0,0,0,0,0,0.0861218407884808,0,0,0.0611594751674884,0.0916154991048869,0,0,0,0,0,0.140104378600095,0,0.0209179171373407,0,0,0,0.070301568581173,0,0.0502866560862853,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0807629563240159,0,0,0,0,0,0.0615158943457249,0,0,0.463285625041671,0,0,0,0,0.0224478674681227,0.0163246080984716,0,0,0,0,0,0.00535978911680622,0,0,0,0,0.181975507714624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0035598524145764,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0280019434957757,0,0,0,0,-6.93889390390723e-18,0,0.218225142709744,0,0,0,0,0,0,0,0,0,0,0.125374681633133,0,0,0,0,0,0.110458006876767,0.00342522720896999,0,0.058139511653043,0,0,0,0,0,0,0,0,0,0.221932309870309,0,0,0.050936748616259,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.181226499462775,0.0399214917517877,0,0,0,0,0,0,0,0.0153466158469978,0.0764842575075469,0,0,0.0909468549512379,0,0,0,0,0,0,0.424640455341222,0,0,0,0,0,0,0,0,0,0,0,0.0283487450426325,0,0,-2.16840434497101e-19,0,0,0,0,0.00647378606078858,0.00860611787970774,0,0,0,0,0,0
X002304.SZ,0,0.10476909358383,0,0,0,0,0,0,0,0,0,0,0.128813701591452,0,0.317457266939722,0,0.0145799716543177,0,0.068554505601588,0,0.0262101649640438,0,0,0,0.163105928063055,0,0,0,0,0,0,0.0184953304377438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.00876269317386631,0,0,0,0.00687623748736641,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.241094711439998,0.253536976989673,0,0,0.0849847883233136,0,0,0,0,0,0.113117571362001,0,0,0,0,0.0414508523332877,0,0.264699886141414,0,0,0,0,0,0,0,0,0,-0.155968023268372,0,0.107983459224376,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,-0.0343585835725379,0,0,0,0,0,0,0
