,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000625.SZ,X000596.SZ,X000157.SZ,X300142.SZ,X002129.SZ,X600741.SH,X002371.SZ,X002179.SZ,X002049.SZ,X002007.SZ,X002236.SZ,X000799.SZ,X601877.SH,X600584.SH,X300003.SZ,X600183.SH,X002414.SZ,X300146.SZ,X000800.SZ,X600779.SH,X600702.SH,X601799.SH,X600089.SH,X600460.SH,X002074.SZ,X000977.SZ,X600707.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0872920421238952,0,0,0,0,0.023962453864436,0,0,0,0,0,0,0.384307560408623,0,-0.0684099289252959,0,0,0,0.00236568083735604,0,0,0,0,0.0348900839774462,0,0,0,0,8.67361737988404e-19,0,8.67361737988404e-19,0,0.0345203902212272,0,0,0,0,0,0,0,0.000938893331194446,0,0.197739667339805,0,0,0,0,0,0,0,0,-0.0433901839424027,0,0,0,0,0,0
X000858.SZ,0,0,0,0.195680645950474,0,0.0126638149755216,0.375779027366965,0,0.0832916421979872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105050505589776,0,0,0,0.174009353176601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528343348467922,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.10377350377834,0,0.066944913632165,0,0,0,0.127730868089302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129832881170166,0,0.19819435881746,0.31920103044793,0.128784771177553,0,0,0,0.0455247146734917,0.0383579300124102,0,0,0,0,0,0,0,0,0,-0.0186098925925577,0,0,0.00134275062281193,0.0478349391688763,0,0,0,-0.0185176989060103,0,0
X600276.SH,0,0,0,0,0,0,0.227429736512846,0,0.0909608665894094,0,0,0,-0.121222990410803,0,0,0,0,0,0,0,0,0,0,0,0.0053947488601084,0,0,0,0.0174591664331186,0.0991575993751429,0,0,0.00869210420531265,0,0,0,0,0,0,-0.143684142637126,0,0,0,0,0,-0.00896954566957167,0,0,0,0,0,0.0169332079577777,0,0,0,0,0.0420460112005535,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.144655045764621,0,0.068712172381321,0,0,0.00165209861920283,0,0.0122472430248507,0,0,0,0.141185329878901,0,0,0,0,0,0,0.0151633374187911,0.0923616391564038,0,0,-0.0292003966020898,0,-0.0385557603916472,0,0,0,0,0,0,0,0,0,0.0278615938796695,0,0,0,0,0,0,0,0,-0.0239923545777285,0,0,0,0,-0.00613675627498695,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0660074796600274,0,0,0,0,0.127744813160784,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.282456429060075,0,0.0535546852336643,0,0,0.388359025966044,0.0449695263281043,0,0,0,0.00343761300914251,0.0585301047310132,0,0.0955468914367541,0,0,0,0,0.0575452890181233,0,0,0,0,0,-0.0513982899428656,0,0,0,-0.0245653974026082,0,0
X000568.SZ,0,0.785433597863464,0,0,0,0.00476869800971538,0,0,0,0,0,0,0.0262974631009601,0,0,0.0665766162610596,0,0,0,0,0,0,-0.0211736263049196,1.38777878078145e-17,0,0,0,0,0,0,0,0.277288800026215,0,0,0,0,0,0,0,0,0,0.07399387489335,0,0,0,0,0,0,0,0,0.0955997978211862,-0.00431092100199907,0,0,0,0,0.00620443447605718,0,0
X600690.SH,0,0,0.0676880854629434,0,0,0,0,0,0,0,0,0,0,0.123890328092068,0.0729217360252957,0.0380394847408541,0,0,0,0,0,0,0,0,0,0,-0.127324401767305,0.313105164014225,0,0,0,0,0,0.0545694851064578,0.136928056750571,0,0,0,0,0,0,0.123390150534888,0.0802077533977062,0,-0.0393254095374868,0.0814191480409247,0,0,-0.00663059423622626,0,0,0,-0.0373161860836452,0,0,0,0.014235360197773,0,0
X002304.SZ,0,0,0,0,0.159635875184858,0.0869287862945654,0.228818065691459,0.0298561177932528,0,0,0,0,0,0.0029958738698026,0,0,0,0,0,0,0,0,-0.0483758057520749,0,0,0,0,0.149657153995405,0,0,0,0,0,0,0,0,0.137133315631541,0,0,0,0,0.0621650878627073,0,0,0,0,0,0,0,0,0,-0.0211449811445141,3.46944695195361e-18,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-0.221623636116925,0,0,0,0,0,0,0,0.234799660062298,0,0.0340372222264938,0,0,0.111772504500022,0.10709433346665,0,0,0,0.130787769422826,0.0653121414403472,0,0,0.340893396931869,0,0,0,0,0,0,0,0,0,0.182179375856343,0,0,0,0.152558798607857,0,0,0.0912957709249292,0,0.103605184402835,0,0,-0.0278901729566232,0,0,0,0,0.00482077579190638,0,0
