,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X002241.SZ,X600703.SH,X600690.SH,X300142.SZ,X002007.SZ,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600741.SH,X002129.SZ,X000157.SZ,X000800.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X601877.SH,X000625.SZ,X000977.SZ,X000066.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X002185.SZ,X002463.SZ,X002008.SZ,X600118.SH,X601799.SH,X002180.SZ,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.158064650748708,0,0,0,0,0,0.114274672916311,0.00423470708258837,0,0,0,0,0,0,0,0,0,0,0.158778020766861,0,0,0.133649127126072,0,0,0,0.0169881168183362,0,0,0,0,0,0,0,0,0,0,0,0,0.0294617418315609,0,0,0,0,0,0,0,0,0,0.0704714852858494,0,0,0,0,0,0,0,0,0
X000858.SZ,0.121864724359585,0,0,0,0,0,0,0.192469423732848,0,0,0,0.199843899260453,0,0,0.321621477825392,0,0.0891515497809666,0.0410288718544769,0,0.0189881684330857,0,-0.0173313273480853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00773700761152365,0.00409765335323469,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.090578571900459,0.328867613574327,0,0,0,0,0,0.0528277195220988,0,0,0,0,0,-3.46944695195361e-18,0,-0.0291979884671024,0.0982495434101755,0,0,0.0386825567382175,0.119141441451732,0,0,0,-0.0834217878533971,0,0,0,0,0,0,0.0483596193969931,0,0,0,0,0,0,-0.0139368782992675,0,0,0,0,0,-0.0171125025495466,-0.0046229105868264,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281697655848175,0,0.041528944847717,0,0,0,0.0818499358372574,0,0,0,0.090474847653711,0,0,0,0,0,0,0.0562115040265699,0,0,0,0,0,0,0.115701892303729,0,0,0,0,0,0,0,0,0.0123084180669648,-0.0176461423395252,0,-0.038288930469642,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525945917756176,0,0,0,0,0,0,0,0.430846682186146,0,0,0,0.178134986569885,0,0,0,0,0,0,0.198242238624608,0.0364332038505873,0,0,0,0,-0.0348459280873976,0.00329307230130257,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0946660418029978,0,0,0.0421942851999512,-0.0580576049794745,0.120024963784048,0,0.110936535943722,0,0,0,0.0170813247702475,0,0,0.231755242467906,0.012357109321953,0,0,0,-0.0141367395525675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842001949227099,0,0,0,0,0,0.00651652176160566,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0910547419305905,0.138825530695795,0,0,0,0,0,0,0,0,0.0582950943398406,0,0,-0.00452899161235927,0,0,0,0,0,0,0,0,0,0.0805176542910531,0,0,0.181554632286772,0,0,0.118565319181846,0,0.0192148004166053,0,0,0,0.0971242930525517,0,0.0244935605516617,0,-0.0922293556871331,0,0,-0.126938819403624,-0.00693647187680993,0.00492552669995727,0,0,0,0,0,0
X002304.SZ,0,0.181104103586805,0,0,0,0,0,0,0,0,0,0.382675828808775,0,0,0.0137604023466928,0,0,0,0.122421995263538,0.0241197927993343,0,0,0.149283505430802,0.0480972714632316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0159481579899505,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.109048621461482,0,0,0,-0.0757698512468588,0,0,0,0,-0.084889765486003,0,0.121097018303227,-0.0521343894394055,0,0,0,0,0.142645517893685,0,0,0,0.0188123514131462,0,0,0.070938714411169,0,0,0,0,0,0,0,0,0,0,0,0.149693529233324,0,0,0,0,0,0,0,0.101851609345581,0,0,0,0.0212974435195498,-0.0358462538192251,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0314114084296203,-0.116326073112019,0,0,0,0,0,0,0.395700417070112,0,0,0,0.0396718579722907,0,0,0.0906187373491995,0,0,0,0.0923729336504752,0,0,0.0304957167796639,0.210932853120907,0,0,-0.135388647897272,0,0,0,0,0,-0.024426988066419,0,0,0.0737352208564614,0,0.170876917534642,0,0,0,0,0,0,-0.00988573697598587,-0.0114981426511111,0,0,0,0,0,0
