,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X600809.SH,X000100.SZ,X600703.SH,X300003.SZ,X600271.SH,X002236.SZ,X002007.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600177.SH,X000977.SZ,X600498.SH,X002371.SZ,X600487.SH,X300146.SZ,X002506.SZ,X600066.SH,X600867.SH,X000050.SZ,X002241.SZ,X600183.SH,X600566.SH,X600522.SH,X600776.SH,X000066.SZ,X600118.SH,X600089.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.102135036451504,0,0.0151946194598025,0,0,0,0.215676028182727,0,0,-0.0426224203424802,0,0,0,0.0194102915582835,0.149818525778944,0.0805847355561606,0,0,0,0,0,0,0,0,0,0,0,0,0.101807302804504,0,0,-0.0137979109768445,0,0,0,0,0,0,0,0,0.0463267668958319,0,0,0,0,-0.0271377044303891,0,0,0,0,0.0151653648325077,-0.0402673015982843,0,0,0,-0.0182832383446035,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.221701058865928,0,0,0,0,0,0,0.325491044354922,0,0,0,0,0.148578497799047,0,0,0.0328660068016092,0,0,0.0870751689312117,0,0,0.0437305692941741,0,0,0,0,0,0,0,0,0.120247773873525,0,0,0,0,0,0,0,0,0,-0.014898596719537,0.0557216739269363,0,0,0,0,0,0
X000651.SZ,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.317564397067532,0,0,0.0593958910519113,0.00772060025065617,0.0391300633792982,0,0.0513801711125594,0,0,0,0,0,0,0,0,0,0.0666565931174474,0,0,0,0,0,0,0,0,0,0.0546609031113383,0,0,0,0,0,0.128436903392595,0,0,0,0,0,0,0,-0.0276194745111606,0,0,0,0,0,0,0
X600104.SH,0,0,0.0582488821332718,0,0,0,0,0,0,0,0,0,0.0409724943198605,0.123083050830947,0.146745466388467,0,0,0,0,0,0,0,0,0,0,0,0.0119602761010014,0.179124212564561,0,0,0,0,0.0460162742595471,0,0.0195295981077053,0,0,0,0.0355907593962539,0,0,0.0392638098423007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434777415636851,0,0
X600276.SH,0,0,0.146249287362262,0,0,0,0,0.00446379346735722,0,0,0,0,0.121435295698102,0,0.0292239712422245,0,0,0.0840500097262935,0,0,0,0.152875755755539,0,0,0,0,0,0,0,0.0415786752847386,0,0,0,0,0,0,0.0492094315043955,-0.133396736204468,0,0,0,0.0147842864090439,0,0,0,0.0522706353554895,0,0,0,0,0,0,0,0,0,0,-0.0198942215223459,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0502441329833221,0.0606649467126851,0.0646957022795099,0.270588156209829,0,0.100610686637332,0,0,0,0,-0.0601717654453309,0,0,0,0.324839993233632,0,0,0,0,0,-0.0423566244589951,0,0,0,0,0,0.10613551100354,0,0,0,0,0,0,0,0,0,0.0103849584579918,0,0,0,0,0,-0.0209423969845883,0.0182341678798822,0,-0.00118588474102906,0,-0.0513497335913899,0,0
X002304.SZ,0,0.212621384854752,0.187040296350499,0,0,0,0,0,0,0,0.0115238654255009,0,0.0320178237056595,0,0,0.184835268148465,0,0,0.100143350556797,0,0,0,0,0,0.0806828992528753,0,0,0,0,0,0,0,0.00929861397148391,0,0,0,0,-0.00643148876116113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236961028584651,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362108261054829,0,0,0.0793390780449309,0,0,0.140508410190986,0.0995291580961941,0.0369664216365683,0,0.153699298764782,0,0,0,0,0.139855368645829,0,0,0.137917277073003,0,0,0,0,-0.0311745317014869,-0.056206642983289,-0.0706857138661529,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0892082144265814,0,0,0,0,0.071415688455071,0,0,0,0,0,0,0.235468720771214,0.0351081844831198,0,0,0.0439056098746466,0,0,0,0,0,0,0,0,0.022769089475227,0,0,0,0,0,0,0,0.245919970617847,0,0.0982232178121658,0,0,0,0,0,0,0,0,-0.0651475648995616,0,0,0,0,0.0270889288008972,0,0
X000568.SZ,0,0.315601099971823,0,0,0,0,0,0,0,0,0,0,0.0367099512469404,0.190288640539086,0.0183647676550906,0.118521862434961,0,0,0.0824104224897427,0,0.0544650002521128,0,0,0,0,0,0,0.0494595327948358,0,0,0,0,0,0,0,0,0,0,0.00659762514355792,0.0454899371269436,0,0,0,0,0,0,0,0,0,0,0,-0.0200828005883988,0,0,0,0,-0.00762808959718006,0,0
X600031.SH,0,0,0.310106370682742,0.111616020316665,0.0534214419969174,0,0,0,0,0,0,0,0,0.161235322757427,0.00301385458795945,0,0,0.0703447940505976,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0292716434263188,0,0,0,0,0,0,0,0,0,-0.0986115818175221,0,0,0,0,0,0.204702356668473,0,-0.0127054116377224,0,0,0,0,0,-0.0150158455255525,0.109860240247066,0,0,0,0,0,0
X600690.SH,0,0.059407751145354,0,0,0,0.185827477971648,0,0,0,0,0,0,0,0.138256046597344,0,0,0,-0.0170653116801124,0,0,0,0,0.0589181782353354,0,0,0.045492996074631,0,0.147416307855342,0,0,0,0,0.0693018831803035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111479460775021,0,0
