,X600519.SH,X000858.SZ,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X000338.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X000596.SZ,X600271.SH,X600809.SH,X002236.SZ,X000661.SZ,X000625.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X300142.SZ,X000157.SZ,X600487.SH,X002007.SZ,X002456.SZ,X600498.SH,X002506.SZ,X600776.SH,X000977.SZ,X600066.SH,X000050.SZ,X600867.SH,X600177.SH,X002241.SZ,X002179.SZ,X600522.SH,X600089.SH,X002508.SZ,X300146.SZ,X600118.SH,X600566.SH,X002371.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200483568563778,0,0,0,0.16327736303693,0,0.0518377594847416,0,0,0,0,0,0,0,0,-0.0810023531457549,-0.00502373004875143,0.0393394691847384,0,0.048972882057493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287158051379689,0,0,-0.00441265799279496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00643047992686432,0,0
X000858.SZ,0,0,0,0,0,0,0.0132957235797039,0,0,0.220791393807813,0.18864893876033,0,0,0,0,0,0,0,0.0319858925152162,0,0.172381196944323,0.120179592713332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835613129647641,0.0922956749173896,0,0,0,0,0,-0.00686780694088475,0.0337383598053735,0,0,0,-0.0430808612891342,0,0
X600104.SH,0,0,0,0.240177542771853,0,0,0,0,0,0,0.108934922546955,0,0,0,0.139810536680812,0,0,0,0,0,0,0,0,0.0854320470385355,0,0,0,0,0,0,0,0,0,0,-0.0194585807709293,0.0992482262014984,0.057246279228091,0,0,0,0,0,0,0,0,0,0,0,0,0.121478976207068,0,-0.0341970737837794,-0.0289705057579366,0,0,0,0.0525690903339682,0,0
X000651.SZ,0,0.198599619396672,0,0,0,0,0.0873225520729558,0,-6.23086628572551e-05,0,0.104723284985845,0,0,0,0,0,0,0,0,0,0,0.0893888979429176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301411903195691,0,0,0,0,0,0,0.0475515184754666,0,0,0,0.0089009132105745,0.0468054014339364,0,0,0.0308658292516834,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0768748499132127,0.0367454163822563,0,0.10805788547158,0,0,0,0,0,0,0.288848584238125,0,0,0.0304352988573279,0,0,0,0,0,0,0,0,0,-0.00156904222384097,0,0,0,0.00476710550299105,0,0.0909867228100066,0,0,0,0.0432868787122095,0,0,0,0,0.0457701351595517,0,-0.0189323641088646,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0893638959200155,0,0,0,0,0,-0.374424530711801,0,0,0,0.31285341421725,-0.0338460003887726,0.107513717584137,0,0,0,0,0,0.476779035854279,0,0,0.0645459600233896,0,0,0,0,0,-0.021277520701641,0,0,0,0,0,0,0.0339711615687283,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0763718085036835,0,0.0312292046898119,0,0,0,0,0,0,0
X002304.SZ,0,0.0227524523438551,0,0.0174307969307653,0,0,0,0,0,0,0,0.07111039197243,0.0652551485178424,0.288504155967181,0,0,0,0,0.20156813251369,0,0.153810035535735,0,0,0,0,0,0,0.0425829487878554,0,0,0,0,0,0,0,0,0,0,0.00816152159199902,0,0,0,0,0,0,0.00391638877445094,0,0,0.00705718793738498,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.066751745747258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743110651987149,0,0,0,0,0,0.080608950632537,0.783901612298505,0,0.0793191678971254,0.0587476690208466,0,0.0320923513469342,0.00739272140816267,0,0,0,0,0,0,0,0,0,0,0,0,0.00511046553170762,-0.0691862797764383,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.115118201068822,0,0,0,0,0.191413384895437,0,0,0,0.0412590753156713,0.200907318401872,0,0.0452023617813545,0,0.0338887736389666,0,0,0,0,0,0.126303385039203,0,0,0,0.0308204624239803,0,0,0,0,0,0.141493291338328,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432619204300385,0.0178903573730587,0,0,0,0,0,0
X600690.SH,0,0.137948824983543,0,0,0,0,0,0,0,0,0.0423483273140241,0,0,0,0.134002045791204,0,0,0,0,0,0,0.099245815772779,0,0,0,0,0,0,0.0358719790411769,0,0,0.0851095318300517,0,0,0,0.0197405454171613,0,0,0.0560736974810237,0.0862011666041731,0,0,0,0,0.245328839395491,0,0,0,0,0,0,0,-0.0612279559976725,0,0,0,0,0,0
X000338.SZ,0,0,0.258392096706342,0,0,0,0,-0.0817058650633261,0,0,0,0.267218230735846,0,0.066538462389041,0.0741307170927554,0,0,0,0,0,0.0620215260042011,0.153334188496758,0,0.0260022651384092,0,0,0,0,0,0,0,0,0,-0.207425341586341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322805871481267,0.0799612599633465,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0503973339935383,0,0.26143224280532,0,0.0491898267157256,0,0,0,0,0,0,0,0,0.0684804020069801,0,0,0,0,0,0,0,0,0.303186459958519,0,0,0,0,0,0,0.0415122730942247,0,0,0,0,0,0,0,0,-0.0346898302765695,0,0,0,0,-0.0161355460611433,0,0,0,0,-0.0314988997024624,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0492802991769622,0,0,0,0.108541094663272,0,0,0,0,0.0635623503709772,0,0,0,0,0,0,0.0171254342287071,0,0,0,0.0579749217386179,0,0,0,0.000258524285767268,0,0,-0.0587834197343289,0,0,0.0396254958783377,0.029954453486957,0,0.161705887791011,0,0,0,0,0.0800618366710392,0,0.0789868698311786,0,0.198572852454403,0,0.0233848334065082,0,0,0,0,0,0,0
