,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X002456.SZ,X600118.SH,X600177.SH,X000157.SZ,X002085.SZ,X002292.SZ,X600372.SH,X300124.SZ,X000559.SZ,X002426.SZ,X002007.SZ,X600867.SH,X300003.SZ,X600089.SH,X000623.SZ,X002294.SZ,X600522.SH,X002180.SZ,X002506.SZ,X601877.SH,X000981.SZ,X002074.SZ,X600498.SH,X002508.SZ,X000869.SZ,X300136.SZ,X000050.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0881189211387462,0,0.017124458506179,0.343813725453202,0,0,0.0403390485876408,0,0.000217802166915818,-6.93889390390723e-18,0,0.0722301222938666,0,0,0,0.0433837963484682,0,0,0,0,0.0818120324572131,0,0,0,0,0,0,0,0,-0.0730674759987437,0,0,0,0,0.0223593798727136,0,0.00784449798120113,0,0,0,0,0,0.00585308084760206,0,0,0.0400504397290446,0,0,0,0,0.0267497506885817,0,0,0,0,0,0
X600104.SH,0,0,-0.00784555008829846,0,0,0,0,0,0,0.170711978907195,0,0,0,0,0,0,0,0.0312553790069143,0.133909722777387,0,0,0.0291532594718162,0,0.00451100910865635,0,0,0,0,0,0.0422033214975306,0,-0.103732020168346,0,0,0,0,0,0,0,0,0,0.119667561845981,0.120844436373544,0,0,0,-0.174750363420114,0,0,0,0,-0.0602479809406645,0.15084081479249,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.01726375444298,0,0,0,-0.0318577461986676,0,0,0,0,0,0.0089843240398014,0,0,0,0,0,0,0,0,0,0.0927694333440105,0,0,0,0,0.205102444325483,0,0,0,0,0.195016317089857,0,0,0,0,0,0.0422530603207609,0,0,0,-0.042429164259338,0.08934319477194,-0.0455691127218916,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.179140267793049,0,0,0,0.172385125483009,0.206419531838166,0,-0.0338378289492547,0.0868605331375988,0,0,0,0,0,0,0,-1.73472347597681e-18,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0698781985862771,0,0.0319757424885342,0,0,0.283389362512287,0,0,0.334640425126365,0,0,0,-0.0289431828167345,0,0,0.00529340477067026,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0238663579690641,0,0,0,0,0.052563212094808,0.0641960941282101,0.416998126244897,0,0.0246604092479322,0,0,0,0,0,0,0,0,0.0460504584386207,0,0.0623187149430273,0,-6.93889390390723e-18,0,0.05832372601642,0.0385901141066214,0,0,0,0,0,0,0,0,0,0.0130824708198386,0.0515585171238221,0,0.0603137994732518,0,0,3.46944695195361e-18,0,0,0.0498182363115254,0,0,0,0,0,0
X600276.SH,0,0,0.0407598834255794,0,0,0,0,-0.0115023955294099,0,0,0,0,0,0,0.00867571020779852,0,0,0,0,0,0,0.0264908001551828,0,0,0,-0.0301044152887651,0,0,0,0,0,0,0,0,0,0.0614595181822288,0.244087392276971,0,0.0270191157896707,0,0.101521647821575,0.225844510828293,0,0,0,0,0,0,-0.103514390221499,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.273329081769187,0,0,0,0,0,0,0.10684573616799,0,0,0,0.0188031139421198,0.0333821675709278,0,0,0,0,0,0,0,0,0,0,0.114624051072421,0,0,0,0,0,0,0,0.0627008399288033,0,0,0,0,0,0,0,0,0,0.0522581049026979,0.0185214767157451,0,3.46944695195361e-18,0,-0.0274911873105918,0.00431610515852052,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0179770369433031,0.070106852523391,0,0,0,0,0,0,0,0.0418860058308544,0,0,0,0.0356167344522566,0,0,0,0,0,0.000544289501020716,0.085885904221241,0,0,0.0592392456879526,0,0,0,0,0,0.0906076797853745,0,0.118959876267812,-0.0594609627299554,0,0,0,0.124455120022875,0,-0.0567611920580049,0,0,0,0,0,0,0
X000625.SZ,0,0.16179670937695,0.0562150885551149,0,0.120724230930194,0,0,0,0,0,0,0.163239879550802,0,0,0,0,0,0,0,0,0,-0.00907967460248656,0,0,0.0891274384540943,0.0068838726835355,0,0,0,0,0,0.199832211276252,0,0,0.0306205095223034,0,-0.232006061684419,0,-0.00555366094193699,0,0.0677412295057968,0,0.077865109568108,0,0,0,0,0,0,0,0.0510283957863294,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0258639507219112,0,0,0,0,0,0,0,0,0,0.0165458590976432,0.0224948751198076,0,0,0.159779176868442,0,0.0494630057155657,0.0151904060278491,0,0,0,0,0,0,0,0,0,0,0,0,0.161946946807437,0,0,0.233491205761498,0,0,0,0,0,-0.0232251584559036,0,0,0.113684986938613,0,-0.0767024226804143,0,0.0211445911022575,0,-0.0492852142649024,-0.0460822121371054,0,0,0,0,0,0
