,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X002475.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X002236.SZ,X600183.SH,X600703.SH,X000157.SZ,X000100.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X300124.SZ,X600271.SH,X002179.SZ,X000625.SZ,X002241.SZ,X600498.SH,X002463.SZ,X600177.SH,X002506.SZ,X002129.SZ,X600867.SH,X300014.SZ,X002049.SZ,X002008.SZ,X600066.SH,X300146.SZ,X600487.SH,X000050.SZ,X300136.SZ,X600776.SH,X002371.SZ,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.325760708966219,0.0354350106764259,0,0,0.178685624748475,0,0,0,0,0.0630147997280033,0,0,0,-0.0260537323612508,0,0.0220561231909603,0,0,0,-0.0780153327322689,0.0265782644557144,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356068950973702,0,0.0861688439344737,0,0.0519071568907414,0,0,0,0,0,0,0.0511877137424496,0,0,0,0,-0.0223739947549907,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0.0506327530903298,0,0,0,0,0,0.0865312512616059,0,0,0.292077257217092,0.159147902503479,0,0,0.0483312648248816,0,0.0871933180936234,0,0,0,0,0,-0.0121818268371831,0,0,0,0,-0.0317919808318919,0,0,0,0,0,0,-0.0997954759467326,0,0,0.00877750227009045,0,0,0,0,0,0,0,0,0,0,0.112239064891768,0,0,0,-0.0140026917237074,0,0,0,0,-0.0163848523658332,0,0
X000651.SZ,0,0.165638571739299,0,0,0,0,0.112246598330838,0,0,0,0.0933707296908384,0,0,0,0.146698282686441,0,0,0.112307313311101,0,0,-0.0458213813218987,0,0,0,0.0677067951880541,0,0.0148501583254071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184803360728302,3.46944695195361e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.193324035967178,0,0,0,0,0,0.119727668427424,0,0,0,0,0,0,0,0.135463841041907,0,0.130504980060546,0,0,0,0.0213251195013243,-0.0389040582323028,0,0,0,0,0,0.0613779556122967,0,0.145436512406678,0,0,0.211494883852959,0,0,0,0,0,0,0,0,0,-0.0252115765868067,0,0,0,0.0494299938773778,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172130359457616,0,0,0,0,0,-0.0918815130121689,0,0,0,0.0100204287555645,0.0823544838526895,0,0,0,0,0.195731263584595,0,0,0,0,0,0,0,0.140601903143187,0,0,0,0.0251022135492266,0,0,0,0.0477629599461643,0,0.0340043647297869,0,-0.127151543183542,0,-0.0141150605296466,0,0,0,0,0,0
X002415.SZ,0.0139638936734522,0,0,0,0,0,0,0,0,0,0.0659055867685977,0,0,0,0,0,0,0,0,0.663699355032704,0,-0.0407671627238321,-0.0403390026262413,0,0,0,0,0,0,0,0,0.261874380015844,0,0,0,0,0.0959973472272021,0.0348891219745774,0,0,0,-0.0489332424071867,0.0225779646374262,0.13618178891033,-0.0945194545708532,0,0,0,0,0,0,0.00389395031929153,4.33680868994202e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0708819213075705,0,0,0,0,0,0.130298732419551,0,0,0,0,0.224801790604647,0.0163387381549274,0,0.224755381805516,0,0,0,-0.0504909305855734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627808725974738,0,0.0381178127705473,0,0,0,0,0,0,-0.0189613791997692,0,0,0,0,0.105194563726282,-0.0342421787458641,0.0606912965916668,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.141332800155859,0,0,0,0,0.00369432705042918,0,0,0,0,0,0,0,0,0.015756718228362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635953610903711,0,-0.0190387870894816,0,-0.0512021040524273,0,0,0,0,0,0,0.457753828525645,0,0.0681250649293107,0.0296611523960562,0,0,0,-5.42101086242752e-20,0.0814006462106638,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0381830530034739,0.102229225200188,0,0,0,0,0,0,0,0,0,0.11317842194452,0,0,0,0,0.0487563372566745,-0.00457492638963025,0,0,-0.154648369293906,0,0,0,0.0174537177586501,0,0,0.0576559974287474,0,0.0561311285984532,0.113871631094028,0.105283606314913,0,0,0,0,0.2044398503645,0.150998798234961,0,0,0,0,0.0506367410807391,0,0,0,0,0,0,0
X000568.SZ,0,0.584749816315936,0,0,0,0,0.0881676303687638,0,0.0308903190250803,0,0,0,0,0,0,0.0584142572741635,0.179088590875321,0,0,0.0478003350505805,0.037523601562929,0,0,0,0,0,0,0,0,0,-0.0146010193088671,-0.0983931866630934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0915622846019381,0,0,0,0,0,0,0,0.107120705391894,0,0
