,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X600066.SH,X002292.SZ,X000559.SZ,X002236.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X002475.SZ,X601877.SH,X002129.SZ,X600177.SH,X000016.SZ,X000547.SZ,X600839.SH,X300124.SZ,X000568.SZ,X600435.SH,X002465.SZ,X300003.SZ,X600582.SH,X002294.SZ,X002074.SZ,X002276.SZ,X000066.SZ,X600252.SH,X002456.SZ,X000581.SZ,X000550.SZ,X000977.SZ,X002008.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.176744342140996,0,0,0,0,0.108407902580763,0,0.081512848009749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810641135610034,0.0410968605632745,0,0.0657777336190804,0,0,0,0,0,0,0,0.0153481136569634,0,0,0,0,0,0,0,0,0,0,0.0118658634073479,0,0,0,0,0,0.00297354394137209,0,0,0,0,0,0,0
X600104.SH,0.0313753810944601,0,0,0,0,0,0.336436599996193,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.118680400271496,0,0,0.0600178630840625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818455982731172,0,0,0,0,0,0.0208096985766849,0.0284069069006925,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0713149066162096,0,0,0,0,0,0.137735546076992,0.0245761807529491,0,0,0,0,0,-1.0842021724855e-19,0,0.134139008721208,0,0,0,0,0,0,0,0,0,0,0.053114721399883,0.395554264636705,0,0,0,0,0,0,0,0,0,-0.02150882400414,0,0,0,0,0,0,-0.0275827529243356,0.00631120055269041,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.0211598090187209,0,0,0.0266204114501061,0,0,0,0.0610964483331117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181422652484008,0,0,0,0,0,-3.46944695195361e-18,0.146038795313784,0,0,0,0.083752654684489,0.0230867516559753,0,0,0,0,0,0.0745998448393855,0,0,0,-0.034988175537272,8.67361737988404e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0830114012401427,0,0,0,0,0,0,0,0.0919424096372736,0.190286849323972,0.0698131007106754,0,0,0,0.0970929738789062,0,0,0.0986612558084261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628152944557577,0,0.0652361743939014,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.23528368445646,0,0,0,0,0.0395941338944362,0,0,0,0,0,0.00683507930525919,0,0,3.46944695195361e-18,-0.0557167548724002,8.67361737988404e-19,0,0,0,0,0,0,0.200743353391636,0,0,0,0,0.542107688678674,0,0,0,0,0,0,0,0,0,0,0,0.0111469754263341,0,0,0,0,0,0.00340003462578081,0,0,0,0,0,0
X002304.SZ,0,0.234553739760952,0,0,0,0.401853440917686,0,0,0,0,0,0,0.0293736303947132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291151545399868,0,0,0,0,0,0.0312340972319812,0.0397624591303307,0,0,0,0,0,0,0,0,0,-0.0434530939212969,0.0089054639971558,0.0303940929661896,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0161666905299565,0,0.08678511649161,0,0,0,0,0.047848627564778,0,0.147943861619499,0,0,0,0,0,0.0871539499567905,0.144302627794398,0,0,0,0.134322771329056,0,0,0,0,0.0540628314446491,0,0,0,0,0.0128783317038483,0,0,0,0.0806067772148669,0,0,0.0555009963880267,0,0.0109414326419889,0,0,0,0.0159891749895901,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.212926089279049,0,0,0,0,0,0,0,0,0,0,0,0.0733389658596524,0.260273877501862,0.139774921456056,0,0,0,0,0,0,0,0.0211431334665995,0,0,0.00764008432722265,0,0,0,0,0,0,0,0,0,0,0.00424874434433064,0,0,0,-0.00572686988629349,-0.0276596406503149,0,0,0,0,0,0
X000625.SZ,0,0,0.0711260845976411,0,0,0.0439944243458759,0,0.037599302392929,0.00348380734622526,0,0,0,0,0,0.111812463153276,0,0.0817550706386041,0,0,0,0.0197812610624666,0,0,0,0,0.232617347786016,0,0,0,0,0,0,0,0,0.0791710686332797,0,0,0,0,0,0,0,0,0,0,0,0.0398022702784096,0,0,0,0,0,0,0,0,0,0,0,0
