,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X600487.SH,X002008.SZ,X002241.SZ,X600066.SH,X601877.SH,X300136.SZ,X000100.SZ,X600809.SH,X300124.SZ,X600522.SH,X002508.SZ,X300003.SZ,X002294.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X002129.SZ,X000596.SZ,X600177.SH,X600699.SH,X000157.SZ,X600584.SH,X000661.SZ,X002049.SZ,X600118.SH,X300142.SZ,X000050.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.204236129536244,0,0,0,0.0199028986864231,0,0,0,0,0,0,0,0,0,0,0,0,0.17247623686084,-0.0764339072684715,0,-3.46944695195361e-18,0,0,0,0,0.0370554586747658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355706484355596,0.0791581545526944,-0.000477387603441635,0,0,0.20472560362108,0,0,-0.0429033030105527,0.0754128814816094,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.111960581538973,0,0,0,0,0,0,0,0.266294588215792,0,0,0,0,0,0.126121721797483,0,0.0332847015895567,0,0.0162991413446543,0,0,0.144075292848006,0,0,0,0,0,0,0,0.0903362605420146,0,0,0,0,0,0,0,0,0,-0.116640909423237,0,0,0,0,0,0.0485726573529838,0,-0.0488979633396505,0.0506040860861907,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.00821210380729255,0,0,0,0,0.0397037357052001,0,0,0.024252847082062,0.268105609381057,0,0,0,0,0.159015033129656,0.325779166773194,0,0,0,0,0,0,0.0515875297222693,0,0.0489229707960506,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0286690056049261,0.0331274297619843,0.0403527126910149,0,0,0,0,0,-0.0218926610823138,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.056810562643302,0,0,0.112333897571805,0,0,0,0.194358867895105,0,0,0,0,0,0,0,0.0183990315817641,0.0211241739551724,0,0,0,0,0,0.278476564012914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782961812032475,0,0,0,0,0,0,0.0758094172643851,0,0,0,0.00334421048417023,0,0,0,0,0,0
X000651.SZ,0,0.181726400244676,0,0.0900809321172087,0,0,0,0,0.0283903665815371,0,0,0,0,0,0,0,0,0,0,0.00994261974677328,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0985109022784311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710454488539743,0,0,0,0.000565688840903885,0.0104972407526307,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-6.93889390390723e-18,0.401257716007672,0,0,0,0,0.095255559600867,0,0,0,0.043759733508362,0,0,0,0,0,0,0,0,0,0,0,0,0.26884392566698,0,0,0.300084924111216,0,0,0,0,0,0.288649079534137,0,0,0,0,-0.0170120988139214,0,0,0,0.23936689973657,-0.00351637811195642,-0.129069726095169,0,0.0240713860620116,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0397959195195761,0,1.73472347597681e-18,0.0205917686254314,0,0.119841948949364,0,0,0,0.168720273067167,0,0,0,-0.215453436564417,-1.38777878078145e-17,0.0346197446960987,0,0,0,0,0,0.129472703237575,0.136200716052825,0,0,0,0.0792039353873202,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049420732176287,0,0.103351182165268,0,-0.0850642528381833,0,0,0.00695901442599481,0,0,0,0,0,0
X002304.SZ,0.212562402565881,-0.0282495809489756,0,0.138373844729234,0,0,0,0,0,0,0,0.337547700513642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228991472461985,0,0,0,0,0,0,0,0.0951597180387059,0,0,0,0,0,0,0,0,0,0.10031796223618,-0.0208929490718455,0,0,-0.0507234823238608,0,0,-0.0505288399976364,0.0515012822295553,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.428658745044794,0,0,0,0,0,0,-0.0422110889907602,0,0.197103377055042,0,0,0,0,0,0,0,0.00241248072889427,0,0,0,0,0,0.330495175031697,0,0,-0.0610679604500465,0,0,0,0,0,0.0962229891305463,0,0,0,0,0,0.138767231513379,0,0.146801105879366,0,0,-0.0425657122573694,0,0,0,0.00327304467445573,-0.0282858298778128,0,0,0,0,0
X600690.SH,0,0.0099084608691548,0,0,0.100801505262738,0,0,0.110719213443664,0,0,0.0615039555996016,0,0,0,0.0966805135166379,-0.148940172173583,0,0,0,0,0.119944450946992,0.133100906027823,0,0,0,0.100516675886696,0,0,0.226060654346377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166513888183159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.0263535333312326,0,0,0.124829414888999,0.0299681255602139,0,0,0.288735459387511,0,0,0.0872552252899422,0,0,0,0,0,0,0,0,0,0,0.143594879677722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244817131412353,0,0,0,0,0,0,0.264621935473749,0.0851999305448292,0,0,0,0,0,-0.0318982428025403,1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0,0,0.00128895423323095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175889144597296,0.209472561829001,0,0,0.026548863422148,0,0,0.110066109992722,0,0,0,0,0,0,0,0,0,0,0.0153774914264361,0,0.168227391510059,0,0,0,0,0,0,0,0.00516479524652411,0,0,0,0.00442788681051099,0.0141707915058724,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.188604564330178,0,0.00109236803254327,0.077909121701448,0,0,0,0,0,0,-0.0971716302393064,0,0,0.163226328566795,0.149649571420129,0,0.00382471389577232,0,0,-0.0243605075796365,0,0.116961066443443,0,0,0,0,0.0390565963002583,0,0,0,0,-0.166876648331767,0,0,0,0,0.0283009020647511,0,0,0,0.0156548924476747,0,0,0,8.67361737988404e-19,0.0143978405629806,0,0,0,0,0,0
X002475.SZ,0,0.0313385837907121,0,0,0.0639624256076174,0,0,0,0.112783048595303,0,0,0,0,0,0,0,0,0,0.127109203671191,0,0.248808661655065,0.0454283968044761,0,0,0.105099868516385,0,0,0,0.00121131128237739,0,0,0,0,0,0,0,0,0.0473193287409554,0,0,0,0,0,0,0.0310265126596656,0,0,0,0,0,0,-0.00975838263511495,0,0,0,0,0,0,0
X002236.SZ,-0.0320503501440874,0,0.419064906907926,0,0,0,0,0,0.0745847355026774,0.0545921562263412,0,0,0,0,0,0,0,0,0,0.168637539534507,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.035009819601434,0,0,0,0,0,0,0,-0.10100336804237,0,0,0,0.0176583929505806,0,-0.125903054529543,0,0,0,0,0,-0.0162754675683802,0.0279346693161854,0,0,0,0,0,0
