,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002129.SZ,X002241.SZ,X002236.SZ,X600372.SH,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X002463.SZ,X600522.SH,X002028.SZ,X601799.SH,X600183.SH,X000800.SZ,X000921.SZ,X600066.SH,X002074.SZ,X002007.SZ,X600460.SH,X002223.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.041776269280564,0,0.403316657048015,0.0960369577786434,0.0305533984985764,0,0,0,0,0,0.0276475225391919,0,0.0349899497601704,0,0,0,0,0,0,0,0,0,0,0,0.0534590909735865,0,0,0,0,0,0,0,0,0,-0.0151753743852004,0,0,0.103901948066383,0,0.0183199445102312,0,0,0,0,0,0,0,-0.00660116871934375,0,0,-0.0134125512184303,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.384677947827888,0,0.192234459594288,0,0,-0.0112048506655329,0,0,0,8.67361737988404e-19,0,0,0.0405315990789259,0,0.0518066874999917,0.0262249322141007,2.16840434497101e-19,0,-0.020755771269739,0,0,0.0671651704309001,0,0,0,0,0,0,0.0355597567800136,0,0,0,0.028032631070616,-0.089118370483243,0,0,0,0,-0.0606584306289116,0,0.00812230065075052,0,0,0,0,0.00777563957724079,-0.00611938337964185,0.00263310149338599,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0785014702989312,0,0.260112200706961,0,0,-0.0360341957624825,0,0,0,0,0.291665938381038,0,-1.73472347597681e-18,0,0.117531684653161,0,0,0,0,0,0,0,0,0,0.0486403994090324,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0271035004587479,0,0,0,0,0,0,0,-0.00992534895119582,0.0101914054219493,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0762912786459448,0,0,0,0,0,0,0,0.16331881443953,0,0,0,0,0,0,0,0,0,0,-0.0690305979901794,0,0,0,0.419716550421408,0,-0.0739299359287476,0,0,0,0.0900125562406822,0,0.0508270841553474,0.0804862660939255,0,0,0.115918686138184,0,0.101393313259156,0,0,0.0558574806410965,0,-0.0321441778250876,-0.01524200685019,-0.00016971447212386,0.06143235289638,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.429497634223709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396815145212297,0.0918942524481371,0.0694155886048417,0,0,0,0,0.0746191368134137,0,0,0.0318082490524723,0,0,0,0,0,0,0.0179750624439602,0,0,0.0618453512478872,-0.145152885037935,-0.0612533720205262,0,0,0,0,0,0,-0.026314337427307,0,0,-0.0149037473593664,-0.00305374033193874,0.0648637705034435,0,0,-0.0387173903244001,0,0
X000568.SZ,0.0986496730246077,0.691925885383306,0,0,0.169079657660083,0,0,0,0,0,0.0970439378094932,0,0,0,0,0,0,0,0,0,0.0809688373271006,0,0,-0.116531052894608,0,0,0.0709105253127743,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0414356435016734,0,0,0,0,0,0,0,0,0.00700390840281754,0,0,0,0,-0.0163046256289495,0,0
X002475.SZ,0.183130815147261,0,0,0,0,0,0,0,0,0,0,0.0188604433954211,0,0,0.105212528731311,0,0,0,0.0426107121663037,0,0.0379028977846493,0.00781819702047166,0,0,0,0,0,0.290601814376603,0,0,0,0,0.109051795664929,-0.112551832333596,0,0,0,0.00496984458777878,0,0,0.0662375782043129,0.0249589360289535,0,0,0,0,0,0,0,0,0,-0.083984476674746,0.0477449448299421,0,0,0,0,0,0
X600690.SH,0,0.128824443953036,0,0,0,0.243367686541662,0,0,0.14719874877349,0,-0.0340412015349141,0,0,0,0,0,0.109902549461906,0,0,0,0,0,0,-0.014680486768291,0,0,0,-0.0323391388469934,0,0,0,0,0,0,0,0,0,0,-0.0195648189596359,0,-0.00625412040495702,0,0.0441076109890599,0,0,0,0,0,0,0,0.000406306978749414,0,0.0216582804789549,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0287641209624503,0.474432285724125,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290023043446802,0,0,0,-0.153548245220063,0,0,0,0.378105194707086,0,0,0,0,0.125529175248121,0,0,0,0,0,0,0,0.0397330199096648,0.45506580945949,0,0,0,0,0,0.00669763369602396,0,0,0.0726113573325379,-0.0473304704496453,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606050738623575,0,0,0,0,0,0,-0.0912998740875748,0,0,0.102290308322525,0,0,0,0,0,0,0,0,-0.00669173731546048,0,0,0,0,0,0,0,0,0,0,0,0.238769340128003,0,0.154595208826405,0,0,0.0787814990895374,-0.0360285307370253,0.020576473374533,0,0,0,0.105820018390931,0,0
