,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600118.SH,X000559.SZ,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X002292.SZ,X000157.SZ,X002241.SZ,X600741.SH,X002475.SZ,X600089.SH,X002236.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X300003.SZ,X002506.SZ,X600177.SH,X000568.SZ,X600839.SH,X002129.SZ,X002074.SZ,X002294.SZ,X600867.SH,X000977.SZ,X000547.SZ,X002276.SZ,X000869.SZ,X600498.SH,X002008.SZ,X000800.SZ,X300146.SZ,X600582.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0165059347482145,0,0,0,0.273366437943779,0,0.197269823726264,0,0,0,0,0,0,0,0,0,0,0,0.0412065962925093,0,0,0.030927570107836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822496200212316,0.0857108841799206,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0882059115672107,0.406700676021408,0,0,0,0,0,0,0,0.0386610391642527,0.0599753615284563,0,0,0,0,0,0.191780654707065,0,0,0,0,0,0,0.0536890039878279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126495966419221,0,-0.0139730750320505,0.00550730600923497,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0473796648236271,0,0,0,0,0,0,-0.161751070384373,0,0,0,0,0,0,0.21326579498881,0,0.237195621497927,0,0.0255755682875709,0,0,0,0,0,0,0.0846085589411652,0,0,0,0,0,0,0,0.0157084327582754,0,0,0,0,0,-0.0068059999772804,0.0936357381061003,0,0,0,0.0487755618540335,0,-0.0525579217618014,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0265440944197767,0.00205394889305346,0.0746553185338684,0,0.180531776529165,0,0.136896300893056,0,0,0,0,0,0,0.170994155729642,0,0,0,0,0,0,0,0,0,0.0439340258767972,0,0,0,0,0,0,0.00791176966915234,0,0,0,0,0.100164641361637,0,0.0262125025918356,0,-0.0248650692378926,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0314154634983107,0,0,0,0,0,0,0.0337051648531655,0,0.189258418412759,0,0,0,0,0,0,0.0137928830997423,0,0,0,0,0,0,0,0,0.24810894535193,0.0108182346933817,0,0,0,0.00770856873899123,0,0,0,0,0.052486018407702,0,0,2.16840434497101e-19,0.177551482185808,0.00737283132419987,0,-0.0154873359599867,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203548566517665,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,-0.0459111431416313,0.196040460914643,0,0,0,-0.0813048567378632,0,0.154714911461166,0,0,0,0.0546843777093891,0,0,-0.0552237524291145,0.113555201674609,0,0,0,0,0,0
X000858.SZ,0.0354096590725123,0.0530214284717633,0,0,0,0.22927768933055,0,0.152323808639722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195491738839043,0,0,0.0288499289110979,0,0,0,0.095885134100324,0,0,0,0,0,0,0,-0.0883369007619568,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160420671397602,0.064943337910414,0,0,0,0.279484631065898,0,0,0.0272547029542339,0,0,0,0.0491484522807951,0,0,0.355036004839769,0,0,0,0,0,0,0,0,0.0618029652495776,0,0,0,6.93889390390723e-18,0,0,0,0.00566480072487009,0,0,0,0,0,0,0
X000625.SZ,0,0.0383564777044297,0,0,0,0,0,0.0264382634765289,0,0,0,0,0,0,0.0322374889607114,0,0,0,0.00302016841246974,0,0,0.156268598936888,0.332726190846876,0,0,0,0,0,0,0,0,0,0,0,0.147234792854419,0,0,0,0,0,0,0.0182576513655725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.146561496945266,0,0.17832939283288,0,0.039704948198505,0,0,0,0,0,0,0.140232254831555,0,0.0401866935220331,0,0,0,0,0.0094291830556174,0,0,0.0120982885067641,0,0,0,0,0,0.0111489470976808,0.00310982582110603,0,0,0.0580215697151813,0.225855865919963,0,0.0307906366943766,0,0,0,-0.00199482629470488,0,0,0,0,0,0,0
