,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X002475.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X600703.SH,X002241.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X601877.SH,X002007.SZ,X002463.SZ,X000157.SZ,X000066.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X002008.SZ,X600867.SH,X000977.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X002506.SZ,X300136.SZ,X600498.SH,X002049.SZ,X600177.SH,X002456.SZ,X600066.SH,X002180.SZ,X600487.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.419407923084549,0,0,0.0332755812364762,0,-0.00342918258790834,0,0,0.135157507267944,0,0.110498982854424,0,0,0,-0.1097782305857,0,0,0,0,0.0149666933842624,0,0,0,0,0,0,-0.0407765253536742,0,0,0,0,0,0,0.0224221914670165,0,0,0,0,0,0,0,0,0,0,0,0,0.0600373892151507,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0564321995736408,0,0.327264841512681,0,0,0,-0.0392983421477087,0.321057289309688,0,0,0.134268350286138,0,0.02702840310485,0,0,0,0,0,-0.0910639931631881,0,0,0,0,0,0,0,0,0,0,0.0281931574252507,0.0827017967423953,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101432344277928,0,0,0,0.00445511582567598,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.133502487498793,0,0.185237030113186,0,0,0,0.0909608058270102,0,0.0801417673875359,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0207912734500882,0,0,0,0,0,0,0,0.0921869248442387,0,0,0,0,0,0,0,0,0,0.000482553839871214,0,0,0,0.00784827107864878,0.195390181151772,0,-0.014972440025919,0,0,0,0.0126421525063115,0,0
X000651.SZ,0,0,0,0,0.0824660556725143,0,0,0,0,0,0,0,0,0,0,0,0.200938920531394,0,-0.04116131680338,0,0,0,0,0,0,0,0.171927348021051,0,0,0.107121651612945,0,0,0,0,0,0.113929360487555,0,0,0.0104607955181852,0.0107607224191746,0,0,0,0,0,0,0,-0.0323210339272779,0,0,0,-0.00617290143104889,0,0,0,0,0.0147013283783038,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0710813310729506,0.0783276425010176,0,0,0.171090011150207,0,0,0.0139847664967235,0,0.0126778862797038,0,0,0,0.103205566628831,0.230663675419976,0,0,0.0134842716464573,0,0,0,0,0,0,0,0,0,-0.00264367865874429,0,0,0,0.0480581054310439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280484270664338,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576197758852949,0.0715224813227749,0,0,-0.0444271093781968,0,0,0,0,0,0,0.0690184692412821,0,0,0,0,0,0,0,0,0.0482742244411148,0,0,0.227352011892454,0,0,0,0.00419557072304605,0,0,0,0.0136790193405884,0,0,0.0202916852862661,0,0,-0.00293012606609557,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.016818368826155,0,0,0,0,0,0,0,0,0,0.170331568305721,0,0,0,0,0,0,0,0,0,0,0.0992948253322669,0,-0.0184804211036587,-0.19475600102402,-0.200640861025266,0,0,0,0,-0.0843462654286956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419290696174009,0,0,0,0,0.192131743769979,0,0
X002304.SZ,0,0,0.0702980035638538,0,0,0,0.146403569936635,0,0,0,0.0417539426931882,0.0755606935797188,0,0,0,0.0125396167352528,0,0,0,0.254055037483555,0,0.0179977054017409,0,0,0,0,0,0,0,-0.0707164786509578,0,0,0,0,0.153429815389373,0.0488745313893486,0,0,0,-0.0148697248989586,0,0,0,0,0,0.00367229693942365,0,0,0,0,0,0,0,0,0,0,-0.00839669835224056,0,0
X000063.SZ,0,0.023765981958471,0,0.194883722394221,0.216434770406471,0,0,0,0,0,0.0246402927516781,0,0,0,0,0,0,0,0,0,0,0,0.253621229919902,0,0,0,0,0,0,0,0,0,0,0,-0.0605306202914952,0,0,0,0,0,0,0,0,0,0,0,0,-0.166633815171941,0.497603670127374,0.271728766787115,0,0,0.0823613286673386,0,0,0,-0.0742598996289496,0,0
X002475.SZ,0,0.145682068345176,0,0,0.158738055010351,0,0,0,0,0,0,0,0.114961754406512,0,0,0,0,0,0,0,0,0,0.0638221337253306,0.0248799515050883,0,0,0,0,0,0.0967935283046129,0,0,0,0,0.258428620555487,0.125841072586918,0,0,0,0.0660998473200189,0,0,0,0,0,0,0,0,0,-0.0564379754751661,0,0.0114504374777509,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0165084135353882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10340486494521,2.16840434497101e-19,0.0637690111054896,0,0,0,0.110319336450279,0.0797990247910698,0,-0.0118162275928341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188399810673744,0,0,0,0,0,0,0,-0.0672193347222311,0.125236645511861,0,0,0,0,0,0
X000568.SZ,0,0.593582496943559,0,0,0,0,0,0.204351748573435,0,0,0,0,0,0,0,0,0,0.139639247185627,0,0.175069432326039,0,-0.0450991239451161,0,0,-0.0844001256359932,0,0,-0.0224060350032385,0.0484869728920408,0,0,0,-0.162520800263143,0,0,0,-0.0137849982504943,0,0,0,0,-0.086474333288977,0,0,0,0,0,0.0771154129976217,0,0,0,0,0,0,0,0,0.0137703078222076,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0878597571097457,0,0,0,0,0.103275815301134,0,0,0.116957185284288,0,0,0,-0.0387590092836184,0,0,0,0,0,0.0546419461322006,0.176014198137183,0,0,0.061559216431364,0,0,0,0,0.0582556699851959,0,-0.0449938530920724,0,0,0,0,0,0,0,0,0,0,0,0,0.0176472072071076,0,0,0,0,-0.0223937188462935,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.101480147241926,0,0,0,0,0,0,0.051326861119296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142451066733298,0,0.123156256978845,0.00859412641037135,0,0,0.0131064043719208,0,-0.151743666713814,0,0,0,0,0,0.0876774254692912,0,0,0,0,0,0,0.008097513503296,0,0,0,0.0158906145856019,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163511183765294,0,0,0,-0.00321591664629595,0,0,0,0,0.142108510257965,0,0,0.0302173129060365,0.175818423380875,0,0,0.0313062790712812,0,0,0.106200715854276,0,0,0,0,0,0,0.0514913796977065,0,0,0,0,0,0,0,-0.0203794441881597,0,0,0,0,-1.0842021724855e-19,0,0
X600741.SH,0,0,0.0945365416012415,0,0,0.422905676014697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162694092125435,0,0,0,0.0810005443573064,0,0,0,0.0436845949595807,0,0,0.0897303041350342,0,0,0,0,0.0780345674295121,0,0,0,0,0,0,0,0.215249507717624,0,0,0,0,0,-0.135435329391096,0,-4.33680868994202e-19,0,0,0.495803997667668,0,0.0478550548147381,0,0
X600809.SH,0,0.38918789887603,0,0,-0.0251816087966509,0,0,0,0,0.000887125737672967,0,0.0489673629726967,0,0,0,0,0,0,0,0.124351079352772,0.0737535643006363,0,0,0,0,-0.166011999578422,0,0,0,0,0,0,0,0,0.00219036215464125,0,0,0,0,0,0,0,0,0,0,0.127059630491129,0,0,0,0,0,0,0.00303539735336617,0,0,0,0.0212229631958538,0,0
X000661.SZ,0,0,0.235998235953364,0,0.20719011464007,0,0,0,0,0,0,0.0518242670209254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17987013987194,0,0,0,0,0,0,0,0.0221264512685073,-0.0663213932467943,0,0,0.0142990089555154,0,0,0,0,0,0,0,0,0,0,0,0,0.0316758096219806,0,-0.0319927282363564,0,0,-0.0987865916269552,0,0
