,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X000157.SZ,X600271.SH,X300124.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X002008.SZ,X300142.SZ,X600498.SH,X002506.SZ,X002179.SZ,X600177.SH,X000625.SZ,X000977.SZ,X600487.SH,X002371.SZ,X600066.SH,X600776.SH,X600867.SH,X600183.SH,X600522.SH,X000050.SZ,X300146.SZ,X002049.SZ,X000066.SZ,X002129.SZ,X600118.SH,X600089.SH,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.144435994883134,0,0,0,0,0,0.124485610847199,0,0,0,0,0,0,0.0578070848665906,0.0888608131334364,0,0,0,0,0,0,0,0,0,0,0.00456032195360759,-0.0376407644723634,0.0824647944864693,0,0,0,0,0,0,0,0,0,0.0268481715659973,0,0,0,0,0,0,-0.0406571474708125,0,0,0,0.116215637272969,0,0,-0.0518108127131918,0,0,0,-0.0215871963289302,0,0
X000858.SZ,0,0,-0.0549010727290252,0,0,0,0,0,0,0,0.0319018518024187,0,0.357505749128195,0,-0.0162879916167267,0,0,0,0.283215860582552,0,0,0,0,0,0,0,0,0,0.146332211545777,0,0,0,0,0,0,0,0.040838033512485,0,0,0,0,0,0,0,0,0,0,0,0,0.0983715818421279,0,-0.054455956208957,0.00748353567646348,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0647952584090151,0,0,0.273055614722948,0,0,0,0.0630065297964068,0.0232623111977355,0.080650581619657,0.128823502779224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915288505285086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504612672869839,0,0,0,0,-0.00483328318373775,0,0
X600104.SH,0,0,0.130810684044773,0,0,0.0695868900635238,0,0.00778099562323419,0,0.0315533540243349,0,0.0470278582956829,0,3.46944695195361e-18,0.0301965493946614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110077019616524,0,0,0.00754784971048203,0.103220490596309,0,0,0,0,0,0,0,0.117750937965123,0,0,0,0.0477302442215666,0,-0.0203399771309282,-0.00461231456384776,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123509869202676,0.0385608078620621,0,0.152295976752847,0,0,0,0,0,0,0,0.132596254561969,0,0,0,0.233818988333075,0,0,0,0,0,0,0,0,0,0,0.0200955905267561,0,0,-0.0199400378598516,0.0176392135812225,0,0,0,0,0,0.0380954170625044,0,0,0.0128894732325204,0,0,0,-0.00582198167247252,0,0
X002415.SZ,0,-0.0852978060831979,0,0.0224113016574139,0,0,0,0,0,0,0,0.0154141081130831,0,0.187039711065074,0.135344123440023,0,-0.0673202311838978,0,0,-0.0346641682077185,0,0,0,0,0,-0.0184473603462532,0.594205872572244,0,0,0,0,0,0,0,-0.163091180500772,0.0717811574561611,-0.0298071932766115,0,0.102850733598398,0,0,-0.0063687018828072,0,0,0,0,0,0,0,0,0,-0.0115573703287473,0,0,0,0,-0.0307912203574,0,0
X002304.SZ,0,0.238872661807218,0.12724354016902,0,0,0,0,0,0,0.0268612025753461,0,0,0,0,0,0.165037255378079,0,0,0,0,0,0,0,0.0643244186509813,0,0.13870607690483,0,0,0,0,0,0,0,0,0.00898936681981604,0.0728449989379392,0,0,-0.0411216799835851,0,0,0,0,0,0,0,0.0315847394810566,0,0,0,0,-0.00751283473394159,-0.038842896395465,0,0,0,0.0175039907889386,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836413037233078,0,0,-0.0652548525310267,0,0,0,0,0,0,0.269161791199238,0,0,0,0,-0.0755543666405611,0.0431744516943867,0.175341701303773,0,0,0,-8.67361737988404e-19,0,0,0,0.180953516079574,0,0.260072967444038,0,0,0,0.145005337875544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954012012002142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190555404811717,0.0541391945628138,0.0751972828272843,0,0,0,0,0.0236744552279315,0,0.0826760252527927,0,0,0.20094499215749,0,0.051789042577055,0,0,0,0,-0.104263145232882,0,0,0,0,0,0
X600031.SH,0,0.011853369876712,0.256216972036309,0.204141081008021,0.0392431487547168,0,0,0,0,0,0,0,0.236013644509343,0,0,0,0.193161111179771,0,0,0,0,0.122890135114834,0,0,0,0,0,0,0,0,-0.0603414948918325,0,0,0,0,0,0,0,-0.0727229492604904,-0.0277149778806236,0,0,0,0,0,0,0,0,0,0,0,-0.0362865837192416,0.0690987037142344,0,0,0,0.023470495967612,0,0
