,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X300003.SZ,X000157.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X600177.SH,X000625.SZ,X002371.SZ,X600776.SH,X000977.SZ,X600498.SH,X000066.SZ,X600487.SH,X002506.SZ,X600183.SH,X300146.SZ,X000050.SZ,X600066.SH,X600867.SH,X002129.SZ,X600522.SH,X600118.SH,X002049.SZ,X600566.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0294945961456761,0,0,0,0,0,0.209893511741536,0,0,0,0,0,0,0,0.107992297871264,0,0,0,0,0,0,0,0,0,0.0572808768868664,0.137685696730895,0,0,0,0,0,0,0.0137039588153864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202700768473463,0,0,-0.0353183357500985,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.163163814304596,0.340665335174396,0,0,0,0,0,0.158711008536917,0,0,0,0,0,0,0,0.153695863000879,0,0,0,0,0,0.113952046968579,0,0,0,0,0,0,0.0168849031249616,0,0,0,0,0,0,0,0,0,0,0,-0.0461446473410212,0.0166189359470412,0,0,0,0,0,0
X000651.SZ,0,-3.46944695195361e-18,0,0,0,0,0.147026498559056,0,0,0,0.211457292649635,0,0,0,0.188153637253138,0.0737845966260779,0,0.105313664729191,0,0,0,0,0,0,0,0,0,0,0,0.0500909511911799,0,0.0167132010419601,0,-0.0531371980660217,0,0,0,0,0.0633822534595986,0,0,0,0,0,0,0,0,0,0.00317448660044087,0,0,-0.0579912000403039,0,0,0,0,-0.0152489891416174,0,0
X600104.SH,0,0,0.144993061869068,0,0,0.082873154033679,0,0,0,0.0153290172816952,0,0,0,0,0.0270305362196289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327113506834052,0,0,0.0653741625995496,0,0,0.0891147416707312,0,0.0611281536991661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240691318883628,-0.00919670637990712,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207014973158791,0.125095242554296,0.137232020350499,0,0.0405167957123639,0,0,0,0,0,0,0,0,0,0,0.096226467069265,0,0,0,0,0.0543973922331335,0,0,0,0,0,0,0.0112328405194544,0,0,0,0,0,0,0,0,0,0,-0.00841811538103051,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0130325305585942,0,0.0963840810382291,0.126323762831951,0,0,0,0,-0.0134364355179419,0,0,0,0,0,0.332349998353182,0,0,0,0,0,0,2.16840434497101e-19,0,-0.0394301648987715,0,-0.00100051866554555,0.203991367729202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518079000527519,0,0
X002304.SZ,0,0.171455866658287,0.191790116062963,0,0.0366405891502283,0,0,0,0,0,0.0407760846257172,0,0,0,0,0.187281204423719,0,0,0.0836161582648505,0,0,0,0,0,0.115030520773844,0,0,0,0,0,0,0,0,0,0.0199922631975946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218521776515737,-0.0219878827403726,0,0,0,0.0055273832692338,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135524234626774,0,0,0,0,0,0,0.137702103881997,0,0,0,0,0.016389038122443,0,0.157925938146654,0,0,0,0,0.0647224449059715,0.199032454407127,0,0,0,0,0.0845883421308697,0.173383090616153,0,-0.0931095070660856,0,0,0,0,0,0,0,0,-0.0790940530530673,0,-0.109148119540416,0,0,0,-0.0109644459794228,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476502870796529,0,0.200818356091774,0,0.0356789934601516,0,0,0,0,0,0,0,0,0,0,0,0.0322955486393943,0,0,0.0294544932224088,0.0291044966274356,0,0.215557186010835,0,0.186508072742282,0,0,0.111472605222534,0,0,0,0,0,0,-0.0303324771279217,-0.00299159259062187,0,0,0,0.0364709068590875,0,0
X000568.SZ,0,0.332780674378835,0,0,0,0,0,0,0,0,0,0,0.182340804734353,0,0,0.0581813617612792,0,0,0.099115817911079,0,0.0402505433176786,0,0,0,0,0.00587255813335702,0,0,0,0,0,0.0986025142866096,0,0,0,0,0,0,0,0,0,0,0.0260253297154775,0.00840480276136069,0,0,0,0,0,0,0,-0.0207939263988442,0,0,0,0,-0.0323944437369948,0,0
