,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X000338.SZ,X002241.SZ,X600690.SH,X600703.SH,X300142.SZ,X002007.SZ,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X300003.SZ,X002049.SZ,X600584.SH,X601877.SH,X002129.SZ,X600741.SH,X600183.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002414.SZ,X000977.SZ,X000625.SZ,X000066.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X002185.SZ,X600118.SH,X002463.SZ,X002008.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.183106822156208,0,0,0,0,0,0.167383037875188,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.146218338524422,0,0,0.0668051086852345,0,0,0,0,0.040018240652196,0.0405187426322332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372595969070858,0,0,-0.00398459447264724,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.213400475327977,0,0,0,0.179738959950634,0,0.367772212480143,0,0,0.0730460518329803,0,0.0387721209325196,0.0334075789729186,0,0,0.00425224254549995,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0183942305528204,0,0,0,0,0,0,0,0,0.0188458912378094,0,-0.00834771152232036,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0579296304909887,0.0945832102194977,0,0,0,0,0.0689669969566908,0,0,0,0,0,0,0.062779102715318,0,0,0.110177134723442,0,0,0.190959557296649,0.0296335749781749,0,0,0,0,0,0,0,-0.0565971859882309,0,0.0619678031350142,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142241370386195,-4.33680868994202e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292263317293089,0,0,0,0.0807674720799117,0,0.113801652248184,0,0,0,0,0.0192535862929717,0.0432300937611706,0,6.93889390390723e-18,0,0.163794199172264,0,0,0,0,0,0,0,0.0537190029189386,0,0,0,0,0,0,0,0,0.00897257795427624,-0.0346276426471073,-0.0022759367935809,-0.0306513167944289,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.043025992041573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139176776870414,0,0,0,0,0,0,0.383563048585989,0,0,0.193231691277294,0,0,0,0,0,0,0,0,0.184042507881597,0,0,0,0.0401499491293502,-0.0339948862264291,-0.00459542709451676,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0585770884413166,0,0,0.0374491527002377,-0.0820464926103872,0,0,0.12440270058239,0,0,0,0.00860954727750009,0.0388934348206082,0.0968720704582017,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118728216362613,0,0,0,0,0.0617735362367306,0,0,0,0,0,0.0417620059137315,0,0,0,0,0.01192672555741,-0.0209439250700449,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0641703955807164,0,0,0,0,0,0,0.183929046658752,0,0.143244639501237,0,0,0,-0.0724522191943753,0,0,0,0,0.0208608865387905,0,0,0,0,0,0,0,0.108664093913855,0.0872634467267891,0,0,0.139683535337578,0.0846480643239632,0,0,0,0.063640932673561,0,0,0,-0.115288277005249,0,0,-0.0726361752441711,-0.0168077345049331,0.00966582309532102,0,0,0,0,0,0
X002304.SZ,0,0.240175701123277,0,0,0,0,0,0,0,0,0,0.384516147544965,0,6.93889390390723e-18,0,0,0,0,0,0.0365009112333815,0,0,0.160764634346201,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00985250286817035,0,0,0.0126918460268983,0,0,0,0,0,0,0,0,0,0,0,-0.0101018399249046,0,0,0,0,0,0,0
X000661.SZ,0,0,0.00171969484262979,0.0947758391427043,0,0,0,-0.114028686134451,0,0,0,0,-0.0870841296527399,0.152325973807392,0,-6.93889390390723e-18,0,0,0,0,0.202505314294778,0,0,0,0,0,0.0645134971845845,0,0,0,0,0,0,0,0,0,0,0,0,0.121129758991491,0,0,0,0,0,0,0,0.0319600568990869,0,0.011051212827053,0,0.0186840172514779,-0.0394950699213744,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.138907659946436,0,0,0,0,0,0,0.280444968070153,0,0,0,0.010301304399572,0,0,0.182752438957477,0,0,0,0.00565171419183095,0.0778220324034792,-0.107238899051023,0,0,0,0,0.194139152597297,0,0,0,0,0,0,0,0,0.101725623098175,0,0,0.168505807358603,0,0,0,0,0,-0.0105867208526833,-0.0195408919042271,0,0,0,0,0,0
