,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X002241.SZ,X600703.SH,X600372.SH,X002129.SZ,X000661.SZ,X000157.SZ,X002236.SZ,X002049.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X002463.SZ,X002028.SZ,X600183.SH,X002007.SZ,X000800.SZ,X002074.SZ,X300142.SZ,X600460.SH,X002223.SZ,X601799.SH,X002294.SZ,X600418.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.206842211858496,0,0,0.157572539717447,0.191817718609592,0,0,0,0,0,0,0,0,0,0,0.0208117747717331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206034292059884,0,0,0,0,0,0,0,0.084171074776466,0,0.116933624712126,-0.0818622038984519,0,-0.0194356186814183,0,0,0,0,0.0751465857572954,0,0
X000858.SZ,0.156110646110914,0,0,0,0.0636689067415038,0.317304897206233,0,0.0681146865130273,0,0,0,0,0.0474089873063828,-0.0499433390128113,0,0,0,0,0,0,0,-0.00139450444372855,0.0283429760985409,0,0,0,0,0.0978608157419153,0,0,0,0,0,0,0.00313428989545787,0,0.035531546982097,0,0,0,0,0,0,0.0595537565483627,0,0,0,0,0,0,0,-0.00329820370644268,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.172975034419894,0,0,0,0,0,-0.259101609171167,0.128840663753856,0,0.0532065456862569,0,0,0,0,0,0,0.366986125461879,0,0.0954425600761133,0,0,0.0988061245355354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174629360570653,0,0,0,0,0,0,0,0,0,0,0,0.0685755501252168,0,0.0270109161189294,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.115752207283022,0,0,0,0,0,0.00730901843940085,0,0.0306181806297285,0.112483518708973,0,0,0,0,0,0,0,0,0,0,0,0.143116978906492,0,0,0,0,0,-0.0337920461364015,0,0,0,0,0,0.0332753034238561,0,0,0,0,0.0724923554142807,0,0.153969632203753,0.014454268972111,0,0,0.0191916331594704,-0.0208733707380502,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.493290091655849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331030195385341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350499315930657,0,-0.0292621510643711,0.0803998466882325,0,0,0,-0.0572958121118915,0,0,0,0,0,0,0,0,0,-0.0292058246241859,0.0200579667637072,0,0,0,0,0,0
X000568.SZ,0,0.658295927098686,0,0,0.287001731360809,0,0,0,0,0,0,0,0,0.013584776296991,0,0,0.0274829827624736,0,0,0,0,-0.10690034348178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554278562584047,0,0,0,0.0704929784138232,0,0,0,0,-0.00542096277850077,0,0,0.0104437448830451,-0.0169080858250219,0,0,0,-0.0360101642460282,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.00328757082223293,0,0.0231985536965255,0,0,-0.0219087249012431,0,0,0.000878600592618481,0,0,0,0,0.454257398541968,0,0,0,0,0,0,0,0,0,-0.22739646131675,0,0.253758562382585,0,0,0.143421644700461,0,0,0,0,0,0,0.0169383981402749,0,0.0399831162696787,0,0,-0.0211015538932117,5.42101086242752e-20,1.73472347597681e-18,0,0,-0.0447323560283807,0,0
X600690.SH,0.0353916618041311,0.0714197625059005,0,0.0567213563144948,0,0.178677106796597,0,0,0.100803314820664,0,0,-0.0196174077123534,0,0,0,0,0.0845538089747334,-2.16840434497101e-19,0,0,0,-0.0258972109158923,0,0,-0.017407899582416,0,0,0.0454289474098323,0.0583804551584232,0,0,0,0,0,0,0,0,0,0,-0.0273050701840279,0,0,0,0,0,0,0,0,0,0,0,0,0.022409249264263,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.568330276103028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269101188806424,0,0,0,0.154186796859836,0,0.012652003663406,0,0.101590157071159,0,0,0,0.136181530214456,0,0,0,0.175556575596305,0.0809236399797359,0,0.022370729829962,0,0.154088657213798,0,0,0.134821915102658,0,0,0,0,0.0630593117448791,-0.123477603347574,0.05365117584267,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.03942944632561,0.0767405777146187,0,0,0.0895929231850987,0,0,0,0,-0.0761280169598973,0,0,-0.0936130651345201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497278580836895,0,0.0263787765122875,0.0166340931340631,-0.0155256275595255,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.186060114498411,0.0162634970173631,0,0,0,0,0.190392876828306,0,0,0,0,0,0,0,0,-0.20999552946443,0,0,0,0.105479265032308,0,0,0,0,0.0987360248764391,0,0,0,0,0,0,0.0249731762924714,0,0,0,0,-0.071877494632821,-0.109965261100298,0.261096847797671,0,0,0.058336282423756,0,8.67361737988404e-19,0,0,0.0113973555790778,0.00529543745482837,0,0,0,0,0,0
X600104.SH,0.115234428121652,0,0,0,0,0.137918191454509,0,0,0,0,0.219352926364611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308668594276429,0,0,-0.0149462726642852,0.0181371411075106,0,0,0,-0.1145641261601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944206278480784,0,0,0,0.0291052534630677,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.38935527625168,0,0,0,0,0,0,0,0.0254646268624581,0,0,0,0.0857065638494913,0,0,0.164742671384684,0.100220839114592,0,0,0,-0.0578246598928259,0,0,0,0,0,0,0,0,0.0403573069595298,0,0,0,0,0,0,0.0572381213300476,0,0,0,-0.0113078339729484,0,0,0.00677369342726578,0.0472373042692004,0,-0.00486080451381288,-0.0114469548832378,0,0,0,0,0,0
X000625.SZ,0,0,-0.202450441772258,0.213530740841518,0,0.11129867543826,0,0,0,0,0.00329186220762241,0,0,0,0,0,0.258001779547001,0,0,0,0.066985033304688,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782703421507702,0,0,0,0,0,-0.00964065717039573,0,0.0723938248232394,0,0,0,0.123237137175441,0,0,0.425906702258309,0,4.33680868994202e-19,0.00724782933342031,-0.0232058260392037,0,0,0,0,0,0
X000725.SZ,-0.265295157645271,0,0,0,0,0,0.0774441620196524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176812783523557,0,0.634774100036169,0,-1.73472347597681e-18,0,0,0,0,0.182424306855492,0,0,0,0,0,0,0,0,0,0,0,0.0559144938629036,0,0,0,0,0,0,0,-0.0179177612448744,0,-0.00230057607892631,0.010259310725699,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0855774361289431,0,0,0,0,0,0,0.105434937791545,0,0,-0.0145440591548033,0.170403548498091,0,0,0,0,0,0,0.0168943325182845,0,0,0,0,0,0,0.282636896410078,0,0,0,0,0,0,-0.0548499259729805,0,0,0,0,0,0,0,0,0,0,0,0,0.0315784845904071,-0.00321442200546814,0,0,0,0,0,0
X000338.SZ,0,0,-0.107708359871751,0.272989314304953,0,0,0,0.338435165235487,0,0,0.0758422857086394,0,0,0.293607110447637,0,0,0,0,0,0,0,0.0978279289874434,0,0,0,0,0,0,0,0,-0.263990419381903,0,0,0,-0.101433813220796,0,0,0,0,0,0,0.0232845438747547,0,0,0,0,0,0,0,0,0.0492480589373144,-0.0110656593581488,0.0309274131345831,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102741705191014,0,0,0,0,0,0,0.0180102147847135,-3.46944695195361e-18,0,0.521650253701115,0,0,0,0.0188618887352682,0,0.0477563042315317,-0.0700459312140502,0,0,0,0,0.248675913049311,0,0,0,0,0,0,0.0159920536812879,0,0,-0.000777996122188246,0,0,0,0.171129675135295,0,0
X600031.SH,0,0,0,0,0,0,0.109858393842561,0,0,0,0,0,0,-0.00799588327906873,0,0,0,0,0,0,0,-0.00744298554461877,0,0,0.0662779790746864,0,-0.0386439596366621,0,0.229228535827616,0.280063296169622,0,0,0,0,0,0,0.138405552825895,0,0,0,0,0,0,0,0,0,0,0,0.0678289304891601,-0.0588193325868498,0,-0.0449897249536782,0.0378598016318095,0,0,0,0,0,0
