,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600271.SH,X002241.SZ,X000100.SZ,X600066.SH,X002506.SZ,X000559.SZ,X600118.SH,X600031.SH,X600741.SH,X600372.SH,X002236.SZ,X000157.SZ,X002475.SZ,X002049.SZ,X000338.SZ,X002465.SZ,X600089.SH,X000568.SZ,X300124.SZ,X600177.SH,X601877.SH,X300003.SZ,X002294.SZ,X002129.SZ,X000869.SZ,X002074.SZ,X002456.SZ,X600498.SH,X600867.SH,X002426.SZ,X000977.SZ,X002085.SZ,X300001.SZ,X300146.SZ,X600582.SH,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496308552695859,0,0,0.0194213814150476,0.0127513798351358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157615424797205,0,0,0,0.0526454002162357,0,0,0,0,0,0,0,0.00652410723130527,0,0,0,0,0,0.0026042663957846,0.00926138902239792,0,0,0,0,0,0
X600104.SH,0,0,0,0.15120072978022,0,0,0,0,0.0255596069325966,0,0,0,0,0,0.137593539901372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161140088092484,0,0,0,0,0,0.0617121453948321,0,0,0,0,0,0,0,0,0.00870688081445746,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643212946253704,0,0,0,0,0.0878010833026968,0,0,0,0,0,0,0.447200391723538,0,0.0530283724758291,0.0883968449684077,0,0,0,0,0,0,0.00305602603712206,0,0.0404801511474904,0,0,0,0.028139140667479,0,0.0472971797181616,1.0842021724855e-19,0,0.00173124918708323,-0.0239078452044361,0,0,0,0,0,0
X000651.SZ,0,0,0.0332505804235152,0,0,0,0.0774114487833878,0,0,0,0,0,0,0,0,0.178629359321827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288193758582009,0,0.175090834992252,0,0.0653759912630464,0,0,0,0,0,0,0,0,0,0.0720618538080691,0,0,0,0,0,0.0564277574048037,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0182744835906786,0,0,0,0,0.0938281798074732,0,0,0.00155368225303929,0,0,0.00866953885309348,0,0,4.33680868994202e-19,0.0430154696467831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191689607809947,0,0,0,0.0789537033965518,0,0,0.0811595238650974,0,0,0,0,0,0.0287887706499416,0,0,0,0,0,-2.39562051550352e-05,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.124360176921715,0,0,0,0,0.289837574990404,0.0351668501603041,0,0.0700666141306131,0,0,0,0,0,0,-0.00779009341591118,0,0,0,0,0,0,0,0,0,0,0.137732077009059,0.0316082322048399,0,0,0,0,0,0,0.0670553053039888,-0.0943857704395434,0,0,0,-0.0102315102402125,-0.00598000001605168,0,0,0,0,0,0
X002304.SZ,0,0,1.73472347597681e-18,0,0,0,0,0.0306755848565001,0,0.18334536077236,0,0,0,0,0,0,0,0,0,0.0733734654515635,0,0,0,0,0,0,0,0,0,0,0.261532165223972,0,0.0194206015999041,0,0,0,0,0,0,0,0,0.0241961129939131,0,-0.00903914926873075,0,0,0,6.7762635780344e-21,0,0,0.0354527617631614,1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0502014177179906,0,0,0.169896182649827,0,0,0,0,0,0,0,0,0,0.0887064812923675,0,0,0,0,0,0,0,-0.0433035086915291,0,-0.0431704092220189,0,0,0,0,0,0,0,0,0.138628250236063,-0.173061758630747,0,0,0,0,0.0215614989077737,0,0,0,0.064224671585279,0,0,-0.0353370343047075,0.0219087814742017,0,0,0,0,0,0
X000625.SZ,0,0,0,0.189016618206715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100210921412996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282848692111538,0,0,0,0,0,0.0360886824296929,0,0,0,0,0.0256076093572348,0,0.0384074717474303,0,0,0.0751593344519453,0,0,-0.020113171190782,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0353294700448417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145184302300244,0.20898313572896,0,0,0,0.102083294726518,0,0,0,0,0.0565226067640229,0.111908350349112,0,0,0.013120187544623,0,0.0492796084255221,0.0487507997175467,0,0,-0.010387424037519,0,0,0,0,0,0
