,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X000157.SZ,X300124.SZ,X600177.SH,X600372.SH,X002007.SZ,X600522.SH,X600089.SH,X002085.SZ,X000066.SZ,X000981.SZ,X002508.SZ,X600867.SH,X300003.SZ,X600699.SH,X002294.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X300136.SZ,X600498.SH,X002074.SZ,X000623.SZ,X002426.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0468519820373064,0,0,0,0,0,0.0225119325040671,0,0,0,0,0.233097479612431,0,0,0,0,0,0,0.231924604121747,0,0,-0.0717812935704141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014187492667621,0.0583629031134359,0,0,0.0401679305257554,0,0,0,-0.00657520839370843,0.00360924438852844,0,0,0,0,0,0
X600104.SH,0,0,-0.20750624122877,0,0,-0.0083135623535227,0,-0.0891490770606203,0,0,0,0,0,0.802923846289918,0,0,0,0,0,0,0,0,0,0,0.149259423397287,0,0,0,0,-0.0211035470655434,0,0,0,-0.043993495417911,0,0.100944105559782,0,0,-0.164998656954332,0,0,0,0,-0.100978779687522,0,0,0,0,0,0,-0.00557190932426526,0.00446982351127395,0.0941369729666782,0,0,0,0,0
X002415.SZ,0,0,0,0.119054919487556,0,0,0,0,0,0,0,0.0837749453814577,0,0,0,0,0.0246708437007684,0.249173702225247,0,0,0,0.211789720534944,0,0,0,0,0,0,0,-0.0233365490280055,0,0,0,0,0,0.0221449397778371,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.172954219034501,0,0,0,0,-0.0605019736882156,0.00401814575406938,0.000573521401719352,0,0,0,0,0,0
X000651.SZ,0,0.354299837231309,0.0939764852480999,0,0,0,0,0,0,0.328593163465457,0.176580369092591,0,0.0755588727551227,0,0,0,0,0,0,0,0,0,0,0,0,0.498983330672775,0,0,0.216818528228257,0,0,0,0,0,0,0,0,0,0,0,0,-0.084250253430753,0.055277244586619,-0.163840211071764,0,0,0.337019410246863,0,0,-0.0430702888036096,0,0.0148121213590238,0,0,0,0,0,0
X000858.SZ,0,0,0,0.174794059607537,0,0,0,0,0.120254905460869,0,0,0.0391044615325386,0,0.147199908980886,0.370586917257394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251832663343763,0,0,0,0,0,0,-0.0495274175911159,0,0.0520945054829088,0,0,0,0,-0.0628314561443462,0,0.00221995759877818,0.00201401002234842,0,0,0,0,0,0
X002304.SZ,0,0.108783944424353,0,0.0929575629348448,0,0,0,0.0383150808001428,0,0,0,0,0,0.267316788375544,0.428460542541012,0,0,0,0,0,0,0,0,0,0.0597996674840877,0,0,0,0,0,0,0,0,0.0627709661273697,0,0,0.0219063576392971,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000604578062874822,0.00207195385413738,0,0,0,0,0,0
X600276.SH,0,-0.039052409303962,0,0.00213627472650539,0,0,0,0,0,0,0,0.220269099485355,0,0,0,0,0,0,-0.102822395636739,0,0,0,0,0,0,0,-0.0235187796010377,0,0,0,0,0,0,0.0530634860181891,0,0,0,0,0,0,0,0,0,-0.0028885687026505,0,0,0,0,0,-0.112022645711387,0.0155149947646267,0.000256913102769961,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.220100058736703,0,0,-0.0611006674005731,0,0.221757091408002,-0.744530361741156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0416995632651243,0,0,0,0,0.0118195382900065,0,0.305457876915525,0.043387322382608,-0.0308018647539576,0,0,0,0,0,0,0
X000625.SZ,0,0.174542691519186,0,0.0724067594805116,0,0,0,0,0,0,0,0,0.106876925221926,0.161664300673898,0,0,0,0,0,0,0,0,0.139028300310494,0,-0.067115403450119,0,0,0,0.0653689934225891,0,0,0,0,0,0,-0.0439131702531115,0,0,0,0,0,0,0,0,0,0,0.0276662776608751,0,0,0,-0.0177269667279683,0.00560214434517563,0,0,0,0,0,0
X000063.SZ,0.0298255963709659,0,0,0.230707356737925,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0595264719918392,-0.326049185607896,0,0,0,0,0,0.140062854614327,0,0,0,0,0.187261498995416,0,0,0,0.224524886840298,0,0,0.0278523501790544,0,-0.00287419948782888,0,0,0,0,0,0,0,0.00445840135198691,0,0,0,0,0,0
