,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002475.SZ,X002304.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000733.SZ,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600884.SH,X600460.SH,X000157.SZ,X600702.SH,X601799.SH,X600487.SH,X000799.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600563.SH,X002176.SZ,X600418.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.158268933209598,0,0,0,0.0540091425111866,0,0,0,0,0,0,0,0,-0.0472345284335027,0,0,0,0,0,-0.0162959573229057,0,0,0,0,0,0,-0.0202866855486509,0.0567443643361705,0,0.0173946207840804,0,0,0,0,0,0,0.0684672454952269,0,-0.0283068209249127,0.143344822023374,0,0,0,0,0,0,0,0,0,0.010438592869955,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0696726861114956,0,0,0,0,0.0758459912485041,0,0,0,0,0.0165523740865994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287771153533079,0,0,0,0.0125408446622416,0,0.343391880121302,0,0,0,0,0,-0.0825427956866769,0,0,-0.0204597296939102,0,0,0,-0.008482057127581,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.0289391966161446,0,0,0,0,0,0,0,0,0,0,0.172526500373967,-0.0199825546948867,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.107512982028762,0,0,0.0329130874355213,0,0,0,0,0,0,-0.140671320730396,0.0579353126260054,0,0,0,0.0079406975421293,0,0,-0.123693271417051,0,0.304736916556299,0,-0.0209788468757316,-0.0468687951179922,0,0,0,0,0
X000568.SZ,0,0,0.136972997193985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532900470974031,0,0,0.0562465731709508,0,0,0,0,0,0.0146979592284088,0,0,-0.00495086572214763,0,0,0,0,0,0,0,0,0,0.320745282311473,0,0,0.140304669080018,0,0,0,0,0,0,0,0,-0.0209400754418507,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.166526403890451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712151676546667,0.103494242374733,0,0,0,0.249429281288743,0,0,0,0,0,0,0.507910304610708,0.15891613786551,0,-0.0954411461849706,0,-0.102258163013747,0,0,0,1.73472347597681e-18,0,0,0,-0.0188999143048539,0,0
X600690.SH,0,0,0.103016781482356,0,-0.0985627294960281,0,0,0,0,0,0,0,-0.00791037002207188,0,0,0,0,0.0233965682812226,0,0,0,0,0,0.0143424376088623,0,0.284325572542728,0,0,0,0,0,0,-0.220300437154459,0,0,0,0,0,0,0.087444947773318,0,0,0,0,3.46944695195361e-18,-0.0219575354180366,0,0.0104345486185505,-0.0637368269150359,0,0,0,-0.00793884538835254,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0241970072074589,0.376146370172262,0,0,0.138346997247181,-0.111059352925134,0,0,0,0,0,0.0205850147611643,0.044413056306437,-0.129858914817516,0,0,-0.145461295649828,0,0,0,0,0,0,0,0,0.192786938316633,0,0,0,-0.0753996791860624,0,0,0,0.119648015827684,0,0,0,0,0,-0.125390082230958,0.01329519857904,0,0,0,0,0,0
X002304.SZ,0,0.347850915097812,0,0,0,0,0.030975435522148,0,0.0449111596195361,0,0,0,-0.00569115103039467,0.0820227926420022,0,0,0.066158050649427,0.0128974599072757,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.105865109720146,0,0,0,0.0141506421799485,0,0,0,0,0,0.153941549250486,0,-0.0229057969444564,0,0,0,-0.131954833483771,0,0,0.00183613911134869,0,0,0,0.0269678278963052,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.116945973652333,0,0,0,0,0,0.0431427786837482,0.0239284342644536,-0.151471511477776,0,0,0,0,0,0,0,0.029801439695752,-0.284326742432579,0,0,0,0.0695225828791853,0.11118384778775,0,0,0.0939636561861387,0,0,0,0,0,0,0,0,-0.0542351495379422,0,0,0,0,0,0,0,-0.0432043958774083,-0.174915706931858,0,0,0,-0.0682350621966209,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.00769257513182762,0,0,0,0,0,0,0,0,0,-0.0430269223991178,0,0,0,0,0,0,0.0801154106597424,0.251800710732067,0,0,-0.0567678603865489,0,0,0.0563776114333407,0.133162205823115,-0.0391101538301652,0,0.0392973986623691,0,0,0,0,0,-0.00971968048070879,0,0,0,0.0267986497918639,0,0,0,0,0,0,0,-0.0628348688171001,0,0,0,0,0,0
