,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000725.SZ,X600031.SH,X000063.SZ,X300014.SZ,X000596.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000977.SZ,X600522.SH,X000733.SZ,X002074.SZ,X600584.SH,X000799.SZ,X600460.SH,X300003.SZ,X002236.SZ,X601799.SH,X600183.SH,X000066.SZ,X002294.SZ,X002007.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.119480241526012,0,0,0.299568773174559,0,0.138799304067991,0,0,0,0,0,0,0,0.00231706782324297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353664235686111,0.0644353007971797,0,0,-0.0475344760491893,0,0,0,0,0,0,0,0,0,0,0,0.146984751740178,-0.0381534085037398,0,0,0,0,0.018775635912465,-0.00722114399197631,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0674495190868387,0.166464044623709,0,0.600228567475456,0.0984772318961689,0,0.19125201495078,0,0,0,0.00902801785571991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0136382857305324,0,0,0,0,-0.0306638811811402,0.00572946860517178,0,0,0,0,0,0
X000568.SZ,0,0.503096967474566,0,0.0402802132026824,0,0,0.326158029129253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351261916671419,0,0,-0.165874902429942,0,0,0.0373393156198352,0,0,0,0,0,0,0,0,-0.016513176036292,-0.0715073465523066,0,0,0,0,0,0,0,0,0.257894414602728,-0.0513258711616474,0,0,-0.073435794677321,0,0,-0.0120031689249413,0,0,0,0,0,0
X002415.SZ,0,0.336307568119126,0,0,0,0,0,0,0.043633741297125,0,0,0,0,0,0,0.0584398761098879,0,0,0,0,0.189741280564912,0,0,0,0,0,0,0.0129044097200492,0,0,-0.184341455709204,-0.109913172882865,0.0194545373853855,0,0,0,-0.0475291755636259,0.0345250350912528,0,0.0284176110405139,0,0,0,0.103838320249421,0,0,0,0,-0.0731200604101079,0,0,0.0196415447989615,-0.0327724181929045,0,0,0,0,0,0
X600809.SH,0,0,0.125745902456706,0.116807632350765,0,0,0.166892864202893,0.0779459952276819,0.0436819362322632,0,0,0,0,0.0451007553130606,0,0,0.0258650765495421,0,0,0,0,0,0,0,0,0,0,0.0114241311725567,0,0,0.0067234869287284,0,0.00917696997981669,0,0,0,-0.0632749509437115,-0.0791768195481948,0,0,0.259029826973853,0,0,0,0,-0.0302404020593578,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.194352187386678,0,0,0,0,0,0,0,0,0,0,0,-0.0262634814122953,-0.0365210780410298,0,0,0,0,0,0,0,0,0,0,0.0943869242170108,0.0315445191673965,0,0,0,-0.239636524066925,0,0.252489345984587,0,0,0,0,0,0,0,0.0525533831072329,0.038713971407573,0,-0.0135249723219726,0,0.109880650928121,0.131175784647479,0,0,0,-0.0233604859625318,0.0105424314274177,0,0,0,0,0,0
X002304.SZ,0,0.347846355578719,0.330283172872496,0,0,0.0472374575197445,0,0,0,0,0,0,0,0,0,0,0.218589772745474,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424278107733347,0,0,-0.0176454952196475,0,0,0.00145550027836964,-0.0216723819527831,0,0,0,0,0,-0.0340091106297973,0,-0.0255087398127137,0,-0.0342978332156191,-0.0528017053762489,0,0,0,-0.0193391872394204,0.0198649133154118,0,0,0,0,0,0
X600690.SH,0,0,0,0.119491860820482,0.06616633325344,0,0.0027904467144429,0,0,0,0,0,0,0.259777950616945,0,0,0,0,0,0,0,0,0,0,0,0,0.0494581679375809,0,0,0,0,0,0,0,0,-0.0111324948466092,0,0,0,0,0.0394472892294661,0,0,0,0.0141839270181512,0,-0.0264555965351518,0,0.0500294720340387,0,0,0,0.0101051688822901,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.362372100524489,0,0,0,0,0.332409280813012,0,0.242147057245777,0,0,0.0673493874827735,0,0,0,0,0,0,0,0,0.0834365874767568,0,0,0,-1.73472347597681e-18,0,0,0.0185095838585141,0,0,0,0,0,0,0,0,0,0,0,0.150053924110854,0,0.469670074489258,-0.0319968800508727,-0.00391109675719049,0,0,0,0,0,0
X000651.SZ,0,0.149378797846277,0,0,0,0,0,0.323360690337834,0.0125685535957763,0,0,0,0,0.0714925254719205,0,0,0,0,0,0,0,0,0.037351487412342,0,0,0,0,-0.0114178724754456,0,0,0,0.0209768429642104,0.0373893420446873,0,0,0,-0.0132072182410854,0,0,0,0,0,-0.040207069082348,0,0,0.0364099630228648,0,0,0,0,-0.0109475397890466,0,-0.00958572594661546,0,0,0,0,0,0
