,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X002304.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X600703.SH,X000338.SZ,X002007.SZ,X002241.SZ,X300142.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X000977.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000625.SZ,X000800.SZ,X000157.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002414.SZ,X002049.SZ,X002463.SZ,X002179.SZ,X000066.SZ,X600118.SH,X002185.SZ,X002180.SZ,X300146.SZ,X002008.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120390394633765,0.22707219108412,0,0,0,0,0,0,0.152902747869314,0,0,0,0.00275619424474036,0,0,0,0,0,0,0,0,0,0.0535491912812291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321916291099025,0,0.0280609871718741,0,0.0135282718605755,0,0,0,0,0.00212286699142488,0,0,0,0,0,0
X000858.SZ,0,0,0.0962314767726624,0,0,0,0,0,0,0,0,0,0,0.362313545102322,0,0,0.00652488689547773,0,0,0.09581262725157,0.151918501984156,0,0,0,0,0,0,0,0.00149193771956704,0,0.101747840538896,0,0,0,0,0,0,0,0,0,0,0,0,0.0471588998365817,0,0,0,0,0,0,0,-0.00541878019314033,0.0178628176438963,0,0,0,0,0,0
X600276.SH,0.0614995279456211,0.0399881055212871,0,0,0,0,0,0,0.358165516496754,0.00376758909669939,0,0,0,0,0.0613098598146959,0,0,0,0,0,0,0,0.0705213575635815,0,0,0,0.267580689486717,0.178698371726094,0,0,-0.0638716142484553,0,0,0,0,0,0,0,0,0,0.00777852243830537,0,0,0,0,0,0,0,0,-0.0168576706819916,-0.0102413527895369,-0.0184958203625216,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0238700256094703,0,0,0,0,0,0,0,0,0.164221639104399,0,0,0,0.13956155046825,0,0,0,0.0765914448315266,0.0548593059693535,0,0.123252702466635,0,0,0,0.13000883240408,0,0,0,0,0,0,0,0.0406929446195961,0,0.249254900914651,0,0,0,0.0356055637998444,0,0,0,0,0,-0.0386016998120648,8.67361737988404e-19,-0.0354896265059574,0,0,0,0,0,0
X000651.SZ,0,0.0634155951602727,0,0,0,0.0412201353993721,0,0,0,0,0,0.106330272055113,0,0,0,0.30487320732796,0,0,0,0,0,0.0311486467019099,-0.0320404652570952,0.0749905173460799,0,0,0,0,0,0,-0.0644521005731802,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0442768018132896,0,0,0.0226910075368696,0,0,0,0,0.0752725219395309,0,0,0.00352431654348303,0,0,0,0,0,0,0
X002415.SZ,0,0,-0.0857185994744972,0,0.205429677713684,0,-0.116870004184826,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.00342579142796066,0,0,0,0,0,0,0,0,0,0,0.327083265407029,0,0.509315496200269,0,0,-0.00974454952269271,0,0,0,0,0,0.0564819727126273,0,0,0,0.016545825239178,0,0,0,0,0.0466014959245444,0,-0.00148499190006381,0.0183565432464564,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693907355004627,0,0.0893842597979459,0,0,0,0,0,0.468433604167705,0.0470372556334702,0,0,0,0,0.0291615866864077,0,0,0,0.107790063332096,0,-0.0045839863559792,0,0,0,0,-0.049332949182529,0.00304570942217582,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949606280614348,0,0,0,0.018675081339575,0,-0.179564251042393,0,0,0,0,0,0,0.28380163124332,0,0.0749570439037139,0,0.302619170560797,0,0,0,0,-0.0557651100732263,0,0,0,0,0,0.197228813473641,0,0.120439500501739,0,-0.00726401459926738,0.0358633193703879,-0.0366326994435745,0,0,0,0,0,0
X000661.SZ,0,0,0.362148447096185,0,0,0,0.129027981410974,0,0,0,0,0,0,0,0,0,0,0,0,-0.084621021210487,0,0,0.0927141309106766,0,0.00496822272937133,0.102856604009645,0,0,0,0,0,0,0,0,0,0,0,0,0.0120582552750274,0.163742592614923,0,0,0,0,0,-0.0262624096883457,-0.127734239891602,0.0220477199159869,0,0,0.0395522888532993,-0.0102986131691049,0.0138139473976039,0,0,0,0,0,0
X002304.SZ,0,0.27589597191663,0,0.102296537039866,0,0,0,0,0,0,0,0,0,0,0,0.0715452934657987,0.0491282940127973,0,0,0,0.0441190532308986,0,0,0,0,0.0982237556758922,0,0,0,0,-0.0475278406669587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011383614985989,0,0,0,0,0,0,0
