,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X000661.SZ,X000625.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X600703.SH,X300014.SZ,X002241.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002007.SZ,X000157.SZ,X600584.SH,X601877.SH,X002129.SZ,X002179.SZ,X300142.SZ,X600183.SH,X002236.SZ,X002049.SZ,X002414.SZ,X000800.SZ,X601799.SH,X300003.SZ,X300136.SZ,X002185.SZ,X000066.SZ,X002008.SZ,X000977.SZ,X002456.SZ,X600066.SH,X300146.SZ,X600118.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.209638018982649,0.0724103456405935,-0.149475097132089,0,0.0881698677865911,0.023004209437157,0,0,0,0.306199218836994,0,0,0,0,0.0182075664729788,0,0,0,0,0,0,0,0.0724718648776997,0,0,0,0,0,0,-0.124825626725032,0,0.0798902499511139,0,0,0,0,0,0,0,0.01647618831262,0,0,0,0,0,0,0,0,0,0,0.0262709768382475,0,0,0,0,0.0143486605495221,0,0
X000858.SZ,0.0825022008815005,0,0,0,0,0,0.0262568591960525,0.0131472951491401,0,0.105884807111079,0.384351382100519,0,0,0.00890930003596607,0,0,0,0,0,-0.0393124294837648,0,0,0,0.0492021666570606,0.0846991759748466,0,0,0,0,0,0,0,-0.0480514178211253,0,0,0,0,0,0,0,0,0,0.0100742751601718,0,0,0,0.0339094672319228,0,0,0,0,-0.0205008267795656,-0.00904572864387174,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0441168322288302,0,0,0,0.0107507881699779,0.126090718850257,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175689093036018,-0.152466594835418,0.0901003485513045,0,0,0,0,0,0.0486388367289706,0,0,0,0,0,0,0,0,0,0,-8.75833474535829e-05,-0.0135327213540154,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0304005174860116,0,0,0,0,0.0910516217057678,0,0.074979237826554,0,0,0,0,0,0,0,0,0,0,0,0,0.0661770930684685,0,-0.0385268775367719,0,0,0,0,0,0,0.262844814846893,0,0,0,0.0708161913643282,0,0,0,0,0,0,0,0.0274759536639127,0,0.00428579363931268,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0733628454783117,0,0,0,0,0,0.252649428708874,0,-0.051129286216053,-1.0842021724855e-19,0,0,0,0,0.038066948179685,0,-0.0642888999277589,0,0,0,0,0,0,-0.0453945436380373,0,0.171609085792229,0.0646056837905431,0,0.0365599279549267,0,0,0,0,0.0213906003377767,-0.064916298002695,0.00399524828246077,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0254609202947533,0,0,0,-0.00824794347611662,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00050963744228066,0,0,0,0,0.0156885362907829,0.436276945210848,0,0,0,0,0,0,0,0,0,0,0,0.0650115993385396,0,0,0,0,0.148348517376691,0,0.135267077378174,0.0645770679752951,0,0.115894889539968,0,0.0347666328526961,0,0,0,0,0,0.0494441889893993,-0.00904769332811392,0,0,0,0.0203328461356917,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.0341345381742351,-0.0403773231830053,0,0,0,0,0.171519997517155,0,0,0.21695564853487,0,0,0,0,0,0.0561269663408049,0.232810421315836,0.090303185722298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012365450498973,0,0,0,0,0,0,0,0,0,0,-0.0368460927835852,0,0,0,-0.0370259024414691,0,0
X600031.SH,0,0,0,0,0,0,0.120227060606032,0,0,0,0.194137042265868,0,0,0,0.248738479148532,0,0,0,0.171235926810564,0,0.0270322797206952,0,0,0,0.084717822876372,0,0.0490700330827635,0.0866222676766041,0,0,0.0450931997911378,0,0,0,0,0,0,0,0.103791501393783,-0.249080575829308,0,0,0,0,0,0,0,0,0,0,0,0.0671414081352339,-0.00869227296691436,0,0,0,0.0384643510863181,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0.301506935550642,0.332336733928959,0,0,0,-0.0841863178864426,-0.0659347399498587,0,0,0,0,0.0303966374478967,0.117557840138577,0.0607765653434165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578552824376332,0,0,0,0,0,0,0.354981168072194,0,0,0,0,0.0254644989738062,0,0,0,0.00955625851776523,0,0
X002304.SZ,0,0.0464198930405818,0,0,0,0,0,0,0.215471838965179,0,0,0,0,0.0106995822548098,0,-0.112390193774719,0,0,0,0,0.239724204015472,0,0.104407480664968,0,0,0,0,0,0,0,0,0.100296529361594,0,0,0,-5.42101086242752e-20,0.0347770603576355,0,0.0987651363712351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346248465433165,0,0
