,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000596.SZ,X600031.SH,X000063.SZ,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600372.SH,X000157.SZ,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X600522.SH,X600183.SH,X002463.SZ,X000800.SZ,X002074.SZ,X601799.SH,X002007.SZ,X300142.SZ,X600460.SH,X002223.SZ,X600066.SH,X002294.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.318770617019343,0,0,0.128537238858667,0.112787789229826,0,0.0768651274101276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045663648310253,0,0,0,0.316232088385958,0,0,0,0,0.0294160475614779,0,0,0,0,0,0.0360624940745612,-0.0126288648602919,0,0,-0.0085686713284326,0,0,0,0,0.13407973957478,0,0
X000858.SZ,0.190237499029366,0,0,0,0,0.372331210674775,0,0.0717232740842275,0,0,0,0,0,-0.0437879170815552,0,0,0,0,0.122038506908466,0,0.0680562957737113,0,0,0,0,0,0,0,0,0,0,0.0175399161734509,0,0,0,0,0,0,0,0,0,0,0,0,0.0495665192400813,0,0,-0.0223873367671699,0,0,0.0213102663683104,0,-0.0047570145067577,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0766079211671375,0,-3.46944695195361e-18,0,0.149815641899825,0,-0.0325386943581381,0,0,0,0.414268584590265,0,0,0,-0.0748330737144928,0,0.11326398768981,0,0.223807411891282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530389146118082,0,0,0.0287624195562617,0.00879081612575654,0,0,0,0,-0.00275938931023232,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299167206965418,0,0.181799087924387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330430762783861,0,0,0,-0.0318617962747133,0,0.0425562812261906,0,0,0,0,0,0.225600328223165,0,0,0.0992516102008552,0.177018696554206,0,0,0,-0.0267740642121254,-0.000878549477406225,0,0,0,-0.00876208546145472,0,0
X600809.SH,0.139633934524668,0,0,0,0,0.424014348884613,0,0,0,0,0,0,0,0,0,0,0,0.329276605980829,0,0,0.0270417221469302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293992308590668,-0.0688553704949585,0,0,0,0,0,0,0,0,0,0,0,0.00158182408908147,0,0,0,0,0,0
X000568.SZ,0,0.595938271829536,0,-0.0279268113975991,0.130667019227839,0,0,0,0,0,0,0,0.160521844660244,0.0679597069656459,0,0,0,0,0,-0.00841396161966333,0,0,0,-0.223905743859472,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0771086995267954,0,0,0,0,0,0.145290592816613,0,0,0.0172949109640201,0,0,0,0.00331983245871602,0,0,0,0,-0.100949396553538,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044588692103918,0.0318248500411947,0.0165652706854484,0,0,0,0,0,0,0.0752048356635719,0,0,0,0,0,0,0.0101220981196336,0.219630109153651,0,-0.089665643045798,0,0.249833704155352,0.115058220340778,0,0.0336373690480701,0,0,0,0,0,0,0,0,0,0,-0.0542990207393678,0.0269255486867776,0,0,0,0,0,0
X600690.SH,0.0248940539679111,0,0,0.00937912055363353,0,0.323266554103878,0,0,0.126523370082492,0,-0.0436666271555156,0,0,0,0,0.0718176063765844,0,0,0,0,0,0,0,0,0,-0.036123592824803,0,0,0,0,0,0.0191687078843098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794500825881365,0.0148782874605289,-0.00419262841222129,0.027113600927738,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0358018937458756,0.243362900879304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246247940374911,0.230819407974359,0.111357576532776,0,0,0,0,0.141155642039406,0.117172165901547,0,0.112079249716025,0,0.110652228201138,0,0,0,0,0,0,0,0,0.497174115276868,0,0.0530252793977381,-0.0271176004414427,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.062693097005615,0,0,0.0729655165685741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612795146401642,0,0,0,0,0,0,0,0.115469515239806,0,0,-0.0290649358510171,0,0,0.143428000782522,0,0
X600104.SH,0.163421635800158,0,0,0,0,0.0987105584396969,0,0,0,0,0,0.165863724172344,0,0.0741134785080386,-0.0988747148003904,0,0,-0.0423197269057484,0,0,0,0,0,0,0,0,0,0,0.0483963088702013,0,0,0,0,0,0,0,0,0.0157588063055265,0,0,0,0,0,0,0.0265314258828061,0,0,0,-0.0284676281892235,0.0868541159793806,0,-0.0113930613228775,0.0347005124298163,0,0,0,-0.0092008215970508,0,0
X300124.SZ,0,0,0.170703893341795,0,0,0,0,0,0,0,0,0,0,0.183163415934404,0,0,0,0,0,0,-0.444554373060279,0,0,0,0,0.169314032173125,0,0,0,0,0,0,0,0.0041764341989583,0,0.0318764958075113,0,0.0726684758433172,0,0,0,0,0.0961355379253262,0,0.107826602949932,0.0634924591793708,0,-0.191825301178742,0,0,-0.0369135893983226,0.0133935589423677,0,0,0,0,0,0,0
X002304.SZ,0,0,0.144355119894886,0,0,0.361246407567935,0,0,0,0,0,0,0,0.0381144072511527,0.0187057369039336,0,0.0189129728385038,0,0,0,0.0803238200071954,0,0,0.00297350068589217,0,0,0.0436812097838384,0,0.0800138797606233,0,0,0,0.0299281608946597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00540274299000377,-0.00509486659511674,0,0,0,-0.0388413958132825,0,0
X000625.SZ,0,0,0,0,0.0675877027059411,0.135231108214729,0,0,0,0,0,0.0582472191729065,0,0,0,0.301523565616097,0,0,0,0,0.144521109999342,0,0,0,0,0,0.159799717923259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328207496950759,0,0,0,0,-0.425947629419575,0,0,0,0,0,0.0103807464471831,-0.0177079772197622,0,0,0,0,0,0
X000725.SZ,-0.240163756106249,0,0,0,0,0,0,0,0,0,0,-0.0432832352626291,0,0,0,0,0,0,0,0,0.0204640053359247,0.79847426795144,0,0.179769899128823,0,0,-0.0610740325027322,0,0,0.0995088210191357,0,0,0,0,0,0,0.0265164140237307,0,0,0,0,0,0,0,0,0,0,0.0178156383450682,0,0,0,-0.0182552397719414,0.0124932550099015,0.0548544099409879,0,0,-0.0745255709626534,0,0
X000338.SZ,0,0,0,0.172231671926166,0,0,0,0.295375844465829,0,0,0,0,0,0.363389691933427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.281502689854881,0,0,0,0,0,-0.0614330754565293,0,0,0,0,0,0.034367723240806,0,0,0,0,0,-0.0311249493586251,0,0,0.1450334492186,-0.0158496543834664,0.0503106020325053,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.115669569205621,0,0,0,0,0,0,0.0883032680227731,0,0,0,0,0,0.158854368273605,0,0,0,0,0,0,0,0,0,0,0,0,0.283760437715799,0.0478272961599158,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595886505751812,0,0,0,0.0365312438175788,-0.00789123904784848,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.473593659664013,0.11596405843319,0,0,0,0,0,0,0,0.0347953371226193,0,0,0,0,0,-0.0334062693152455,0,0,0,0,0,0,0,0,0,-0.0198285008057577,0,0.0870580471855365,0,0.307079561954807,0,0,0,-0.115932829848913,0,0,0,0,0,0,0,-0.0872534767411976,0,0,0,0,0,0.00729892722989894,-0.00597741665493674,0,0,0,-0.0281057947781678,0,0
X600031.SH,0,0,0,-0.152309505781621,0,0,0.140765891392206,0,0,0,0,0,0,-0.00301843289772531,0,0,0,0,0,0,0.163611460914499,0,0,0,0,0,0,0,0.0256538977943707,0,0,0,0,0,0,0.097094946543025,0,0.095487058230347,0,0,0.192884948087858,0,-0.0162668379453121,0,0,0,0,0,0,0,0,-0.0218396215460617,0.0398158010711621,-0.052084233500512,0,0,-0.0529258491354072,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508452956355288,0,0,0,0.124929696401654,0,0,0,0,0,0,0,0,0.41116830220368,0,-0.119717217358258,0.363233769059416,0,0.116440516352433,0,0,0,0,-0.0708836424471674,0.0838190079413303,0,0,0,0,0,0,-0.030584554219545,0,0,0,-0.0594526137208354,0,0,0,0,0.0765951859606094,0,0
X300014.SZ,0,0,0.0404974296019974,0,0,0,0,0,0,0,0,0,0,0.00432941737143699,0,0,0.0288544640700063,0,0,0,0,0,0,0,0,0,0.408636630265397,0,0,0.0193788771940529,0,0,0,0,0,0,0,0,0,0,0,0.0078011698216948,0,0,0.0629289239703964,0,0,0.18851597901317,0,0,0,-0.00484683967429926,0,0,0,0,-0.078032460894257,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.0361780399771537,0,0,0.153065818744772,0.601573734535135,0,0,0,0,0,0.0192493657938367,0,0,-0.0732856376708236,0,0,0.00767093974227362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135042411171024,0.125143018150127,0,0,0,0,0,-0.0805946603271156,0,-0.0111006480306879,0.0274645764422565,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,-0.115561699486306,0,0,0,0,0.0243674590655155,0,0,0,0,0,0,0,0.258460157277107,0,0,0,0,0,0,0,0,0,-0.0297135217064102,0,0,0.0160433043429333,0,0.348834764561608,0,0,0.0284719164395446,0,0,0,0,0,0,0,0,0,0,0,0.129293434857817,0,0,0,0,0,0,0.0839589722758107,0,0
X002179.SZ,-0.193470116764445,0,0,0,-0.164925431064828,0,-0.230789255223476,0,0,0,0,0,0,0.0951852547724032,0,0,0,0,0,0,0,0,0,0,0,0,0.187552371141985,0,0.0956737361382154,0,-0.150010948116656,0,0,0,0,-0.0618861809571811,0,0,0,-0.317769237070544,0,0,0.520604739302624,0,0,0,0,0,0,0,0,-0.0421889665841974,0,0,0,0,-0.152346795100032,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410326291240383,0,0,0,0,0,0.133838463612728,0,0.0601846853175143,0,0,0,0.0665887043445914,0.0174051383879661,0,0,0.0617061469032289,0,0,0.0688912712116363,0.0101277385743116,0,0.0865252062518718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165459240084226,-0.0444897844487357,0.044216125724198,0,0,0,0.180087918333942,0,0
X002241.SZ,0,0,0,0,0,0,0.283059499963089,0,0,0,0,0.0575785074030182,0,0.00343963803890791,0.176523963184331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254183244759315,0,0,0.131271758833477,0.143040802860551,0,0,-0.0923611000982802,0,0,0.0447157971756387,0,0,0.202809440807187,0,0,-0.00329039259694804,-0.0118789295973781,0,0,0,-0.00438693581091387,0,0
X002129.SZ,0,0,0,0,0.0112183958628357,0.17419914656667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145610357762976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00137736047426004,0.10226401933002,0,0,0,0,0.18801924417344,0,0,0,0,0,0,-0.0030922188407391,0,0,0,0,0.0626840395749873,0,0
