,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000338.SZ,X600031.SH,X300124.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X002463.SZ,X002241.SZ,X000157.SZ,X600703.SH,X600372.SH,X600066.SH,X600584.SH,X600522.SH,X000977.SZ,X002028.SZ,X600741.SH,X002236.SZ,X600183.SH,X000921.SZ,X002049.SZ,X601877.SH,X600487.SH,X002223.SZ,X002180.SZ,X000661.SZ,X000800.SZ,X000400.SZ,X002129.SZ,X600418.SH,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.208539426584045,0,0,0,0.170307749274504,0,0,0,0.171349731652669,0,0,0,0,0,0,0,0,0,0.080353912881132,0,0,0,0,0,0,0,-0.0143194518103688,-0.0289535644701597,0,0,0,0,0,0,0,0,0,-0.0167933669616741,0,-0.0101416912065572,0,-0.0388494782358334,-0.0556269591029451,0,0,0,-0.027453090323905,-0.00267529581992477,0.0432703990018354,0,-0.0249393935719037,0,0,0,0,0.0233040882480365,0,0
X000858.SZ,0,0,0,0,0,0.00224459454528763,0,0,0,0.449795247054743,0,0,0.0159085715075158,0,0,0,0,0,0.13604605452303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309917582596797,0,0.0340302514845587,0,0,0,0,0,0,0.0322365788433665,0,0,0,-0.0463454372494761,0,0,0.00286851385540572,0.105395027292921,0,-4.33680868994202e-19,-0.0336604523771155,0,0,0,0.0480018570992419,0,0
X002415.SZ,0,0,0,-0.00963993779331615,0,0,0.151322768154927,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.13357817728871,0,0,0,0.0376770498217078,0.018273990862222,0,0,0,0,0,0,0,0,0,0.0135120253559754,0,0,0,0.127471980231263,0,0.0154044423029731,0,0,0,0,0,0,0,0.128057915135564,0,0,0,0,0,0,-0.19897465830112,0,0,0.0337360445319951,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0922153628778246,0.0650602197523086,0,0,0,0,0,0,-0.062254675947059,0,0,0.106888410946472,0,0,0,0,0.390861850312686,0,0,0,0,0.0320287360119631,0.0379359178264162,0.123199601043919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350243817775687,0.0431732604011055,0,0.0330808996107333,0,0.0792089905474709,0,-0.155833388607005,0,0,0,0,0
X600690.SH,0,0,0,0.0420618541722119,0,0,0,0,0.152695655243065,0,0,0,0,0,0.0291219845183051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980048907491008,0,-0.0288332297932075,0.00433352246290751,0.161607435531416,0,0,0,0,-0.151387379992482,0,0,0,0,0,0,0,0,0.0335514681555529,0.0441120355564862,0,0,0,0.131336952278729,0,0
X600809.SH,0.372660826401197,0.0366720393061259,0,0,0,0,0,0,0,0,0,0,0,0,-0.104606502494167,0,0,0,0,0.0852300237685056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134301280629183,0.0430441533613158,0.185251635530593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253517349145286,0,0
X600276.SH,0,0,0,-3.46944695195361e-18,-0.195633620936743,0,0,0,0,0,0,0,0,0,0,0.0336474058996943,0.0547655316787978,0,0,0.153786300941817,0.220009291924861,0.079754816207991,0.296476126307462,0,0,0,0,0,-0.447180340567564,0,0,0.250276899362595,0,0,0,0,0,0,0.0313746578238276,0,0,0,0,0.00627244254424698,0,0,0,0,0,0,0,-0.0602497252473509,0.0500286770853791,-0.0476468154769973,0,0,0.0263931461901201,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.177031740777883,0,0,0,0,0,0,0,0,0,0,0,0,-0.195063198263555,0,0,0,0,0,-0.0107280901558531,0.0529675542665628,0,0.0549097145007468,0,0,-0.0594016929556928,0.0161957764110806,0,0,0,0,0,0,0,0.0892231130771227,-0.0490267622141413,0,0,0,-0.0550982397844771,0,-0.0416615193773166,0,0,0,-0.0116504468831045,0,0
X000651.SZ,0,0,0,0,0.331689328903961,0,0,0,0,0.133988337007573,0,0,0,0,0,0,0,0,0,0,0,0.00844514847242866,0,0.189598887796559,0,0,0.164062873928525,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0449758676567699,0,-0.0565697836850036,0,0,0.033746650133252,-0.0256258569991483,0.105488323456281,0,0,-0.0444616051692739,0,0
X000568.SZ,6.93889390390723e-18,0.732488165945692,0,0,0,0,0,0,0,0,0.00407261257880549,0,0,0,0,0,0,0,0,0.178878884698411,0,0,0,0,0,0,0,0,0,0.0619875317882286,0,0,0,0,0,0,0,0,0,0,-0.0807558974828454,0,-0.0356438412830929,0,0,0,0,0,0.17534019816466,0.0191796835212384,0,-0.0175294301455734,-0.0369351046876461,0,0,0,-0.021421919992758,0,0
