,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X600703.SH,X002241.SZ,X002236.SZ,X000100.SZ,X601877.SH,X002007.SZ,X300003.SZ,X000157.SZ,X002463.SZ,X300142.SZ,X300124.SZ,X002179.SZ,X600271.SH,X002008.SZ,X000066.SZ,X600867.SH,X000625.SZ,X000977.SZ,X002506.SZ,X002129.SZ,X002371.SZ,X300136.SZ,X600177.SH,X002456.SZ,X600498.SH,X002049.SZ,X600066.SH,X002180.SZ,X300014.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.356175992655809,0,0,0.0406712495651731,0,0,0,0.154614736658784,0,0,0.174914575866839,0,0,0,-0.103509748064011,3.46944695195361e-18,0,0,0,0.0133089975055397,0,0,0,0,0,0,0,-0.0529675126586524,0,0,0,0,0.0117314939870026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370782324521486,0,0,0,-0.000109733320922162,0,0,0,0,-0.0086114869329684,0,0
X000858.SZ,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0515408627163451,-4.33680868994202e-19,0,0.326819145008788,0,0,0,-0.0210375941191907,0.32827025659682,0,0,0.100037775194724,0,0.0548495374772819,0,0,0,0,0,0,-0.100285016162317,0,0,0,0,0,0,0,0,0,0,0.0499234072122518,0.0278391617058419,0,0,0,0,0,0,0.0354273796086208,-0.0146776985955148,0,0,0,-0.00853052271257155,0,0,0,0,0,0
X600276.SH,0.0121848635954854,0,0,0,0,0,0,0,0.115744505451999,0,0,0.182785035639502,0.0432300947157284,0,0,0.0558002064989706,0,0.0816468998138693,0,0,0,0,0,0,0,0,0,0,-0.00833038527938797,0,0,0,0,0,0,0.0974386800926256,0,0,0,0,0,0,0,0.0235703797810537,0,0,0,0,-0.0456048945854023,0,0.201313610454757,0,-0.0212316897467046,0,0,0,0.0149691051728607,0,0
X000651.SZ,0,0,0,0,0.0374759490924639,0,0,0,0,0,0,0,0,0,0,0,0.117189639350726,0,0,0,0,0,0,0,0,0.0446739007597585,0,0,0,0,0,0,0,0,0.0767452247981595,0.0835750665859955,-8.67361737988404e-19,0,0,0,0.0572578198560262,0,0,0,0,0,0,0,0.0243979222693473,0,0,-0.00551972204503377,0,0,0,0,0.00354534256758119,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0690215713374119,0.0684478358516402,0,0,0.165553777429139,0,0,0.0149728529368212,0,0.0183429545047982,0,0,0,0.0994294397644499,0.24825925551917,0,0.0237298346852461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045205242799442,0,0,0,0,0,0,-0.00534172531014115,0,0,0,0,0,0,0,0,0,-0.0289573111531185,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534314047853598,0.0917577097722062,0,0,-0.0539139259226861,0,0,0,0,0,0.0795320110747873,0,0,0,0,6.93889390390723e-18,0,0,0,0.0578877090678905,0,-0.0153851698350672,0.20634262613642,-3.46944695195361e-18,0,0,0,0,0,0.0119195883790725,0,0.00947777300989765,0,0,0,0,0,0,-0.00833032626479015,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947005392110384,0,0,0,0,0,0,0,0,0,0.119316423000915,0,0,-0.152457092569037,-0.0198328674335502,0,0,0,0,-0.0324941947840093,-0.146455964227159,0,0,0,0,0,0,0,0,0,0,0,0.0330317333454174,0,-0.112694561761896,0,0,-0.0392121359358549,0,0,0,0,0.17460161698395,0,0
X002304.SZ,0,0,0.0294598529926123,0,0,0,0.160135076257452,0,0,0,0,0.148123786185388,0,0,0,0.0659978866321493,0,0,0,0.164103681945379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165364974885991,-0.0642733232722037,0.0199740069625253,0,0,0,0,0,0,0,0.0121716524141853,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134536434371918,0,0
X002475.SZ,0,0.137679285352411,0,0,0.154769379155553,0,0,0,0,0,0,0,0.225605293573783,0,0,0,0,0.0109541099340774,-4.33680868994202e-19,0,0,0,0.0964821088032575,0.00561565067701269,0,0,0,0,0,0,0,0,0,0.227309519227218,0.0681045163069651,0.030109150558906,0,0,0,0.0815171963494001,0,0,0,0.043318586964992,0,0,0,3.46944695195361e-18,0,-0.0550205662096144,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.024005704811854,0,0,0,0,0,0,0,0,0.00275147219070626,0,0,0,0,0,0,0,0,0.17615906006345,0,0.0251785817311411,0.471791717260142,0,0,0,0,0,0.0291426477940707,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.550148517653637,0.010366654408074,0,-0.0234087184330285,0,0.253983931140354,0,0,0.0918946750230103,0,0,0,-0.057195097948183,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564368786010109,0.0123605692013402,0.103775985049832,0,0,0,0,0,0.0254821610823148,0,0,0,0,0,-0.00248590920915868,0,0,0,0,0,0,0,0,0,0,0.144075497328036,0,0,-0.0232610569449104,0,0,-0.0726197577566754,0.10561036232148,0,0,0,0,0,0
X000568.SZ,0,0.659023294772102,0,0,0,0,0,0.136901164065482,0,0,0,0,0,0,0,0,0,0.0738956061311041,0,0.187966206889675,-0.0519681953879216,-0.0647685850386197,0,0,0,0,-0.0886609931271496,0.0169521829180082,-0.0241204416480856,0,-0.115621381803945,0,0,0,0,0,0,-0.0160611436535037,0,0,0,-0.0192659416790868,0,0,0,0,0,0.0868233311601565,0.0583665179204428,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.088902606676027,0,0,0,0,0,0.101540496343696,0,0,0.117905197586603,0,0,0,-0.0418501010552885,0,0,0,0,0,0.178095116405812,0.0549402983644626,0,0,0.0568178937495606,0,0,0,-0.00223936878099306,0,0.0597500528067333,0,0,-0.0456462721179697,0,0,0,0,0,0,0,0,0,0,0.01758751444865,0,0,0,0,-0.0225137644099146,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.070362126943197,0,0,0,0,0,0.015038372570784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198061822078741,0.127439122683062,0.0226912439781959,-0.0447000966317187,0,0.0334780647304991,3.46944695195361e-18,0,-0.136051354638971,0,0,0,0.127424215953393,0,0,0,0,0,0,0,0,0.0128447730279307,0,0,0,0.00424433385870478,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174229123020545,0,0,0,-0.0289787480530123,0,0,0,0.0882841967579811,0,0,0,0.131545539087252,0,0,0.0616432204475155,0,0.00243451048367949,0,0,0.101903449944276,0.0268649063966077,0,0,0,0,0,0,0.122673916748401,0.0962596144561362,0,0,0,0,-0.0139347249139014,0,0,0,0,-0.0176813499855107,0,0
X600741.SH,0,0,0.415965507517207,0,0,0.409201101908047,0,0,0.0173061912044658,0,0,0,0.02396258463593,0,0,0,0,0,0,0,-0.123215460066673,-0.0148474016190596,0,0.156590898136649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124776677743678,-0.0238392671536056,0,0.0464880262738436,0,0,0,0.194402414608886,0,0,0.179835344121708,-0.236130815689399,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.376417111950908,0,0,-0.0360433437938288,0,0,0,0.0162282270344518,0,0,0.108076517841016,0,0,0,0,0,0,0,0.111818772202037,0.0315672397547065,0,0,0,-0.157213769488381,0,0,0,0,0,0,0.0582468246337948,0,0.0198187491537644,0,0,0,0,0,0,0,0,0,0.121318776241697,0,0,0,0,0,0,0,0,0.00894267521442044,0,0,0,2.71050543121376e-20,0,0
X000661.SZ,0,0,0.184844156408621,0,0.205455004996985,0,0,0,0,0,0,0.0955287130144241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137894028702534,0,0,0,0,0,0.0263603531716631,0,0,0,-0.0478753009013794,0,0,0,0,0.0172579767824439,0,0,0,0,0,0,0,0.0186384537011434,2.16840434497101e-19,0,0.0295480110110648,0,0,0,0,-0.104734987540119,0,0
X600183.SH,0,0,-0.0584104994186101,0,0,0,-0.125721057014379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336030975315776,0,0,0,0,0,0,0.0789032325010942,0,0,0,0,0,0.117071959487769,0,-0.0799586572278412,0,0,0,0.0139065947928399,0,0,0.182401799306614,0,-0.0260511035073183,0.0338825995363327,0,0,0,0,0,-0.00755000749014662,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.279259894891188,0,0,0,0.239458778793881,0,0,0,0,0.236707318541262,0,0.00975270596956712,0,0.0276969386279896,0,0,0,0,0,0,0,0,0,0,0.0600234911805408,0,0.00289658752230323,0,0.0155431191608352,-0.12636903098788,0,0,0,0.0588408246480202,0,0,0,0,0,0,0,0,0,0,0.0364348069135304,0,0,0,0,-0.0349211898199408,0,0
X600703.SH,0,0,0,0,0,0,0,0,-0.447329462062603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102375233035466,0,0,0,0,0,0,0,0,0.0126005922516284,0.215995683357876,0.152881173612163,0,0,0,0,0,0,0.0652091504884643,0,0.328088350244231,0,0.423181654031702,0,0.161796010845565,-0.053576565822609,0,0,0,-0.00692957438630059,0,0,0,0.0679888213217594,0,0
X002241.SZ,0,0,0,0,0.229845609222837,0,0,0,0.0285487318564857,0,0,0,0,0,0,0,0,0,0.245386855993268,-0.264855602802923,0.0835236176590117,0,0.152980202315669,0,0,0,0,0,0.0803321022848703,0,0,0,0,0.0257242180105396,0,0.223752209287069,0,0,0,0,0,0,0,0.168122389084981,0,0,0,0,0,0,0,1.0842021724855e-19,0.00310994183771231,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0404490171899422,0,0,0,0,0.199056358336448,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.175978284915721,0.0528019060627496,0,0,0,0,0,0,0,0,0,0,0,0.0666095965300201,0.0525713631751106,0,0.199919231727326,0,0,0,0,0.0112828018916779,0,8.67361737988404e-19,0,0.000419622471546524,0,0,0.0122627299334411,0,0,0,0.0266491429572386,0,0,0,-0.0414458387720627,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.27453995865763,0,0.010620124155896,0,0.230055782033898,0,0,0,0,0,0.20535630337183,0,0,0,0,0,0,0,0.074657194143263,0.0508574947595999,0,0,0,0,-0.00703910657192025,0,0,0,0,0.0130196498697362,0,0,0,0,0,0.0299232977656666,0,0,0,0,0,-0.00612703826668703,0,0,-0.103915519572179,0,0.00151576223747742,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678294524517336,0,0.0319114801841321,0.154630401413693,0,0,0,0,-0.0438588519436919,0,0,0,0,0,0,0.0637945688174267,0,0,0,0.100172230065028,0,0.0961210565580689,-0.193028493751305,0,0,0.0675818583316951,0,0,0,0,0,0,0,0.0361866338640249,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,-0.196157180782574,0,0,0,0.0107112521511326,0.0654510676238995,0,0,0.36694283318244,0,0,0.440448137474137,0,0.0777016189402676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498125981063415,0,0,0,0.0329029425979365,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.123255795714963,0,0,0.0682929876565614,0,0,0,0,0,0,0.0128382403815754,0,0,0,0,0,0.0461314713428824,0,0,0,0,0,0.119868999424828,0,0,0.183163835122524,0.169108461303673,0.0621161141418265,0.105608997939276,0,0.0443299284167741,0,0,0,0,0,-0.189701501678244,0.0166511712917535,0,0,0,0,0,0,0,0,0,0.00499951963400778,0,0
X000157.SZ,0,-0.0638578054039223,0,0,0,0,0,0,0,0,0,0,0.404008688168884,0,0,0,0,0,-0.155681930620749,0,0,0.140577157386461,0,-0.0952578472878174,0,0,0,0,0,0,0,0,0,-0.0640428696357664,0,0.0697272870449775,-0.0324558844321049,0.0362570228401183,0,0,0,0,0,0,0,-0.0440072676121619,0,0,0,0,0,-0.0157106452032362,0,0,0,0,-0.0556541660987184,0,0
X002463.SZ,0,0,0,0,0,0,0,-0.25235314805758,0,0,0,0,0.132914756944409,0,0,-0.16545602546261,0,0,0.607261898181032,0,0.0407753098468159,0.138271396926302,0,0.144083183852934,0,0,0,0,0,0,0,0,0,0,0.172154046932284,0,0,0.0599556985537571,0,0,0,0,0,0,0,0,0,0,0.0488248711045202,0,0,0.0130900990003704,-0.0276662272146413,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0.08288605015116,0,0,0,0,0,0.128400207440111,0.0594413445908979,0.0602992139972361,0.113119086310621,0,0,0.0524074002003438,0,0,0.013247145237514,0,0,0,0.0804648120525631,0,0,0,0,0,0,0,0,0,0.0395612008254981,0,0,0,0,0,0,0,0,0,0,0.07003909265282,0,0,0,-0.0121561091598127,0,0,0,-0.0182061042601537,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693696428377352,0,0,0,0,0,-0.0603053289830484,0,0,0,0,0.0653176662252457,0,0,0,0,0,0,0,0.0325261319099626,0,0,0,0,0.130179846615348,0,0.0657700932407636,0,0.0365157205567231,0,0,0,0.0353155986628976,0,0.162501445586842,0,0.00128580417442885,0.0196867289236872,0,0,0,-0.0257343168454797,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294638731286732,0,0,0.111586102621466,0,0,0,0,0,0,0,0.0830080242922775,0,0,0,0,0,0,-0.00300844817537785,0,-0.20196138873669,0,0.222294975866477,0,0.0231881595344732,0.00911296544195083,0,0,0,0,0,0,0,0,0.0726395497429403,0,0,0.0342770280932068,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.0149803328706393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295646550613543,0,0.0457113383444796,0,0,0.113526631856379,0,0,-0.043706051854882,0,0,0,0,0,0.0214140467952719,0,0,0.116040500323256,0,0,0,0,0,0.0607960515266675,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0293991078790401,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0.00711146070715343,0,0,0,0.0104362539454119,-0.0119353499254727,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.263988553203966,0,0,0,0,0,0,0,0,0,0.243314576361503,0,-0.363374654800478,0,0.690226632568237,0,0,0,0,0.192896942139542,0,0.0731759618140379,0,0,-0.0296005391355496,0,0,0,0,-0.0153125015578298,0,0
X000066.SZ,-0.0950212563395332,0,0,0,0,0,0,-0.127562629551751,0,0,0,0,0,0,0,0,0,0,0,0,0.181021890301364,0,0.0894193349090144,0,0,0,0,0,0.10884164631975,0,0,0,0,0,0,0,0,0.165080145570433,0.0525943876916199,0,0.366665104789854,0.0990845890011678,0,0,0.0107642415110415,0,0,0,0.170516717365251,0,0,-0.0345211283182099,0,0,0,0,0.0401957747580086,0,0
X600867.SH,0,0,0.159754160566876,0,0,0,0,0.0422409325730137,0,0,0,0,0,0,0,0.0300991521632794,0,0,0,0,0,0,0,0,0,0,0.129899125239186,0,0,0,0,0,0,0.00242562139342003,0,0,0,0.128524330758568,0,-0.0894069793806028,0.0726343127179365,0,0,0,0,0,0,0.0861255217383205,0.0232229918659988,0,0,-0.00372267615462136,0,0,0,0,0.0213585763017532,0,0
X000625.SZ,0,0,0,0,0,0.0983895608416115,0,0,0,0,0,-0.0173529918759204,0,0,0,0.0269621363876899,0,-0.153306730984172,0,0,0.0149529539282484,0.0282753358455193,0,0,0,0,0,0,0,0,0,0,0,0.0430679974995291,0,0,0,0.0210042752473267,0,8.67361737988404e-19,0,0,0,0,0.0760703225399701,0,0.092626746044011,0,0.154283918829012,0,0,0,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0.22702571152924,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0282454616270011,0,0,0,0,0,0.0491929947556526,0,0,0,0,0.518701369480033,0.0284294650352828,0.537851870394201,0,0.00480262007857847,0,0,0.225465765920041,0,0,0,0,0,0,0,0,0,0.0366942791715429,0,0,0,-0.00736877440081284,0,0,0,0.0703590525229223,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541706410912544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406726426153363,0.137811802510882,0,0.277840543830364,0,0,0,0.00303937251786189,0,0,0,-0.362988005084391,0,0.101722633224308,0,-0.0206328416886306,0,0,0.0177634072673323,0,0,0,0,-0.0351575130932454,0,0
X002129.SZ,0,0,0,0,0.0712302403063306,0,0,0,0,0,0.0620437278922381,0,0,0,0,0.0358244209014084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177763161993086,-0.298604798789847,0,0,0,0,0,0,0.204990767018065,0.250563859141839,0,0,0,0.430548233800681,0,-0.206873336937706,-0.150085880546745,-0.127103651695238,0,0.0599331904808781,0,0,0,0,-0.0866067679223377,0,0
X002371.SZ,0,0,0,0,0,0,-0.0159339001589099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240322784636706,0,0,0,0,0,0,0.0843682928535432,0.414218189737433,0,0,0.055082553152792,0.271336649683735,0,0,0,0,0,0,0.213536109409775,0,0,0,0,0,0,0.00584503567076305,0,0,0,0,0,0
X300136.SZ,0,0,-0.060870107880969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148428144557411,0,0,0,0.218492293943428,-0.19231911593459,0,0,0,-0.0384681984708284,0.0328894186683144,0,0,0,0,0.406207171890994,0,0,-0.0540744652389075,0,0,0.119538062576325,0,0,0,0,0.011801137883786,0.306814135676477,0,-0.146169164796922,0,0,0,0.0175346843601708,-0.0192681705583614,0,0,0,-0.0129502470892333,0,0
X600177.SH,0,0,0,0,0,0,0,0,-0.00302347112152648,0,0.0365637014653623,0,0,0,0.0854922208964508,0,0,0,0,0,0.0615883522918486,0,0,0,0,0,0.0476090741808167,0,-0.0127719599367456,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503881086603449,0,0,0,-0.00788931344847894,0,0.0779827064056549,0.0156427286525604,0,0,0,0.024091975539703,0,0,0,-0.0220672888069041,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.0685226958001788,0,0,0,0,0,0,0,0.090435997052983,0,0.0828137434970891,0,0,0,0,0,0,0,0,0.0708452969311326,0,0,0,0,0.143773599054866,0,0,0.0131353254977695,0,0.0628357036325619,0.170249222197334,0.0924055226936557,0,0,0,0,0,0.0139800783487779,0,0.0702709578644958,0,0,0,0,0,0,0.0154261015675429,0,0
X600498.SH,0,0,0,0,0,0,-0.144208333209876,0,0,0.349676444495736,0,-0.256175651588469,0,0,0.0286145123169241,0,0.133217163797329,0,0,0,0,0,0,0,0,0,0,0,-0.0280327456757784,0,0,0,0,0,0,0,0,0.118752111846316,0,0.0829624571250636,0,0.160764351966092,0,0,0,0,0,0,-0.0120026649066712,0,0,0,0,0,0,0,0.0119448778438038,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.11495017816836,0.030535797146875,0.050413650828806,0,0,0,0,0,0,0,0,0,0.233541809131929,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.076976580358416,0,0,0,0,0,0.0913937705217764,0.259130888221046,0,0.0323520731378803,0,0,0,0,0,0.161402555839304,0,-0.0040405119442257,0,0,0,0,0.0445547709918008,0,0
X600066.SH,0,0,0,0,0,0,0,0.0743296052066219,-0.0206044088907082,0,0,0,0,0,0,0,0.0658953853551505,0,0,0,0,0,0,0,0,0,0,0,0.114648958466108,0.350764089226422,0,0,0,-0.0290915641323332,0,0,0.146086370055004,0,0,0,0,-0.118132353717494,0,0,0,0,0,0,0,0,0,-0.0257804096156597,0,0,0,0,0.0624782810910707,0,0
X002180.SZ,0,0,0,0,0.00758869905201038,0,0,0,-0.0175378782949389,0,0,0,0,0,0,-0.0455848741577515,0,0,0,-0.108890730216662,0.0918698828243429,0,0,0,0,0,0,0,-0.0457346640987398,0,0,0,0.406069781083721,0,0.15137007448909,0,0,0,0,0,0,0,0,0.0331260988452428,-1.73472347597681e-18,0,-0.0542883046214611,0,0,0,0,0,0,0,0.364851331417916,0,-0.0259785101966589,0,0
X300014.SZ,0,0,0,0,0,0,0,0,-0.141716193940318,0,0,0,0,0,0,0,-0.158815421006513,0,0.0807352467243206,0,0,0,0,0,0,0.340116557964493,0,0,0.140871006900496,0,-0.37178370256242,0,0,0.109580858981101,0,0.421771202640135,0.339084525915468,0,0,0,0,0,0,-0.00693636440983829,0,0,0,0,0,0,0,0,0,0,0,0,0.230607085354942,0,0
