,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600741.SH,X002129.SZ,X600703.SH,X600118.SH,X600271.SH,X002241.SZ,X600177.SH,X600066.SH,X600582.SH,X002236.SZ,X601877.SH,X000581.SZ,X000800.SZ,X000568.SZ,X000559.SZ,X000623.SZ,X000550.SZ,X600839.SH,X002475.SZ,X600060.SH,X002294.SZ,X000977.SZ,X300124.SZ,X002007.SZ,X002292.SZ,X000869.SZ,X000050.SZ,X300146.SZ,X000400.SZ,X002456.SZ,X002008.SZ,X002465.SZ,X600252.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0.089972839635062,0,0,0,0,0.175402463615596,0,0,0.0716679569772543,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00719150542160381,0,0,0.0824748213126366,0,0,0,0.00326840163269372,0,0.038052203731739,0,0,0,-0.023074270183925,0,0,0,0,0,0,0,0,0.0690800770393719,0,0,0,0,0,0,-0.016028175121066,0,0,0,0,0,0
X600519.SH,0,0,0,0.188481966453462,0,0,0.109408826855444,0,0,0,0.0684842827231268,0,0,0.102713166808917,0,0,0,-0.0109380987437774,0,0,0.0335310174517834,0,0,0,0,0,-0.0170852100931896,0,0,0,0.0066086117548329,0,0.00266098987057752,0,0,0,0,0,0,0,0,0,0,0,-0.0912644396277581,0,0,0,0,0,0,0.00581882695288409,0.0301326623867814,0,0,0,0,0,0
X000651.SZ,0,0.193351507664101,0,0,1.73472347597681e-18,0,0.0126595718938216,0,0,0.0594191974749363,0,0,0,0.248247218939186,0,0,0,0,0,0,0,0.0168733111585655,0,0,0,0,0,0,0,-0.00609770476848022,0,0,0.0249822683873436,0,0,0,0,0,0,0,0,0.0218707892647189,0,0,0,0,0,0,0,0,0,4.94881602935717e-05,-0.073262473371467,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021618744891047,0,0.23192374976579,0.0636145737496399,0,0,0,0,0,0.0177564116866901,0,0,0,0,0,0,0.120591012607854,0.00521837784350207,0,0,0,0,0.0716580970126372,0.119054444587224,0,0.0731275833813997,0,0.264012078247164,0,0,0,0.209136440254808,0,-0.0565139126397149,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.112178856154627,0,0,0.140256171203225,0,0,0,0.0509178475127514,0,0,0,0.0551518922895042,0.038149436108925,0,0,0,0,0,-0.126461238128939,0.0459281482810185,0,0.0350674257803509,0,0,0,0,0,0.237697905581609,0.2446953675065,0,0,0,0,0,0.0257942284946718,0,0,0,0,0,0.137629668066687,0,0,0,0,0,0.00828108072125714,-0.0126290474272443,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.157952870700239,0,0,0,0,0,0,0.0275976938764342,0,0,0,0,0,0.192200416151247,0.0512825582040461,0,0.019576394881943,0,0,0,0.0655453452296815,-0.0718342566755003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489525636616152,-0.0102887215315216,0,0,0,0,0,0,0,0,0,0,0.0192018531888668,-0.0305394876675691,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.451958714206655,0.311502468643334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740093711824743,0,0.110559691558184,0,0,-0.0647407900338352,0,0,0.0269260779138485,0.132794994497132,0,0,0,0,0,0,0,0,0.0102990251406184,0,0,0,0,0,0,0.00082039487647837,0,0.0123489551584222,0,0,0,0,0,0,0
X000858.SZ,0.015423588818155,0,0,0.0256202140176295,0,0,0.115128116273869,0,0,0,0,0,0,0,0,0,0.0497130063390777,0,0,0,0,0,0,0.0440119576501049,0.0246277211357147,0,0,0,0,0,0.144675965256911,0,0.108792956323766,0,0.172087506064666,0,0,0,0,0,0,0,0,0.0318175746215606,0,0,0,0,0,0,0,0,0.0115607410443882,0,0,0,0,0,0
X000063.SZ,0,0,0.000505056566594683,0,0,0,0.0118379472860867,0,0,0,0,0.030355477714092,0.151960012683634,0,0,0,0.049204909168415,0,0.028029248735838,0,0,0,0,0.0381387570348627,0,0,0.0195815538696111,0,0,0,0,0,0.142083924650289,0,0,0,0,0,0,0,0,0,0,0.000776806471760601,0,0.0961059248999057,0,0,0,0,0,5.42101086242752e-20,-0.00815037068030632,0,0,0,0,0,0
X600690.SH,0,0,0,0.0379386103955802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793073858155192,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.048439507100749,0,0.140963534203824,0.15146314632387,0.0901585008078359,0,0.0206128983056462,0,0,0,0,0,0.0411876861218238,0,0,0,0,0.119107892809924,0,-0.0315158484345738,0,0,0,0,0,0,0
