date,CARDI_1P,CARDI_5P,CARDI_10P,Id,FRM_High_Low,FRM_High_Low_1,FRM_High_Low_10,SmoothFRMDiff,deltaSmoothFRMDiff,SmoothFRMDiff_1,deltaSmoothFRMDiff_1,SmoothFRMDiff_10,deltaSmoothFRMDiff_10
2015-01-07,1.244239631,1.467176026,1.416473018,1,1.467176026,1.244239631,1.416473018,1.51846318002765,NA,1.62081427009642,NA,1.6247702571554,NA
2015-01-08,1.225520833,1.443129847,1.446018665,2,1.443129847,1.225520833,1.446018665,1.51302593051033,-0.358718448231227,1.61609365525545,-0.291674542280151,1.6197877978471,-0.307127389329737
2015-01-09,1.189707234,1.393267672,1.463926469,3,1.393267672,1.189707234,1.463926469,1.50763158535774,-0.357164018675854,1.61139470009414,-0.291183605582301,1.61483003134784,-0.306544429257422
2015-01-12,1.271840924,1.435020755,1.470762653,4,1.435020755,1.271840924,1.470762653,1.50228062326737,-0.355556398773949,1.6067172434759,-0.290695910778555,1.60989710900838,-0.305943788264967
2015-01-13,1.331652958,1.525286598,1.414274992,5,1.525286598,1.331652958,1.414274992,1.49697352293672,-0.353895042625069,1.6020611242641,-0.290211535114354,1.60498918217948,-0.305325302182097
2015-01-14,1.258473445,1.479580462,1.405297793,6,1.479580462,1.258473445,1.405297793,1.49171076306327,-0.352179408016523,1.59742618132216,-0.289730556276152,1.60010640221189,-0.3046888067125
2015-01-15,1.251217265,1.356059529,1.533558853,7,1.356059529,1.251217265,1.533558853,1.48649282234453,-0.350408956822623,1.59281225351347,-0.28925305239057,1.59524892045638,-0.304034137474307
2015-01-16,1.227238144,1.386807541,1.442435381,8,1.386807541,1.227238144,1.442435381,1.48132017947799,-0.348583155414689,1.58821917970142,-0.288779102024556,1.59041688826371,-0.303361130042407
2015-01-19,1.26460177,1.367207759,1.79209195,9,1.367207759,1.26460177,1.79209195,1.47619331316115,-0.346701475080219,1.58364679874942,-0.288308784184377,1.58561045698464,-0.302669619990947
2015-01-20,1.346249435,1.336750946,1.571428571,10,1.336750946,1.346249435,1.571428571,1.47111270209149,-0.344763392452979,1.57909494952085,-0.287842178315406,1.58082977796993,-0.301959442937527
2015-01-21,1.467977396,1.475398605,1.54572678,11,1.475398605,1.467977396,1.54572678,1.46607882496651,-0.342768389952952,1.57456347087912,-0.287379364302126,1.57607500257034,-0.301230434588523
2015-01-22,1.544273504,1.520053052,1.539257153,12,1.520053052,1.544273504,1.539257153,1.46109216048372,-0.340715956235965,1.57005220168762,-0.286920422467518,1.57134628213663,-0.300482430784954
2015-01-23,1.607612782,1.498707362,1.540818848,13,1.498707362,1.607612782,1.540818848,1.45615318734059,-0.33860558665309,1.56556098080975,-0.286465433573052,1.56664376801956,-0.299715267550182
2015-01-26,1.576532964,1.450337787,1.532577335,14,1.450337787,1.576532964,1.532577335,1.45126238423463,-0.336436783720295,1.56108964710891,-0.286014478818797,1.56196761156989,-0.298928781138402
2015-01-27,1.508769982,1.5101918,1.557603807,15,1.5101918,1.508769982,1.557603807,1.44642022986334,-0.334209057596713,1.55663803944849,-0.285567639843115,1.55731796413839,-0.298122808084239
