,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600809.SH,X600690.SH,X000651.SZ,X002371.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X600104.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X600584.SH,X002463.SZ,X000977.SZ,X600089.SH,X000066.SZ,X600703.SH,X600372.SH,X000157.SZ,X600839.SH,X002028.SZ,X002049.SZ,X600522.SH,X002456.SZ,X002236.SZ,X600183.SH,X600741.SH,X600066.SH,X002156.SZ,X600460.SH,X601877.SH,X002085.SZ,X002129.SZ,X600487.SH,X000661.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.124965015267038,0,0,0,0.137931070862187,0,0,0,0,0.0377138873489669,0,-0.0122123594558908,0,0,0,0,0.329205018224678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00741423540605461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611867457110571,0,-0.00410622934359154,-4.33680868994202e-19,0,-0.0420225227009718,0,0
X000858.SZ,0,0,0,0,0.0604119370460419,0.225178992160484,0,0,0,0.126292925795346,0,0,0,0,0,0.0481984232418959,0.026376481577285,0.297962343564418,0,0,0,0,0,0,0,-0.00281193120741594,0,-0.0442536737125575,0,0,0,0,0.134832588408712,0,0,0,0,0,0,0,0,0.0632260518721654,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.00282590270528125,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0438953846558539,0,0,-0.00125014303941182,0,0.0363359844015082,0.086703485919399,0,0,0.18907471826941,0.0668794662146338,0,0,-1.73472347597681e-18,0,0,0,0,0,0.105619284025082,0,0,0,-0.0349479826926542,0,0,0,-0.0532165557342885,0,0,0,0.109686687420689,0,0,0,0,0,0,0,0,0,0,0.0255937112547868,0.162809998827707,0,0,-0.0300255358100123,0,0
X002415.SZ,0,0,0,0,0,0.0201913270577003,0,0,0,0,0,0,0.000398845626316499,0.0872623494656231,0,0,0,0,0,0,0.215308376594444,0,0,0,0.00631094370956926,0.0431632424386446,0,0,0,0.00755771966481427,0,0,0,0,0,0,0,0,0,0,0,0,0.0620445024887805,0.0140038997900421,0,0,0,0,0,0,0,-0.00398935071555187,0,0,0,0,-0.0602856659578236,0,0
X002475.SZ,0,0,0,0,0,0,0.092325758844342,0.124072420121387,0,0,0,0,0.0877307227926371,0,0,0.0320346359227966,0,0,0,0,0.0367990235878024,0,0.0540288672207909,0.0674059263428704,0.252109284479868,0,0.013023642955391,0.0113671522900956,0,-0.0287325087455779,0,0,0,0.0425767530452465,0,0,0,0.00949947145449256,0,0.148285308800085,0,0.0320379634531781,-0.00417790087055147,0,0,0,0,0,0,0,0,0,0.00869847840403862,0,0,0,0,0,0
X600809.SH,0,0.078624484631387,0,0,0,0,0,0,0,0.416908828339873,0,0,0,0,0,0,0,0,0,0.257834006330774,0,0,0,0,0.00888419065291761,0,0,0,0.0996542675823284,-0.0213703064684423,0,0,0,0,0,0,0,0,0,0.00877499186772209,0,0,0,0,0,0.0547035265117106,0,0,0,0,0.0201014376703966,0,0,0,0,0,0.00529541141689646,0,0
X600690.SH,0,0,0,0,0.276376115385047,0,0,0,0,0,0,0,0,0,0,-0.0564778882923884,0,0,0,0.0438504969776444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244401954063324,0,0,0,0,0,0,0,0,-0.00328460218567755,0,0,-0.0161514681638462,0,0,0,0.229862018251578,0,0.0252776127805877,0,0,0,0,0.0128671603230241,0,0
X000651.SZ,0,0,0.00955506093184602,0,0.157979231423017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254583886460938,0,0,-0.116957006480687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668970006523216,0,0,0,0.177667802555654,-0.024054572868764,0,0,0,0,0,0,0.29876000964735,0,-0.0182591053002009,0.0359941443182548,0,0,0,0.00788119781824117,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.202691278427969,0,0,-0.0179798688320236,0,0,0,0,0.0692561439314369,0,0,0,0,0,0,0.288628654513411,0,0.037874222149576,0,0,0,-4.33680868994202e-19,0,0,0,-0.0770563065122962,0,0,0,0,0.0826532073699041,0,0,0.0828089420662739,0,0,0,0,0,0,0.0127899961205236,0,0,0,0.0255600791730642,0,0
X000568.SZ,0,0.38712387488142,0,0,0,0.332533559028201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106894904212505,0,0,0,0,0,0,0,0,0,0.0183340843801236,0,0,0,0.000752520568288799,0,-0.00462966131668714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517937520552146,0,0.0170554307577882,-0.00761461155454989,0,0,0,0,0,0
