,date,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X002236.SZ,X000100.SZ,X002475.SZ,X601877.SH,X000568.SZ,X300124.SZ
1295,2020-02-06,0.013297390683678,0.0161605037777047,0.017030623854577,0.018006812166252,0.0235529418883612,0.0160828078417372,0.0136074023520136,0.0211529959341041,0.0130958250006449,0.022670276309347,0.0141406020162863,0.0174050455379227,0.0285358722916878,0.0213011764864914,0.0181330037621119,0.0289583285830097,0.0139332164302124,0.0203840301483185,0.021755933584193,0.0205435380918748,0.0124018889263749,0.0171768552791571,0.013558251753012
1296,2020-02-07,0.0132872372189615,0.0163536145205999,0.0170955703378131,0.0179028424040111,0.0234293347106488,0.0160526429400736,0.0135985919798375,0.0212072522864881,0.0130155525289319,0.0226656189321304,0.0141059523745741,0.0170448339192966,0.0284504925080631,0.021404426611398,0.0181249655170815,0.0291456234228328,0.0138765720744213,0.0204920249513877,0.0218197523382698,0.020145074215995,0.0124227325680894,0.0171828555144456,0.0135666547307813
1297,2020-02-10,0.0133158055301604,0.0163899423342306,0.0171444061593,0.0179010318232331,0.0234068755185897,0.0160416482737421,0.0136012016127548,0.0213283002925377,0.0130034094733415,0.0226548033172452,0.0142790501969094,0.0170228452626056,0.0284659568499462,0.0214493550295055,0.0181626742266803,0.0291319688035097,0.0138829129036829,0.020588086810387,0.0218275426829273,0.0200858767800423,0.012432240698439,0.0171858931659045,0.0136666461261882
1298,2020-02-11,0.0133617735086694,0.0165973299847485,0.0171632683524033,0.0179626808404946,0.0234536530746127,0.0163604302135723,0.0136338128084123,0.021321615580488,0.0130521088140423,0.0226792124603639,0.0144694090697213,0.0171391803308894,0.0286419714323578,0.0216588595696817,0.0181629531119122,0.0292901393348861,0.0137902647295403,0.0205241308738764,0.0219360205999024,0.0205310569551309,0.0124354904296044,0.017319365745072,0.0137967478694499
1299,2020-02-12,0.013368699849256,0.0166424813550089,0.0171480323077205,0.017999350383183,0.0234441141407354,0.0162339791921186,0.0135402810998018,0.0214438662188081,0.0130425216356534,0.022666965451993,0.0144372500432587,0.0170490113105776,0.0284231586006677,0.0217643114989434,0.0181658672506363,0.0291774211277426,0.0137382704643176,0.0206104806614438,0.0220307864909571,0.0202971090700407,0.0125633264688794,0.0172747870515499,0.0137916675894765
1300,2020-02-13,0.0133271392119043,0.0166635817124948,0.0171144110190934,0.0179955405206488,0.0234396471520563,0.0162165244519302,0.0135431174902167,0.0214934425369601,0.0130069264624267,0.0226614944628394,0.0144196838081842,0.0170634365572522,0.0285142699652077,0.0218349582737449,0.0181601986591131,0.0291606840203038,0.0137363069876509,0.0205678517010159,0.0220183667727298,0.0204340409952058,0.0125546346851806,0.0172745631150597,0.0137068586041687
1301,2020-02-14,0.0133722025061444,0.0166373515522089,0.0171543800502032,0.0179909026893049,0.0234056391749711,0.016211048637718,0.0136190354541909,0.0214749453246778,0.0130102522760212,0.0225452448154377,0.0145603586016029,0.0170500945403274,0.0285053971822023,0.0219207303430604,0.0181329058137092,0.028690559331766,0.0136504960997608,0.0204180748980592,0.0220001526667421,0.0204272871895968,0.0125626188479143,0.0172838056419148,0.0137746117834196
1302,2020-02-17,0.013512114751411,0.0166387111690979,0.0173049861187875,0.0178088221067395,0.0236596931347583,0.0162937883174775,0.0135284235823185,0.0215949737080556,0.0129841332501265,0.0224103724573331,0.0142594150570267,0.0170830076877883,0.0288281298635392,0.0218839240066967,0.0183014781709478,0.0279231101205691,0.0141007888698351,0.0206339194559019,0.0221130877518066,0.0203986918646275,0.012639262706724,0.0173008645540316,0.0139197426488473
1303,2020-02-18,0.0135284820099522,0.0166401443391194,0.0174910937979547,0.0175941826409141,0.023663744059845,0.0162767941529841,0.0135364554547542,0.0216447038250313,0.0129924302744032,0.0224305314073606,0.014248377105815,0.017147393067841,0.0287436741657597,0.0220820317391801,0.0183122200611741,0.0279476735695354,0.0140952050983651,0.0206552198010874,0.0223188294444307,0.0203461267075579,0.0126416418536625,0.0173179147806756,0.0139244841974994
1304,2020-02-19,0.0135279207003388,0.0164428673491752,0.0175411891375249,0.0175318511083603,0.0236284939411353,0.0161549328894481,0.0135350001843658,0.0218071970788368,0.0129698712198028,0.0223913602004596,0.0143315157894711,0.0170990586929918,0.0287440842411756,0.0222218604408044,0.0183330928244942,0.0278474989812736,0.014095827114395,0.0206558774311475,0.0221655709050627,0.0203509194396448,0.0126493380725163,0.0172842274509164,0.0138234972727034
1305,2020-02-20,0.0136130841920998,0.0166538034224372,0.0182598819197579,0.0174993463199837,0.0237092884538576,0.0163765596914992,0.0138327159228532,0.0218504045945427,0.0130390818359432,0.0224702168700914,0.0143516607163761,0.0172318606681054,0.0292050894617534,0.022110620955039,0.0184095337854366,0.0273331799814645,0.0142119349871456,0.0205656495537794,0.0225083224607916,0.0204560242004927,0.0127150398351609,0.0174664167824024,0.0137755774590119
1306,2020-02-21,0.013616690350913,0.0167158584707833,0.0182464821413208,0.017044592828931,0.0237620399086996,0.0163431614059493,0.0138034507723534,0.0219499661899953,0.0130376617399033,0.022151704673504,0.0144043025531258,0.0172490881752522,0.0292616840614241,0.022102608939464,0.0182824112423137,0.0270389596433834,0.0141579030069254,0.0205523540163135,0.0222025818088228,0.020630456210619,0.0131178909075259,0.0173976743636379,0.013736302327626
1307,2020-02-24,0.0136193094758161,0.016596548798716,0.0191011134099895,0.0168366987433705,0.0237631549358858,0.0164499086771768,0.0139046330265738,0.0222548457321594,0.0130629567243595,0.0219955679945057,0.0144253537926107,0.0172779698907103,0.0295145102273798,0.0219357302281131,0.0182348388565521,0.0276171245010891,0.0141572981713151,0.0206954898943397,0.023108963741032,0.0208314114279467,0.013429995018107,0.0174196640503994,0.0137841929882911
1308,2020-02-25,0.013609893882356,0.0163923547319775,0.0191329220054723,0.0168965714752893,0.0236780790686223,0.0165012305899156,0.0139163076755854,0.022723082912022,0.0130654230497532,0.0226944816490033,0.0144856803208694,0.0173151592740912,0.0292765829877184,0.0220283920377793,0.0182383067195228,0.0283909214572638,0.0136600759844959,0.020705231403639,0.0231438728019294,0.0208532579525487,0.0133956241679303,0.0174304849757695,0.0139325441458235
1309,2020-02-26,0.0142650293407039,0.0163564796764006,0.0212690917261312,0.0167837625386232,0.0244551639692924,0.0166556814661974,0.0139762745849507,0.023272925721094,0.0131717768236391,0.0242038413108058,0.014529851312605,0.0173937695731297,0.0308614622794781,0.0220562374001881,0.0182919515129489,0.0305762669543185,0.014720367422008,0.021650963421801,0.0258213630336791,0.0222147033438417,0.0143579553584152,0.0174248712032712,0.0148936639318675
1310,2020-02-27,0.0142694322175611,0.0165572715626112,0.0214452823393142,0.0167201929799338,0.0244860385886002,0.0166475498349431,0.0139663616913643,0.0234971782656454,0.0131724586390134,0.0247981851788568,0.0144801770394107,0.0175135452187159,0.0309289689946363,0.0220591294862523,0.0183837110110872,0.0313574714338878,0.0148292103293056,0.0218987456499679,0.0259681231518214,0.0222810550235651,0.0150075335059055,0.0174396553833913,0.0149983800776248
1311,2020-02-28,0.015349112290037,0.0165262579285773,0.0232539596638096,0.0170779293160354,0.0246143777086404,0.0169520429377989,0.0151117470067666,0.0241475434475636,0.013058647996546,0.0259653542861902,0.014940255990818,0.0185226508936493,0.0311545741044111,0.022659861982378,0.0188681954029784,0.0327273613217986,0.0147662166934108,0.0233421939186419,0.0278686653037069,0.022663388093116,0.0169215625700793,0.0183349968423061,0.0156141033145342
1312,2020-03-02,0.0162306668664553,0.0167136799454211,0.0236007324773835,0.0171034364834758,0.0240743078446436,0.0172267446046202,0.0155792235560151,0.0250742921036207,0.0131490613201523,0.026217897198664,0.0157294532387156,0.0191418792068968,0.0306172327662574,0.0228412180299599,0.0197361018405801,0.0316746027337359,0.0147599189545299,0.0233024656263622,0.0278740813966233,0.0226866616616511,0.0166942507870222,0.0185511012127952,0.0158202748091611
1313,2020-03-03,0.016280580262417,0.0169920926484943,0.0234241108527011,0.0168162829884724,0.0241164067294274,0.0171807045180728,0.0155437742674263,0.0248172352053896,0.0132530974342275,0.0263477385007993,0.0157455427986158,0.0191298448637599,0.0306819443791425,0.0227964658713978,0.019748834592668,0.031606650582124,0.0148103504744879,0.0233268534537502,0.0278297271478616,0.0225366524411331,0.016643138937234,0.01853006151381,0.0157603604013857
1314,2020-03-04,0.016328911172891,0.0173029471281191,0.0236421416827161,0.0167419418761362,0.0237698413921181,0.0171158374866655,0.0155667802240634,0.0247603281898922,0.0132331653713509,0.0267303623243454,0.0158169800724373,0.0190944337261296,0.03067226605925,0.0227661794855585,0.0197090955921088,0.0313044072403264,0.0147718602299039,0.0234028158796495,0.0280879934425143,0.0229731161409327,0.0170203716041323,0.0185513228021253,0.0157591469102377
1315,2020-03-05,0.0163836564523488,0.0185131915520365,0.0236442381866283,0.0166943395781271,0.0237011859789766,0.0175126761153002,0.015990979730377,0.0247754076249739,0.0141960474160994,0.0267149260471091,0.0159940217172306,0.0191061947612144,0.0305323070337281,0.0228024746336517,0.0197528741965072,0.0313102159632955,0.014715922954663,0.0234402038916654,0.0281314961258925,0.0229640307196156,0.01738097070717,0.0202638569059562,0.0157688439615843
1316,2020-03-06,0.0164808302414352,0.0182197508918814,0.0235970707104218,0.0161676458815358,0.0233470373990107,0.0174937410887021,0.016310463743559,0.0249154536320582,0.0137072458111426,0.0269207756452148,0.0160458232238448,0.019230506752089,0.0304728596371583,0.0229284519386866,0.0199686817894316,0.0313639265180362,0.0147467692993952,0.0236440531336592,0.0280337042410042,0.0231233877939552,0.018030112512716,0.0203096776506654,0.0157740365849814
1317,2020-03-09,0.0170852516868578,0.0184236613077197,0.024494547368768,0.0165231503701824,0.0237477471866785,0.0180809574258452,0.0172042561125459,0.0256147308077562,0.014325760531359,0.0280711210023344,0.0162859378393672,0.0200087422986883,0.0316527647190809,0.0231160949135605,0.0207947358804195,0.0333615674969655,0.0155301444499381,0.0243681162554204,0.0293520100933954,0.0247031131022105,0.0189806648149157,0.0207438091944081,0.0163339435240891
1318,2020-03-10,0.0172011171411104,0.0187737618598049,0.0247738119166328,0.0163335966024427,0.0239646107051387,0.0184617436651223,0.0172680559172505,0.0263064948540643,0.0146474644187524,0.0283386818987642,0.0164806419536157,0.0200415202354813,0.031865701139696,0.0232590931416762,0.0209394390296785,0.0339454160269574,0.0157211185754933,0.0250997648507354,0.0299428549400449,0.0247987241649117,0.0191555046934271,0.0214806456648467,0.0167502216475847
1319,2020-03-11,0.0172432047669783,0.0187696175093149,0.0250087069727229,0.0162809585595573,0.0239706556551791,0.018349610337669,0.017286772850795,0.0266257248853963,0.0146380465865478,0.0285394224869994,0.0164620636498862,0.0201121904496005,0.0319965609001942,0.0232397714998355,0.0210863258181448,0.034262111661803,0.0159027665289388,0.0250968807367529,0.0304323091860744,0.0250276404783382,0.019334811880602,0.0214805815832733,0.0168207766610158
1320,2020-03-12,0.0173930025246455,0.0185947709940881,0.025559926753427,0.0163902449664555,0.024112075140968,0.0185474989295796,0.0174062116385867,0.0266718571843539,0.0148282206074431,0.0284307056044683,0.0166427403863005,0.0201868612832081,0.0317952020917512,0.0230333352471095,0.0212342187851416,0.0342840673592158,0.0159411875257196,0.0251286206495421,0.0310105050581756,0.02550807365536,0.0196134768384724,0.0215194203174071,0.0166670095067657
1321,2020-03-13,0.0174251249661228,0.01815084376572,0.0255666394395299,0.0164024611939379,0.0241714575397197,0.0186301267455443,0.0171709053113386,0.0266333678321084,0.0148473873706022,0.028397975896991,0.0167391831028073,0.0202651197766686,0.0318174123368254,0.0229699769913602,0.0213194119274167,0.0342747623995906,0.0161801867100742,0.0251569621913676,0.0310651761197939,0.025640780517984,0.0196718871338664,0.021439652078158,0.0168790827701112
1322,2020-03-16,0.0183532412893162,0.0184335816595496,0.0274458731316481,0.0169748304830509,0.025170236966491,0.0197027610154867,0.0178224514868185,0.0281197997881921,0.0148287724662603,0.0307003321368575,0.0179134091896176,0.0215680669448453,0.0336457821507631,0.0234900734047855,0.0227810808934033,0.035973720022711,0.0176166695193187,0.0260927318548726,0.03310767450865,0.0279904847384608,0.0207804523434418,0.022411094709892,0.0180438054472278
1323,2020-03-17,0.0183724682042738,0.0183963523267899,0.0273695223527974,0.0170896058416764,0.0253801994975731,0.0198148180106373,0.0177549598508177,0.0280898851692893,0.0148039177060332,0.0316196873832837,0.0179461168302847,0.0216009904856961,0.0331730831390347,0.0233990197861226,0.022761559490742,0.0359306124471807,0.0178939299183748,0.0260500576088809,0.0331695484547925,0.0277784324580588,0.0209153272546958,0.0225472140971735,0.017984581834431
1324,2020-03-18,0.0184818342658269,0.0185566711328713,0.0274408461623076,0.0171551782605741,0.0258040691314551,0.020243229081338,0.017823182427741,0.028332729664058,0.0149424407120517,0.0329421145989271,0.0181285315483731,0.0217059398355943,0.0331320635827657,0.0234313331645229,0.023043975556866,0.0353720032045184,0.0178720322143013,0.0259241628459767,0.0332923818280387,0.0278418716727096,0.0211680371016375,0.0227960855549202,0.018193387591774
1325,2020-03-19,0.019120948951609,0.0187842209919373,0.0275296884767561,0.0175750908183695,0.0257333268098095,0.0209159442126383,0.0180456190572744,0.0283386890858045,0.0151366023959198,0.0329702015789513,0.0182461487814508,0.0216697475184191,0.033138495571919,0.0234301241180975,0.0231152102987215,0.0356591444942737,0.0179519103105278,0.0259520624592416,0.0332717967395131,0.0278176733639334,0.0214691825792125,0.0232062745734994,0.0182159491759965
1326,2020-03-20,0.0192365993069476,0.0190583004511829,0.0274457006660363,0.0170295777539169,0.025424107434455,0.0208237607893036,0.018047755773242,0.0282420966902484,0.0151184943362556,0.0328745460778842,0.0182454426070257,0.021661285678788,0.0329656515161661,0.0234896942389601,0.0231588457031012,0.0356532983346963,0.0179706786778733,0.0259174111610187,0.0333816131406343,0.0277888980225509,0.0214064663841396,0.0233130548021794,0.0182189149974436
1327,2020-03-23,0.0204720086770177,0.0192560157036127,0.0276436670506125,0.0174812043896567,0.0264017858533526,0.0214587235384265,0.0182250896913586,0.0290144368361175,0.0154121047134355,0.0336331123401112,0.0187494500279403,0.0219328976003973,0.0340646987925467,0.0234809472019283,0.0232473668566912,0.0373929641732171,0.0203549415121647,0.0270601797608819,0.0339354482430727,0.0297070602142998,0.0217625097492753,0.0236263318162739,0.0187524245594035
1328,2020-03-24,0.0204699969363329,0.019514796194203,0.0275986662361488,0.0175789051711383,0.0263240923745838,0.0218125955411473,0.0187445427675843,0.029175817736368,0.0153802646984227,0.0336270285291148,0.0187881714037822,0.0220651459520856,0.0340688051626326,0.0237406666803191,0.0233639256841679,0.0373652813338219,0.0204114532641313,0.0269973642387973,0.0334226843470665,0.0296465697310882,0.0217569668262665,0.0239563092360662,0.0188092782668315
1329,2020-03-25,0.0204729677607052,0.0201199129039662,0.0279467422435541,0.0176984788572846,0.0265720328736031,0.0223419800038073,0.0191487779875048,0.0296184170994883,0.0154958574430074,0.0337411561229314,0.0191987978352284,0.0222813358956993,0.0345068908686125,0.0244555401361375,0.0234070430026522,0.0374349566033887,0.0209705976124855,0.0270810293958476,0.0335508984556565,0.0310933240769893,0.0216844752541094,0.0243615709473556,0.0189021722199694
1330,2020-03-26,0.020806991163354,0.0201203118530378,0.0280357627036947,0.0176709238392425,0.0267247393916568,0.0223431311961927,0.0191899003551225,0.0297940258158737,0.0154376839721661,0.0347739682109432,0.0192998882161441,0.0222664481920926,0.0347245937614627,0.0244184655954746,0.0234372397083126,0.0371565610838252,0.0211456473843708,0.0271346023961497,0.0338391953249428,0.0311719034419223,0.0218948286610275,0.0243723367625002,0.0190856459460287
