,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600362.SH,X600426.SH,X600027.SH,X600803.SH,X601991.SH,X601699.SH,X600489.SH,X600176.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X600612.SH,X600688.SH,X300037.SZ,X000629.SZ,X000408.SZ,X002080.SZ,X000933.SZ,X600096.SH,X000630.SZ,X000932.SZ,X000723.SZ,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.213753424196894,0,0,0,0,0.0324383962153159,0,0,0,0,0.00877875252848566,0,0.105830365951406,0,0,0,0,0,0,0,0,0,0.0707544213602144,0,-0.0516481011932477,0,0,0,0,0,0,0,0.11503315325246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629006344150021,-0.0469205662382697,0,0,0,0,0,0
X600028.SH,0.452304726784027,0,0.097248242347011,0,-0.157701521621463,0,0,0,0,0,0,0.144720662815254,0,0,0,0,0,0,0,0,0,-0.0251975930499746,0,0,0.105789224579455,0,0,0.0285321064001375,0,0.031724670053003,0,0,0,0,0,0,0,0,0,0.0185565237650181,0,0,0,0,0,0,0,0,0,0,0,0,-0.040604743726385,0,0,0,0,0,0
X601088.SH,0.043714167074956,0,0,0,0,0,0,0,0,0,0,0.0462002662406407,0,0.0980462971615151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205580835811419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195656419811625,0,0,0.0479445929784145,0,0,-0.00943721133747185,0,0,0,0,0,0,0,0,0
X600309.SH,0.0437311237076378,0,0,0,0,-0.0100801239689829,0,0,0,0,-0.0664508331212012,0,0,0,0,0,0,0,0,0,-0.03323978449293,-0.0875887406064772,0,0,0.259050332203345,0,0,0,0,0,0,0,0.103831438296601,-0.013064095126523,0,0,0,0.0204192379619493,0,0,0,-0.0625003082922822,0,0,0,0,0,0,0,0,0,0.0260128821592302,0,0,0,0,0,0,0
X600188.SH,0.0162459188294092,0,0.0609089571427943,0,0,0,0,0,0.0457318572044024,0,-0.0982728329545784,0.269814866702873,-0.0224796835851162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111418511944766,0,0,0.175561598707642,0.0628944411087785,0,0,0,0,0,0,0,0,0,0,0.182651495946878,0,0,-0.177002574947441,0,0,0,0,-0.0211099584744711,-0.00932882398921661,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241445237315877,0,0,0,0,0,0,-0.0565105324451713,0,0,0,0,0.443083958673547,0,0,0,0,0,-0.135794165292963,0,0,0,0,0,-0.1288706023381,0,0.00804646662710326,0,0,0.0638320135538244,0,0,0,0,0,0,0,0,0.0161839469929828,0,0,0,0,0,0,0
X600019.SH,0,0.269675614674944,0,0,0,-0.0265937232716154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158334661733983,0,0,0,0,0,0,0,0,0,0.0375216663180609,0,0.0565017062714815,0,0,0.136491607321614,0,0,0,0,0,0,-0.0457192978657496,0,0,0,0,0,0,0,0,0.03571555787461,-0.0198105472075833,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.00992809063494202,0,0,0,0,0,0,0,0,0.0153812896386543,0,0,0,0,0,0,0.1769050129404,0.229381421902796,0,0,0,0,0,0.0109154601767737,0,0,0.0329772609520055,0,0.0615411037145152,0,0,0,0,0,0,0,0,-0.0469618536144869,0,0.0782351281089331,0,0,0,0,0,0,0,0.0174650521346177,0,0,0,0,0,0,0
X002460.SZ,-0.0874592146282585,0,0,0,0,0,0,0,0,0.58312979129841,-0.0708282885558814,0,0,0,-0.0510692135080558,0,0,0,0,0,0,0.141378543469209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389861290008247,0,0,0,0.143173847871116,0,0,0,0,0,0,0,0,0,0.000890220282844482,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0223634999096026,0,0,0,0,0.477320405939313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193939108148707,0.142687440582533,0,0.117371795211402,0.0471940218941765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
