,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X000877.SZ,X600795.SH,X601600.SH,X002271.SZ,X000983.SZ,X601991.SH,X600803.SH,X600426.SH,X600027.SH,X600362.SH,X600176.SH,X601699.SH,X600348.SH,X000408.SZ,X600985.SH,X600096.SH,X000723.SZ,X000629.SZ,X000786.SZ,X600160.SH,X000933.SZ,X600141.SH,X600995.SH,X600157.SH,X600219.SH,X600489.SH,X600378.SH,X002353.SZ,X600801.SH,X002080.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.174810083794992,0,0,0,-0.0362998630655125,0,0,0,0,0,0,0,0,0.0796716860412194,0,0,0,0,0,0,0,0,0.110236529504428,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.121753925378175,0,0,0,0,-0.0353832048678052,0.00772288650188918,0,0,0,0,0,0
X601088.SH,0,0,0,0.0514132893637133,0.352269593514864,0.0964884457037581,0,0,0.0342790181984408,0,0,0,-0.0699671843812816,-0.0407907814196906,0,0,0,0,0,0,0,0,0,0.219867341623002,0,0,0,0,0,0,0,0,0,0,0,0,-0.163182043103479,0,0.0213407761287949,0.0771784209665241,0,-0.0282080093670421,0,0,0,0,0,0,0,0,0,0,-0.00568884338491111,0,0,0,0,0,0
X600028.SH,0.23436141008528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740851303462187,0,0.000927917609145157,0,0,0,0,0,0,0,0,0.0182396549851647,0,0,0,0.014727599187754,0,0,0,0.000419859923806266,0,0.033945369609165,0,0.116036589362559,0,0,0,0,0,0,0,0.00184249584863862,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0109250331187969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163549161052083,0.0288602643221149,0,0.148379447889255,0,0,0,0.0350614261286747,0,0,-0.0562883674848719,0.0838303205377424,0.0687352240910862,0,0,0.0288796820951471,0,0,0,0,0,0,0,0,0.0415936764722643,0,0,0,0,0,0,0,0
X600188.SH,0,0.721664129342455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384316422047152,0,0,0,0,0,0,0.0107025974744853,0,0,0,0,0,0,0,0,0.129556821229796,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160282638186578,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.69577103045405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081855273258448,0,0,0,0,0.384161981317497,0,0,0,-0.177996652936159,0,0,0,0.0897529854218077,0,0,0,0,0,0.0244907618874839,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0380033324766184,0,0,0.118884380972705,0,0,0,0,0,0,0,0,0,0.0365498669488099,0,0.0450352532325996,0,0,0,0,0,0,0,0,0,0,0,0.0555892557348857,0,0,0.0805522573375548,0,0,0,0,0,0,0,0,0.0150327047313868,0.327490702896966,0,0,0,0,0.0168736696867426,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.380455881470617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0682929643670595,0,0,0,0,0,0,0,0,0,0,0.0670056416603181,0,0,0.052219897336198,0,0,0,0,0,0,0,0,0.053789787471802,0,0,0.0798278655950129,-0.0294142722600957,0,0,0,-0.148081851299334,0,0
X601898.SH,0,0,0,0,0.139834160137731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142409194216276,-0.0185481593199925,0.26772846408498,0,0,0,0,0,0,0.0159580833746217,0,0,0.0950092716254784,0.0141044960529523,0,0,0,0,0,0,0,0,0,0,0,0.186503837476573,0,0,0,0,0,-0.0391940000774407,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0835992712318859,0,0.159106078503173,0,0,0.135508426978089,0,0,0.0781963418492767,0,0,0,0,0,0,0,0.0969639083273301,0,0,0,0,0.034789766895554,0,0,0,0,0,0.196085164581239,0,0,0,0,0.167006515086707,0,0,0.0517465086678352,0,0,0.00965415597453689,0,0,0,0,0,0,0,0.0120750459763695,0.018395704972499,0,0,0,0,0,0
