,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X600111.SH,X002466.SZ,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000301.SZ,X600426.SH,X600176.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X600096.SH,X600801.SH,X600803.SH,X000723.SZ,X600486.SH,X601699.SH,X601991.SH,X000408.SZ,X600219.SH,X600141.SH,X000932.SZ,X600027.SH,X600295.SH,X000830.SZ,X000807.SZ,X000630.SZ,X600489.SH,X600157.SH,X600352.SH,X300073.SZ,X002080.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0135602297945513,0,0,0,0,0,0,0,0.0581438289931108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135714878706618,0,0,0.0736217263173756,0,0,0,0,0,0,0,0.0949724433994057,0,0,0,0,0,0.0689034557195571,0.147386390483717,0,0,0,0,0,0,0,-0.0255738260284971,0,0,0,0,0,0
X601088.SH,0.211349103217619,0,0,0,0,0.118979874225012,0,0,0,0.138888131313236,0,0,0,0,0,-0.0605154931810085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635616541660608,0.176212036483425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00151556018163083,0,0,0,0,0,0
X600028.SH,0.0182109391270798,0,0,0,0,0,0,0,0,0.038736215280281,0,0,-0.0297258499151296,0,0,0,0,0,0,0.0163350597437355,0,0,0.098322348500158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466865838623978,0,0.0753395235138789,0,0,0,0,0,0,0.0674561161949871,0,-0.0187409283022306,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.013618748346081,0,0,0,0,0.0167313271653752,0,0.145383246950853,0.0828502650460111,0,0,0,0.0967566876965354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471021925722147,0,0,4.33680868994202e-19,0.150812680805374,0,0,0,0,0.0281300324966329,0,0,0,0.00358042123695075,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261237480856307,0,0,0,0,0,0.0114102077444941,0,0,0,0,0,0,0,0.0637548978658241,0,0.430201472117801,0,0.0321810934514993,0,0,0,0,0,0,0.0032709074459993,0,0,0,0,0.00102801195440842,0,0,0,0,0,0,0,-0.0188340259466253,0.0102543253201656,0,0,0,0,0,0
X600188.SH,0,0.912177657585725,0,0,0,0,0,0,0,0,0,0.101575128211232,0,0,0,0,0.0821343375088371,0,0,0,0,0.0191304471380246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138942829079101,0,0.0792864144932417,0,0,0,0,0,0,0,0.0920425797097233,0.0472555387094818,0.00292387284374927,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.377220597898415,0,0,0,-0.000270910349417443,0,0,0,0,0,0,0,0,0,0,0,0,0.0138512794859612,0,8.67361737988404e-19,0,0.00551228011609561,0,0,0,0,0.310273400773599,0,0,0,0,0,0.209252143600983,0,0,0,0.0487720442157062,0,0,0,0,0,-0.147113302826471,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0474402323344934,0,0,0,0.244792726302622,0.451462014266121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437731001001719,0,0,0,0,0,0,0,0,0.142135165439638,0,0,0,-0.0809973709806695,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839710250513018,0.0576042345912436,0,0.0971184980838897,0,0,0,0,0,0,0,0,0.390724120834325,0,0.00488984361644443,0,0.034551007309869,0,0,0,0,0,0,0,0,-0.0314152095195739,0,0,0,0,0,0,0
X601898.SH,0,0.414051966257531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158752032852891,0,0,0,0,0,0,0,0.222722216322519,0,0,0,0,0.0610687867815255,0,0.00656257879984044,0,0,0,0,0.0192803350373403,0,0.00977279743693173,0,0.00420648195599344,0.102902926708712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
