,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601600.SH,X601898.SH,X600688.SH,X601991.SH,X002466.SZ,X600362.SH,X600660.SH,X600795.SH,X600547.SH,X300072.SZ,X600516.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X000786.SZ,X600176.SH,X600299.SH,X000553.SZ,X600352.SH,X000709.SZ,X000825.SZ,X000792.SZ,X600027.SH,X000408.SZ,X002271.SZ,X601158.SH,X601699.SH,X600489.SH,X600219.SH,X600808.SH,X000883.SZ,X600426.SH,X002470.SZ,X600315.SH,X000630.SZ,X600157.SH,X000932.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.149663286751216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485150418300656,0,0,0,0,0,0,0.123940452419893,0.0642380972013461,0,0,0,0,0,0,0,0,0.0265798187208781,0,0.0127796878331394,0,0,0.157498733697396,0,0,0,0,0,0,0,0.0280567702051769,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.302084966414467,0,0.0870353738892858,0,0,0.000541238942170702,0,0,0,0,0,0,0,0,0.168025673515252,0,0,0.0323987094640553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758618860508433,0,0.0260986572538092,0.0184928126714306,0,0,0,0,0,0
X601088.SH,0,0.125686368073612,0,0.219865558435329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156206964534764,0,0,0,0,0,0,0,0,0,0.390893353946387,0,0,0,0,0,0,0,0,0,0,0,0,0.0059388239021758,-0.0174784339560453,0,0,0,0,0,0
X600019.SH,0,0,0.406384859622377,0,0.010195140132013,0,0,0.137533398584547,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15473840315144,0,0,0,0,0,0,0,0,0.054056169153278,0,0,0,0,0,0,0,0,0.0995668203592426,0,0,0,0,0,0,0.119076211244709,0,0,0.020425491049406,0,0,0,0,0,0,0
X600585.SH,0,0,0.393321692006244,0,0,0,0,0.131184552004034,0,0,0,0,0,0.0251027444693849,0,0,0,0,0,0,0,0,0,0,0.0758317697662414,0.0402129073732105,0,0,0,0,-0.0118867320795827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612606317729341,0.116922394546162,0,0,0.00800297898001008,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.151751936832564,0,0,0,0,0,0,0,0,0,0,0,0,0.0180987563309735,0.106897089964184,0,0,0.0543179619109348,0,0.0224287522157534,0,0,0,0.107381307716476,0,0,0,0,0.297643181004006,0,0.00527922392550548,0,0.118369929634298,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186244162372744,-0.0296934974159484,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139857738766642,0.0881237407172481,0,0.0111714789730398,0,0,0,0.0820047292273107,0,0.0213159060442474,0.00796129145593269,0,0,0,0,0,0,0,0.0433952840663575,0,0,0.0521101671061781,0,0,0,0,0.0867791687092751,0,-0.0126635875497826,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.119614042627713,0,0,0,0,0.015262848550056,0,0,0,0,0,0,0,0,0,0,0.0320829286099985,0,0,0.301980244803523,0,0,0.416427484628271,0,0,0,0,0,0,0,0,0,0,0.263229410617482,0,0,0,0,0.0848116016201066,0,0,0,0,0.0394149073330713,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.717373159850505,0,0,0,0,0,0,0,0,0,-0.459361453054635,0,0,0,0,0,0,0,0,0.187441711288482,0,-0.305272255866679,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329388765557053,0.135208162882698,0,0,-0.332447773440258,0,0,-0.00572087237586261,-0.0318474874708594,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0803018510809667,0,0,0,0,0,0.29941196679389,0,0,0,0,0,0,0,0,0,0,0.0215336626821136,0,0,0,0.0297606639983084,0,0.0420733106248415,0.0780724817768171,0,0,0,0,0.0344566646995977,0,0,0,0,0,0,0,0,0,0,0.0990902524262467,0,0.00167704756802624,-0.000769987243916403,0,0,0,0,0,0
