,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X600623.SH,X600299.SH,X600547.SH,X002466.SZ,X600660.SH,X601158.SH,X600352.SH,X000792.SZ,X600309.SH,X600583.SH,X000709.SZ,X600489.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X000959.SZ,X600021.SH,X000060.SZ,X000983.SZ,X002470.SZ,X600176.SH,X600022.SH,X600578.SH,X600098.SH,X601699.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.105527385416387,0.124293455681874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686865414379701,0,0,0,0,0,0,0,0,0.104743255462246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0929541003687182,0.265309841982352,0,0,0,0,0,0,0,0,0,0,0,0.00782486866407911,0,0,0,0,0.00749228394675428,0,0,0.0206392395390298,0,0,0,0,0,0,0.0149758234637669,0,0,0,0,0,0.00343367236961549,0,0,0,0,0,0.0109126199990811,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.109221134998545,0,0.255792129109588,0,0,0,0,0,0.0101040390206986,0,0,0,0.148140660323377,0.032856020602496,0,0,0,0,0,0,0,0,0.0590047329405463,0,0,0,0,0,0,0.0289957127972817,0,0,0,0,0,8.56405678470104e-05,0,0,0,0,0,0,0.0614918119741848,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.245377666684087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786584447628415,0,0,0,0,0,0.0887427696690972,0.0226563017820881,0,0,0,0.0398549035061225,0,0,0,0,0,0,0,0.0959477953258591,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0924423912646075,0,0,0,0,0,0,0.300510695616068,0,0,0.0690155222164883,0,0,0,0,0,0,0,0.0265383002300859,0,0,0,0,0,0,0,0,0.121871844392022,0.0141933814766765,0,0,0.060920798253748,0.0686390301357939,0.0662719830113785,0,0,0,0,0,0.0374129327417736,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0689844220796283,0,0,0,0,0,0,0,0,0,0.0331170775344714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451061694537458,0,0,0,0,0,0,0.0658782696319318,0,0.0965235146339986,0,0,0,0.182947299046726,0,0,0,0,0,0.00867154473980356,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00332411099037926,0,0,0.0228870459618146,0,0,0,0,0,0,0,0,0,0,0,0.0125178957091299,0,0,0,0,0.152157766060841,0.0240808263291141,0,0,0,0,0,0.0682495885687562,0,0,0.14520461170797,0,0,0,0.0330180420438978,0,0,0,0,0,0.100498249122503,0,0,0,0,0,-0.0493632349843458,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093845996110022,0,0,0,0,0,0,0.10538895892047,0,0.00913716254966382,0,0,0,0.202128593866527,0,0,0,0,0,0.0126320319111626,0,0,0,0,0,0,0.0299683504456349,0,0.322262366888151,0.0252098444708446,0,0,0,0,0,0,0,0,0,0.0330629618859586,0,0,0,0,0,0
X601898.SH,0,0,0.0618573367151195,0,0.00197502228324687,0.0215009182708286,0,0,0,0,0,0,0,0.0255284494644083,0,0,0,0,0.154476319500562,2.16840434497101e-19,0.193386515442407,0,0,0,0,0,0,0,0,0,0,0,0.210200286399953,0,0,0.102977825461564,0,0,0,0.0127194536759949,0,0,0,0,0,0,0,0.0864789117743526,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384418195221801,0,0,0,0,0,0,0,0,0,0,0,0.103848236570111,0,0,0,0,0,0,0,0,0,0.0892680152023598,0,0,0,0,0,0.117435874724555,0,0,0,0.438192133371808,0,0,0,0,0,-0.0292359886295348,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0316664632328897,0,0,0.0359935079013869,0.0979948228909877,0,0,0,0,0,0,0,0,0,0.108736097854968,0,0,0,0.0202346062308835,0,0,0,0,0,0.0551613218676098,0.0837334208072792,0,0,0,0,3.46944695195361e-18,0.0665620073779446,0,0,0,0,0,0,0,0,0,0,0,0.131599948406296,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0386914044392548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00285861940196593,0,0.0310228181469231,0,0,0.0210438361776658,0,0,0.139726627039738,0.098243879580375,0,0,0,0,0.106865000487077,0,0,0,0,0.0251204385959813,0,0.242490317867009,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0613533002156571,0,0,0.114286231744476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740884860849126,0,0,0,0,0,0,0.0464486801238428,0,0,0,0,0,0.0351963610207599,0.0702860847129964,0,0,0,0,0.354146912145565,0,0,0,0.00252996646161672,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.124592081469253,0,0,0,0,0.055159679684886,0,0,0,0,0,0,0,0,0,0,0,0.076509436891269,0,0,0.101649862424178,0,0,0,0,0,0.0026190629238729,0,0,0,0.145526146329329,0,0.270028731191974,0,0,0,0,0,0,0.0799681696087654,0,0,-0.0067693007800244,-0.0099359149980221,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0891448660792505,0,0,0,0,0,0,0,0,0,0,0.21501012022151,0.0409848360317398,0,0,0.0731832014009113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223263632245186,0,0,0.0898034317156505,0,0,0,0,0,0,-0.0199678577341409,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988464957101231,0,0,0.152439438125107,0,0,0,0.114727708832868,0,0,0,0,0,0,0.136702676062468,0,0.0118599466370042,0.092787622829418,0,0.233225690080047,0.0302609836675541,0,0.0662213800879492,0,0,0,0,0,0,-0.0189089537198615,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.219075093839791,0,0,0,0,0,0,0.271350050316103,0,0,0,0,0,0,0,0,0.0643656016983086,0,0,0,0,0,0,0,0,0,0,0,0.0866530033767952,0,0,0,0,0,0,0.161713822375031,0,0,0,0,0,0,0,0,0,-0.00311218407017142,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152456148461585,0,0.108462897607195,0,0.00943111561241613,0,0,0,0.00456218268637804,0,0.0463048982471682,0,0,0,0,0,0,0.0204581069589111,0,0,0,0,0,0,0.042198573786984,0.0102407759362577,0,0.0772543640188728,0,0.127079371350382,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.175597759862999,0,0,0,0,0,0,0,0,0,0,0.0129261365995314,0,0,0,0,0,0.0712268277902239,0.0724028089545454,0,0,0,0,0,0,0,0.312427676213644,0,0,0,0,0,0.0434718739467568,0.139553293196535,0,0,0,0,0,0.056603339536979,0,0,0,0,0,0,0,0,0,0,0
