,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X000786.SZ,X600886.SH,X601898.SH,X600010.SH,X600362.SH,X600176.SH,X601600.SH,X600801.SH,X600489.SH,X600352.SH,X600188.SH,X600426.SH,X601991.SH,X600111.SH,X600795.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X000932.SZ,X000301.SZ,X600529.SH,X600803.SH,X002075.SZ,X002466.SZ,X600219.SH,X300037.SZ,X000027.SZ,X600315.SH,X002353.SZ,X000883.SZ,X600486.SH,X000723.SZ,X601158.SH,X000898.SZ,X000878.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693033176356321,0.0748775760510003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263474360615937,0,0,0.0313846220878502,0.112030496549801,-0.00507441484721765,0.127845693971355,0,0,0,0,0,0,0,0,0,0,-0.00216029713410308,-0.0125841417837321,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00542079030239495,0.0474541927321484,0,0,0,0,-0.00403390531815197,0,0.0501469162699336,0,0,0,0,0.0442245021854897,0,0,0,0,0,0,0,0,0,0,0,-0.0263297484546981,0,0,0,0.0361104847390399,0,0.0079093189975916,-0.00964071278541447,0.00674429882143284,0,0,0,0,0,0.0154736617609615,0,0,-0.0079067684735653,-0.00314092503374515,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00359626678887603,0,0.0146851588472938,0,0.0605090606324034,0,0,0,0,0,0,0,0,0,0.0716601329310017,0.204624287918628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143819424403441,0,0,0,0,0,0,0,0.022306826928225,0,0,-0.00151179168548503,-0.0157587161104643,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.215781431826842,0,0,0,0,0,0,0,0,0,0,0,0,0.129428856517491,0,0,0,0,0,0,0,0.0220539105983749,0,0,0.00422542004895024,0,0,0,0,0,0,0,0.00329489242724399,0.0555574519938761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020281571741868,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.13578203847795,0,0.00525535383739056,0,0,0,0,-0.191067593540786,0,0,0,0,0.197108286994745,0,0,0.0962052634629042,0,0.0478008390672504,0,0,0,0,0,0,0,0,-0.0563914289502161,0,0.130557072473966,0.133288549760277,0,0.124794786688425,0,0.151971724949303,0,0,0,0,0,0,0,0,0,-0.0210805243289854,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0218088010018283,0,0,0.0121524897334239,0,0.0423807150770201,0,0,0.0518618579954854,0,0,0,0,0,0,0,0.0699506529238834,0,0,0,0,0,-0.0250099811714903,0.0318733022981961,0,0,0.0929354018216834,0,0,0,0,0,0.073538762506153,0,0,0,0,0,0,0,0,0.244145811855446,0,0,0,0.00393642119648734,0.0126673537388526,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0314756216674087,0,0,0.0433662376052694,0,0,0,0,0,0,0,0,0.578461391991263,0,0,0.0117070338427298,0,0.0647932851354509,0,0,0,0,0,0,0,0,0.0616406082550561,0,0,0,0.0864790866848173,0,0,0.110136222854163,0,0,0,0,0,0,0,0,0,0,-0.0253772339631009,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0953469570231268,0,0.032523188783511,0,0,0.149820167065838,0,0,0.0140296284543168,0,0,0,0,0,0,0,0.0958293156926957,0.00739774190964713,0,-0.039948719024849,0,0.217738884623415,0,0,0,0,0,0,0.0655448917478321,0,0,0,0,0,0,0,0,0.150452905848879,0,0,0,0.0961805305467368,0,0,0,0,0,-0.0735688936523159,0.063587586665117,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0265278364914859,0,0,0,0,0,0.0679133660636983,0,0,0,0,0,0,0.160507849128789,0,0,0,0,0,0.109309858777929,0,0,0,0,0,0,0,0,0,0.0659508334612023,0,0.188275293856142,0,-0.020515239818466,0,0.296826729325452,0,0,0,0,0.125089863487558,0,0,0,0,0,0,0.0874469023879284,4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.012731129638945,0.0961628752727841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425215165338159,0,0,0,0,0,0,0,0.0322459719247353,0,-0.0513726588836827,0,0,0,0,0,0.234958401401155,0,0,0.00888763732465916,0,0,0,0.055880424136687,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0129023439618023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18384025501345,0,0,0.0756036523689876,-0.0231340417076719,0,0,0,0,0,0,0,0,0,0,0,0.0470604859477006,0,0,0.231685960109231,0,0,0.0470363006770849,0,0,0,0,0,0,0,0,0.0673831719628554,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.190972951377249,0,0.0434866812177551,0,0,0,0,0,0,0,0,0,0,0.00132578792634479,0,0,0,0.0804739322774171,0,0,0.0827228314668472,0,0,0,0,0,0,0,0,0.270271457437303,0,0.247058807072613,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523778219891791,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108594435857154,0,0.354321480016016,0,0,0,0,0,0.188290565796704,0,0,0,0,0.0856887607100421,0,0,0,0,0,0.0159232535884064,0.0628863131030313,0,0,0,-0.0945841878954756,0,0,0,0,0,0,0,0,0.221264752549848,0,0,-0.0647460883988141,-0.0127819665402439,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.151604778833505,0.00129427574732138,0,0,0,0,0,0,0,0,0,0.0676111843098691,0,0,0,0.00110272550879396,0,0,0,0,0,0,0,0,0,-0.0635690333633214,0,0,-0.0560119205625136,0,0,0,0.111068489478825,0,0,0,0,0,0,0,0.0147376245749409,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.00196172318957986,0.0535819603963498,0,0.0498068043282471,0,0,0,0,0.0182192777380554,0,0,0,0.307197637576678,0,0,0.0299817182345473,0,0,0,0.0229079682660624,0,0,0,0,0,0,0.00383983965476128,0.037954284802606,0,0.0554321981279379,0.0207507089420518,0,0,0,0,0,0,0,0,0,0,0,0.00406091400872753,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0128160235162469,2.71050543121376e-20,0,0,0,0,0,0.463966129839225,0,0,0,0,0,0.0479760120904309,0,0,0,0,0,0,0,0.00516944081654929,0,0,0,0.0160092539916593,0.0278177540170221,0,0,0,0,0,0,0,0.0752052639729629,0,-8.67361737988404e-19,0,0,0,0,0.00111762323663121,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.022975660596428,0.0491653865217735,0,0,0,0,0,0,0,0,0.128283220141077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106777901944873,0,0,0,0,0,0.0356886772747797,0,0,0.551356128389813,0,0,-0.00889238873997312,-0.0206421656048539,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0434532210380834,0,0,0,0.100291312152695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383972845949974,0,-0.0991265359581689,0,0,0.166488285345071,0.136684076412846,-0.197409487799539,0,0,0,0,0,-0.0606863679274606,0,-1.73472347597681e-18,0,0,0,0.138514015140767,0,0,0,0,0,0.359935641779444,0,0,0.042832222258114,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0678809573883981,0,0,0,0.248369089652522,0,0,0,0,0,0,0,0.0347224509079872,0,0,0,0,0,0.0924129520294691,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0461397043075112,0.023832461886518,0,0,0,0,0,0,0,0.157209969052449,0,0,-0.0247689769159162,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0.0617087217783787,0,0.139428796767367,0,0,0,0,0.108014667199337,0,0,0,0,0,0.00697965570400959,0,0,0,0,0.0642507590649447,0,0,0,0,0,0.0475058473355443,0,0,0.0758152612637278,0,0.00601774734259916,0,0,0,0,0,0,0,0,0,0,0,0,0.0257010913864779,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.847197779844212,0,0,-0.10846437520212,0.0272591732033297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209970518069042,0,0,0,0,0,0,0,0,0.0873570024604314,0.167713858582592,0,-0.0137631260617471,-0.00744977931162362,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.008336533909937,-0.0411676234533372,0,0.240991303747257,0.00846552378585716,0,0,0,0,0.116057627389957,0,0,0,0,0,-0.0414971617739281,0,0.251665271345626,0,0,0,0,0,0,0,0,0.138248373372286,0,0,0,0,0,0,0,-0.0445299097286955,0,0,-0.0255197194202446,0,0,0.0765434230230272,0,0,0,-0.0125412565770376,0,0,0,0,0,0
X600188.SH,0,0,0.17373201146888,0,0.0291115460953947,0,-0.0287349609390716,0,0,0,0,0,0,0,0.379656482978181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216676526813243,0,0,0.0802232955576867,0,0,0,0,0.105082429991616,0,0,0,0,0,0.0274005645588265,0.0457365758066738,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.106204289797312,0,0,-0.0315313269228129,0,0,0,0.0584092088115835,0,0,0,0,0,0,0,0.218186554287475,-0.0681459191177827,0,0,0,0,0.292419182768068,0,0,0.125676574066369,0,0,0,0,0,0.126313807714721,0,0,0,0,0,0,0,0,0,0.428592520943689,0,0,0,0,0,0,0.0582233236699363,-0.0839437601470562,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.1057933353035,0,0,0,0.318564531049692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248935792719859,0,0,0,0,0,0.0199761510947154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922896579779054,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.240561201142574,0,0.0133878645139807,0,0,0,0,0,0,0,0,0,0,0,0,0.300922824684657,0,0,0,0,0,0,0,0,0,0,0,0,-0.018987009645237,0,0,0.0675934182806321,0,0.0367646515279326,0,0,0,0,0,0,0,0,0.161782297462905,0,0,-0.0438655994503913,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190968914613646,0,0,0,0,0,0,0,0,0.10605196555125,0.00419786177951468,0,0,0,0,0,0,0,0,0,0,0,0.0743733982421826,0,0,0,0,0,0,0,0.0448119726501442,0,0,0,0,0,0,6.55467218817656e-05,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.0257201765995251,0,0,0,0.12454745904283,0,0.0774205629141159,0,0,0,0,0,0,0.120730671950473,0,0,0,0,0,0,0,0,0,-0.0564689446261475,0.00571171217541269,0,0.0384013851466284,0.0505468738239125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256309175587058,0,0.0234517474495435,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.113140067443641,0,0,0,0,0.204184773117818,0,0,0,0,0,0.484000657244998,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.140886085802563,0,0,0.131605890411187,0,0,0,0,0,-0.0279072052782836,0,0,0,0,0,0,0,0,0,-0.00232724578971725,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.203832254238108,0,0,0,0.0667011359252964,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.124746153503875,0,0,0,0.101908019348026,0,0,0,0,0,0,0,-0.0150683870563092,0,0,0,0,0,-0.0195090642112215,0,0,0.118666948925389,0,0,0,0,0,0,0,0,0,0,0,0,0
