,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600352.SH,X600660.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X600801.SH,X000709.SZ,X600176.SH,X002460.SZ,X000786.SZ,X002466.SZ,X600516.SH,X600489.SH,X601158.SH,X002271.SZ,X000629.SZ,X600299.SH,X000553.SZ,X000883.SZ,X600219.SH,X600808.SH,X600583.SH,X000630.SZ,X000027.SZ,X600985.SH,X600339.SH,X000825.SZ,X601699.SH,X000301.SZ,X600426.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0123647059140207,0,0,0,0,0,0,0.0425895453123552,0.00144301023543091,0,0,0,0,0,0,0.0327316701022947,0,0,0,0,0,0,0,0,0,0,0.0270747305459935,0,0,0,0,0,0,0,0.0460089944246036,0,0,0.0575091516403347,0,0,0,0,-0.0109730504484022,-0.0118288838414468,0,0,0,0.00368024592634683,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00321024380516335,0,0,0,0,0,0,0,0,0,0.0107720281055008,0,0,0,0,0.0422260495750422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118006629495936,0,0.155273597409265,0,0,0,-0.0455981226231221,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0270261291633773,0.0291087170573719,0,0,0,-0.0191999196903035,0,0,0.236099675930854,0,0,0,0,0,0,0,0.0852271953324583,0,0,0,0.0969154472850323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112021790494813,0,0.0226958745743427,-0.0393112200075936,0,0,0,0.000181143215772742,0,0
X600585.SH,0,0,0,0,0,0.151679456741262,0,0,0,0,0,0,0,-0.0228347357716083,0,0,0,0,0,0,0.0243737333927511,0,0,0,0.475192453758023,0,0,0,0,0,0,0,0,0,0,-0.0364711627826615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00979561124674351,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.2317574705122,0,0,0,0,0,0,0.00267374701320804,0.0228254748863739,0,0,0.0492635197669578,0,0,0,0.0718554032456638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611990446640918,0,0,0,0,0,0,0,0,0,-0.00148495232859226,0,0,0,0,0,0
X600309.SH,0,0,0,0.166289880322425,0,0,0.126410955781311,0,0,0,0,0,0,0.145665929475273,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0197659404412805,0,0,0,0,-0.0123088708247891,0.169700762049194,0,0,0.0118955686817173,0,0,0,0,0,0,0,0,0.279478631155301,0,0,0,0,0,0,0,0.0165510152869422,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171657549831306,0,0,0,0,0,0,0,0,0.288210334415876,0,0,0,0,0,0.0899826553281996,0,-0.0776833152523209,0,0,0,0,0,-0.0151323449548264,0,0,0,0,0.111304139602842,0,0,0.0358845714709577,0,0,0,0,0.219122903425804,0,0.0448024217854805,0,0,0,0,0.0262310131985422,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0652003308161174,0,0,0,0,0,0,0,0.198015074125106,0,0.0039942611838396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092436535633598,0.0823046212145274,0,0,0.466170140779697,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189530090448323,0,0,0,-0.0237699608881345,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165823042642206,0,0,0,0,0,0,0,0,0,0,0,0.873143172304721,0,0,0,0,0.0510348436922303,0,0,0,0,0,0,0,-0.00934936020449565,0,0,0,0,0,-0.0451614718121431,0.00726916508154465,0,0,0,0,0.017880286107736,0,0
X601600.SH,0,0,0,0,0,0,0,0.220074726176707,0,0,0,0,0,0,0,0,0,0.187466804910474,0,0,0.0236604057907189,0,0,0,0.0354259444162928,0,0,0,0,0,0.0288056072919644,0,0,0,0,0,0,0,0.143985801355257,0,0,0,0,0,0,0,0,0,0.135679510908548,0,0,0,0,0,0,0,-0.00912664491561766,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227881072932361,0,0.0192120347942457,0.0361230797803551,0,0,0,0.0846316897823769,0,0.0179484229095539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242168036757497,0,0,0,0,0,0,0,0,-0.0665531232335693,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397645164901046,0.0110313145443318,0.113622332937339,0,0,0,0,0,0,0,0,0,0,0,0,0.226635112886423,0,0,0,0.0308404143061535,0,0.061640856633056,0,0,0,0,0,0,0,0.0442211307639898,0,0,0,-0.0473063396161028,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233035344900304,0.00749253454688273,0,0,0,0,0,0,0.004237161664878,0,0,0,0,0,0,0,0,0,0,0,0.0481827376305028,0,0,0,0,0.000593827913902365,0.237465246019838,0.0659414281455602,0,-3.46944695195361e-18,0,0,-0.000895788382544327,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202615265639194,0,0,0,0.260444506530229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203590642963965,0,0,0,0,0,0,0,0,0,-0.110592422068627,0.210490396148251,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0106055759059831,0,0,0,0,0,0,0,0.00653603630570501,0,0,0,0,0,0,0.033980237460764,0.064751830418842,0,0,0.0212362527176253,0,0,0,0.0522306557260289,0,0,0,0,0,0,0,0.0247482100408172,0,0,0,0,0,0,0,0.0533189928228616,0,0,1.73472347597681e-18,0.0035188752535984,0,0,-0.0385755067437284,0,0,0,0,-0.0211560388682935,0,0
X600886.SH,0,0,0,0,0,0.0219474330307348,0,0,0,0,0,0,0,-0.0341384603159935,0,0,0,0,0,0,-0.000695583860457874,0,0.0316670113979648,0,0,0,0,0,0.0248233289209708,0,0,0,0,0.0126325579122401,0.172521054211474,0,0.18055320354043,0,0,0,0,0,0,0.0554490740349821,0,0,0,0,0,0,0,0.00471310224947505,0,0,0,0,-0.0203228837886514,0,0
