,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X002460.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X601898.SH,X600176.SH,X600426.SH,X600188.SH,X600010.SH,X600801.SH,X600111.SH,X600352.SH,X000301.SZ,X600489.SH,X601991.SH,X600795.SH,X600688.SH,X002466.SZ,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X300037.SZ,X600219.SH,X600299.SH,X000932.SZ,X601992.SH,X601168.SH,X002080.SZ,X000898.SZ,X000807.SZ,X000630.SZ,X000723.SZ,X000878.SZ,X002409.SZ,X000027.SZ,X600529.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0350450380587374,0,0.0320265811018148,0.00126674958088509,0,0,0,0,0,0,0.0289750377285365,0,0,0,0,0,0,0,0,0.028570851517546,0,0,0,0,0,0,0,0,0,0,0.0426789481214282,0,0.0202918215969988,0,0,0,0,0,0,0,0,-0.00762375104054446,-0.00964983451564626,0,0,0,-0.0021766470782372,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00821630995764141,-0.0182706948444379,0,0,0,0,0,0,0,8.67361737988404e-19,0.00952232419967894,0,0,0.071982308849298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675205566829751,0,0,0,0,0.0480415797447016,0.0101997459448117,0,-0.0363483011882062,0,0,-0.00747718180042393,0,0,0,0,-0.0142003220819357,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140858219994893,0,0,0,0,0.118317551480837,0,0,0,0,0,0,0,0,0,0.0183972028400357,0,0,0,0,0,0,0,0,0,0,0.0474413839833309,0,0.0187368889915754,0,0,0.0344959535729248,0,0,0,0,0,0.00288014021789038,0,0,0,0,-0.00207390636681987,0,0
X600585.SH,0,0,0,0,0.0420657452541777,0,0,0,0.14513574080973,-0.0183569883942471,0,-0.0301373988278442,0,0,0,0,0.0958595570082344,0,0.0132140748928432,0,0,0,0,0,0.031822634134383,0,0,0,0,0,0,0,-0.0517290725095122,0,0,0,0,0,0,0.00425030146495406,0,0,0,0,0,0,0,0,0,0,0,0.00810980543760901,0,0,0,0,0.0016846350708743,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299060978694411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224320788983101,0,0.19487532777547,0,0,0,0,0,0.0132685185584657,0,0,0,0,-0.0210458520562461,0,0,-0.105919533944521,0,0,0,0.0872148256391787,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132072112123052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489531089001305,0,0,0,0,0.0979261353894655,0,0,0,0,0,0.024959489542373,0.00759552632898539,0,0,0,-8.67361737988404e-19,0,0
X000708.SZ,0,0,0,0,0.0319658052734472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337831454353929,0,0.00993224684300861,0.0273304687351945,0,0,0.332244380221803,0.0833957186373499,0.0896809344178416,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202132759507662,0.0256785483325045,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0945344542569196,0,0.0512340125259574,0,0.0292361794828632,-0.0284036596563497,0.0429006731498475,0,0,0,0,0,0,-0.0940770437961925,0,0,0,0,0,0,-0.0125482330466433,0.62987649098547,0,0,0,0,0,0,0,0,0.0379870412291749,0,0,0,0,0,0.0233206720145903,0,0,0,0,0,0,0,0,0.0221540456225514,0,0,0,0,0,0,0.00422307382474913,0,0
X002460.SZ,0,0,0,0,0,0.205733897347654,0,0,0,0,0.0487036628345598,0,0.0349511116247106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202648153602892,0,0,0,0,0.326865738246193,0,0,0,0,0.184798729002569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372067570376499,0,0
X600660.SH,0,0,0,0,0,-0.190363431312071,0,0,0,0,-0.0241881514879599,0,0.00591664537814406,0,0,0,0,0,0,0,-0.0244560503834123,0,0,0.0955193858249864,0,0,0,0,0,0,0,0.137972617734786,0,0,0.228024413919789,0,0,0,0,0,0.0253867883265913,0,0,0,0,0,0,0,0,0,0,0,0.044679742985242,0,0,0,0.0206545393899561,0,0
